date,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA
2021-12-02 00:00:00,138,7,0.0507246376811594
2021-12-01 00:00:00,2704,292,0.1079881656804734
2021-11-30 00:00:00,5123,580,0.1132149131368339
2021-11-29 00:00:00,5858,683,0.1165926937521339
2021-11-28 00:00:00,2304,405,0.17578125
2021-11-27 00:00:00,2456,403,0.1640879478827362
2021-11-26 00:00:00,3578,518,0.1447736165455562
2021-11-25 00:00:00,1119,137,0.1224307417336908
2021-11-24 00:00:00,5116,676,0.1321344800625489
2021-11-23 00:00:00,7381,733,0.0993090367158922
2021-11-22 00:00:00,7591,831,0.109471742853379
2021-11-21 00:00:00,2734,464,0.1697147037307974
2021-11-20 00:00:00,2816,465,0.1651278409090909
2021-11-19 00:00:00,5763,722,0.1252819711955579
2021-11-18 00:00:00,5960,671,0.1125838926174497
2021-11-17 00:00:00,6757,813,0.1203196684919343
2021-11-16 00:00:00,6764,819,0.1210821998817268
2021-11-15 00:00:00,6903,854,0.1237143271041576
2021-11-14 00:00:00,2704,492,0.1819526627218935
2021-11-13 00:00:00,2944,487,0.1654211956521739
2021-11-12 00:00:00,6217,744,0.1196718674601898
2021-11-11 00:00:00,3587,502,0.1399498187900753
2021-11-10 00:00:00,6699,697,0.1040453799074489
2021-11-09 00:00:00,6794,727,0.1070061819252281
2021-11-08 00:00:00,7072,700,0.0989819004524887
2021-11-07 00:00:00,2796,425,0.1520028612303291
2021-11-06 00:00:00,2924,462,0.1580027359781122
2021-11-05 00:00:00,5438,590,0.1084957705038617
2021-11-04 00:00:00,6018,629,0.1045197740112994
2021-11-03 00:00:00,6418,631,0.0983172327827984
2021-11-02 00:00:00,6178,575,0.0930721916477825
2021-11-01 00:00:00,6061,536,0.0884342517736347
2021-10-31 00:00:00,2019,336,0.1664190193164933
2021-10-30 00:00:00,2402,306,0.1273938384679434
2021-10-29 00:00:00,4781,457,0.095586697343652
2021-10-28 00:00:00,5602,499,0.0890753302392003
