date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,635,992,940,759,538,6
1/10/2021,1174,1724,1737,1480,2296,14
1/11/2021,1222,1807,1822,1547,2476,19
1/12/2021,1312,1921,1945,1647,2757,19
1/13/2021,1422,2059,2095,1823,3166,22
1/14/2021,1521,2241,2254,1972,3690,23
1/15/2021,1641,2399,2433,2106,4069,24
1/16/2021,1700,2488,2534,2196,4686,27
1/17/2021,1719,2520,2576,2232,4741,27
1/18/2021,1784,2633,2647,2325,4962,28
1/19/2021,1856,2708,2732,2407,5469,31
1/2/2021,717,1111,1067,865,619,7
1/20/2021,1932,2837,2838,2530,6241,36
1/21/2021,2027,2968,3009,2698,6990,40
1/22/2021,2175,3135,3194,2889,7747,42
1/23/2021,2259,3300,3358,3045,8340,45
1/24/2021,2296,3333,3419,3075,8501,47
1/25/2021,2375,3405,3509,3198,9100,49
1/26/2021,2449,3488,3606,3316,9672,50
1/27/2021,2562,3615,3763,3507,10398,51
1/28/2021,2639,3729,3883,3658,11415,52
1/29/2021,2751,3853,4022,3843,12421,60
1/3/2021,745,1157,1113,888,641,7
1/30/2021,2821,3944,4156,4001,13208,63
1/31/2021,2857,3966,4188,4031,13361,65
1/4/2021,809,1255,1207,976,869,8
1/5/2021,905,1364,1296,1072,1103,9
1/6/2021,1017,1488,1429,1196,1370,11
1/7/2021,1080,1578,1543,1298,1704,13
1/8/2021,1132,1663,1677,1432,2138,14
1/9/2021,1164,1708,1722,1469,2275,14
10/1/2021,35813,29771,31450,36790,75606,18128
10/10/2021,36489,30196,31742,36986,75852,18481
10/11/2021,36592,30263,31790,37015,75891,18541
10/12/2021,36650,30294,31816,37031,75912,18564
10/13/2021,36729,30336,31848,37046,75933,18593
10/14/2021,36808,30385,31883,37079,75954,18616
10/15/2021,36913,30444,31927,37122,75988,18663
10/16/2021,36978,30477,31956,37139,76002,18689
10/17/2021,37017,30507,31975,37153,76010,18705
10/18/2021,37097,30562,32018,37185,76053,18728
10/19/2021,37161,30597,32047,37212,76078,18772
10/2/2021,35862,29811,31482,36819,75620,18169
10/20/2021,37216,30640,32085,37241,76114,18794
10/21/2021,37307,30683,32116,37270,76139,18826
10/22/2021,37403,30748,32165,37308,76189,18863
10/23/2021,37473,30803,32195,37325,76218,18891
10/24/2021,37504,30817,32211,37334,76241,18907
10/25/2021,37573,30868,32253,37359,76316,18926
10/26/2021,37658,30921,32303,37382,76377,18969
10/27/2021,37748,30978,32347,37425,76441,19003
10/28/2021,37870,31040,32390,37468,76521,19028
10/29/2021,37966,31093,32443,37510,76566,19059
10/3/2021,35912,29839,31496,36830,75627,18187
10/30/2021,38027,31134,32470,37525,76589,19074
10/31/2021,38052,31153,32485,37534,76596,19085
10/4/2021,35996,29899,31540,36851,75682,18244
10/5/2021,36088,29951,31566,36881,75722,18290
10/6/2021,36199,30015,31614,36909,75763,18359
10/7/2021,36279,30065,31642,36931,75805,18395
10/8/2021,36375,30131,31686,36963,75825,18430
10/9/2021,36453,30173,31722,36978,75837,18464
11/1/2021,38106,31195,32515,37566,76666,19112
11/10/2021,38758,31563,32835,37818,77121,20004
11/11/2021,38827,31607,32870,37849,77176,20197
11/12/2021,38894,31657,32903,37872,77245,20402
11/13/2021,38938,31682,32927,37890,77266,20640
11/14/2021,38961,31702,32940,37898,77290,20714
11/15/2021,39019,31749,32981,37932,77357,20860
11/16/2021,39081,31793,33008,37964,77411,21029
11/17/2021,39154,31840,33043,38000,77465,21213
11/18/2021,39226,31882,33075,38028,77535,21349
