date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,227,278,298,349,924,6
1/10/2021,376,471,506,602,2226,31
1/11/2021,415,519,574,655,2467,34
1/12/2021,442,546,638,726,2717,35
1/13/2021,461,570,665,800,2912,36
1/14/2021,493,617,705,888,3133,44
1/15/2021,527,666,764,974,3398,45
1/16/2021,531,667,765,976,3406,45
1/17/2021,533,668,765,977,3408,45
1/18/2021,546,679,794,1004,3432,45
1/19/2021,577,706,837,1084,3588,46
1/2/2021,228,278,298,349,925,6
1/20/2021,605,750,898,1190,3749,52
1/21/2021,707,838,1015,1362,3961,68
1/22/2021,779,896,1068,1469,4091,81
1/23/2021,784,899,1071,1474,4216,115
1/24/2021,785,900,1071,1475,4229,117
1/25/2021,798,914,1098,1526,4345,118
1/26/2021,833,935,1129,1581,4487,120
1/27/2021,862,962,1171,1632,4657,133
1/28/2021,1014,1054,1286,1769,4877,183
1/29/2021,1097,1101,1362,1877,5117,239
1/3/2021,228,278,298,350,927,6
1/30/2021,1109,1120,1413,1905,5138,239
1/31/2021,1109,1121,1416,1906,5146,239
1/4/2021,244,298,318,381,1062,6
1/5/2021,286,333,358,418,1292,6
1/6/2021,298,356,379,448,1640,25
1/7/2021,337,426,467,548,2017,30
1/8/2021,375,470,505,597,2223,31
1/9/2021,376,471,505,602,2226,31
10/1/2021,5898,4509,4990,7224,14798,6410
10/10/2021,5939,4546,5016,7247,14835,6452
10/11/2021,5949,4553,5017,7255,14847,6465
10/12/2021,5958,4555,5020,7259,14852,6470
10/13/2021,5969,4557,5025,7263,14861,6483
10/14/2021,5982,4562,5029,7269,14871,6488
10/15/2021,5990,4570,5032,7276,14879,6498
10/16/2021,5994,4570,5033,7280,14881,6499
10/17/2021,5995,4570,5034,7280,14881,6499
10/18/2021,6005,4574,5035,7286,14891,6503
10/19/2021,6016,4580,5038,7296,14902,6511
10/2/2021,5900,4511,4992,7229,14806,6410
10/20/2021,6022,4582,5040,7303,14920,6521
10/21/2021,6029,4589,5043,7306,14933,6527
10/22/2021,6051,4598,5053,7311,14946,6537
10/23/2021,6053,4600,5054,7311,14950,6540
10/24/2021,6054,4601,5054,7313,14955,6542
10/25/2021,6063,4605,5059,7322,14974,6545
10/26/2021,6069,4613,5067,7326,14997,6552
10/27/2021,6080,4618,5073,7337,15013,6565
10/28/2021,6100,4635,5091,7358,15043,6571
10/29/2021,6115,4646,5099,7373,15062,6586
10/3/2021,5901,4511,4992,7229,14806,6410
10/30/2021,6120,4649,5101,7376,15066,6589
10/31/2021,6123,4649,5101,7376,15068,6589
10/4/2021,5908,4516,4994,7233,14812,6419
10/5/2021,5915,4520,4997,7237,14819,6427
10/6/2021,5921,4528,5003,7238,14826,6432
10/7/2021,5926,4532,5007,7242,14832,6441
10/8/2021,5933,4542,5015,7245,14835,6452
10/9/2021,5937,4544,5016,7247,14835,6452
11/1/2021,6131,4653,5108,7381,15077,6590
11/10/2021,6184,4689,5159,7437,15189,7399
11/11/2021,6191,4696,5162,7445,15198,7424
11/12/2021,6199,4700,5170,7451,15206,7501
11/13/2021,6204,4702,5171,7458,15211,7512
11/14/2021,6208,4703,5172,7462,15214,7517
11/15/2021,6227,4713,5181,7475,15229,7553
11/16/2021,6239,4716,5185,7481,15246,7574
11/17/2021,6260,4728,5201,7493,15253,7673
11/18/2021,6266,4730,5203,7496,15266,7681
11/19/2021,6281,4738,5217,7510,15276,7743
11/2/2021,6140,4659,5113,7388,15093,6593
11/20/2021,6292,4742,5221,7517,15280,7787
11/21/2021,6292,4742,5224,7519,15286,7789
11/22/2021,6302,4754,5237,7524,15294,7841
11/23/2021,6316,4759,5240,7530,15300,7859
11/24/2021,6323,4764,5243,7535,15305,7873
11/25/2021,6323,4764,5243,7535,15305,7873
11/26/2021,6330,4773,5249,7536,15311,7887
11/27/2021,6335,4773,5251,7539,15312,7897
