date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,345,322,288,294,217,2
1/1/2022,15205,10442,9879,12767,25885,12907
1/10/2021,463,468,401,408,672,4
1/10/2022,15402,10569,10012,12877,25990,13293
1/11/2021,477,484,425,428,879,4
1/11/2022,15429,10583,10021,12888,25997,13319
1/12/2021,485,492,435,438,1100,5
1/12/2022,15458,10597,10034,12907,26009,13371
1/13/2021,507,526,458,467,1423,5
1/13/2022,15497,10632,10059,12932,26032,13555
1/14/2021,515,536,472,480,1685,5
1/14/2022,15527,10667,10081,12960,26048,13659
1/15/2021,520,542,484,490,2113,5
1/15/2022,15540,10674,10086,12963,26053,13697
1/16/2021,538,548,494,500,2470,5
1/16/2022,15545,10678,10093,12970,26057,13708
1/17/2021,542,548,497,501,2486,5
1/17/2022,15556,10689,10102,12985,26068,13742
1/18/2021,545,552,506,510,2692,5
1/18/2022,15570,10701,10114,12995,26076,13767
1/19/2021,564,564,518,523,2904,5
1/19/2022,15593,10710,10123,13001,26086,13799
1/2/2021,346,325,292,296,221,2
1/2/2022,15211,10448,9882,12774,25885,12924
1/20/2021,576,583,536,545,3304,5
1/20/2022,15609,10726,10131,13015,26099,13851
1/21/2021,585,600,548,569,3713,5
1/21/2022,15645,10749,10150,13027,26115,13939
1/22/2021,602,605,556,577,3887,5
1/22/2022,15658,10755,10154,13029,26118,13956
1/23/2021,627,637,595,612,4245,5
1/23/2022,15669,10756,10156,13030,26122,13965
1/24/2021,638,641,601,633,4318,5
1/24/2022,15684,10762,10162,13041,26127,13994
1/25/2021,659,664,641,677,4523,5
1/25/2022,15704,10770,10168,13048,26133,14014
1/26/2021,681,710,689,742,4743,6
1/26/2022,15721,10781,10176,13056,26139,14046
1/27/2021,720,751,736,790,5175,7
1/27/2022,15744,10791,10185,13069,26152,14084
1/28/2021,771,790,792,870,5815,7
1/28/2022,15782,10825,10210,13089,26160,14194
1/29/2021,810,836,858,941,6187,8
1/29/2022,15798,10831,10214,13091,26162,14212
1/3/2021,357,339,302,312,247,2
1/3/2022,15233,10463,9895,12791,25900,12947
1/30/2021,812,841,860,946,6200,8
1/30/2022,15810,10833,10216,13091,26165,14219
1/31/2021,817,844,863,954,6227,8
1/31/2022,15821,10835,10223,13100,26168,14237
1/4/2021,362,350,311,317,267,2
1/4/2022,15255,10480,9910,12803,25913,12982
1/5/2021,381,377,325,331,279,2
1/5/2022,15283,10487,9922,12815,25927,13030
1/6/2021,403,395,345,354,297,2
1/6/2022,15308,10505,9930,12831,25944,13092
1/7/2021,413,403,354,364,333,2
1/7/2022,15363,10539,9978,12859,25974,13213
1/8/2021,442,437,382,388,374,3
1/8/2022,15375,10552,9988,12863,25980,13247
1/9/2021,457,462,401,406,669,4
