date,Arizona_cume,Arizona
2020-12-01,350,
2020-12-02,384,34
2020-12-03,417,33
2020-12-04,429,12
2020-12-05,433,4
2020-12-06,438,5
2020-12-07,466,28
2020-12-08,489,23
2020-12-09,515,26
2020-12-10,545,30
2020-12-11,564,19
2020-12-12,586,22
2020-12-13,603,17
2020-12-14,639,36
2020-12-15,807,168
2020-12-16,1593,786
2020-12-17,5013,3420
2020-12-18,8931,3918
2020-12-19,11549,2618
2020-12-20,12678,1129
2020-12-21,18385,5707
2020-12-22,26310,7925
2020-12-23,36568,10258
2020-12-24,40483,3915
2020-12-25,40633,150
2020-12-26,47209,6576
2020-12-27,49891,2682
2020-12-28,59503,9612
2020-12-29,72930,13427
2020-12-30,88271,15341
2020-12-31,96614,8343
2021-01-01,100501,3887
2021-01-02,108370,7869
2021-01-03,111684,3314
2021-01-04,121004,9320
2021-01-05,130719,9715
2021-01-06,143393,12674
2021-01-07,156693,13300
2021-01-08,169253,12560
2021-01-09,177326,8073
2021-01-10,180708,3382
2021-01-11,197486,16778
2021-01-12,221412,23926
2021-01-13,247494,26082
2021-01-14,273053,25559
2021-01-15,299135,26082
2021-01-16,315137,16002
2021-01-17,324633,9496
2021-01-18,344310,19677
2021-01-19,372331,28021
2021-01-20,405999,33668
2021-01-21,442795,36796
2021-01-22,481913,39118
2021-01-23,510973,29060
2021-01-24,527376,16403
2021-01-25,558036,30660
2021-01-26,595854,37818
2021-01-27,636971,41117
2021-01-28,678592,41621
2021-01-29,719822,41230
2021-01-30,746503,26681
2021-01-31,758567,12064
2021-02-01,795475,36908
2021-02-02,836279,40804
2021-02-03,881970,45691
2021-02-04,930859,48889
2021-02-05,976649,45790
2021-02-06,1016733,40084
2021-02-07,1033333,16600
2021-02-08,1073526,40193
2021-02-09,1118907,45381
2021-02-10,1171920,53013
2021-02-11,1225358,53438
2021-02-12,1288743,63385
2021-02-13,1335605,46862
2021-02-14,1353307,17702
2021-02-15,1386022,32715
2021-02-16,1432362,46340
2021-02-17,1481232,48870
2021-02-18,1528464,47232
2021-02-19,1572889,44425
2021-02-20,1609414,36525
2021-02-21,1625112,15698
2021-02-22,1655364,30252
2021-02-23,1701061,45697
2021-02-24,1759708,58647
2021-02-25,1821811,62103
2021-02-26,1890491,68680
2021-02-27,1943703,53212
2021-02-28,1970625,26922
2021-03-01,2025594,54969
2021-03-02,2078331,52737
2021-03-03,2138915,60584
2021-03-04,2199137,60222
2021-03-05,2260448,61311
2021-03-06,2307139,46691
2021-03-07,2333795,26656
2021-03-08,2386788,52993
2021-03-09,2445509,58721
2021-03-10,2515512,70003
2021-03-11,2588890,73378
2021-03-12,2664440,75550
2021-03-13,2718228,53788
2021-03-14,2747625,29397
2021-03-15,2797799,50174
2021-03-16,2854643,56844
2021-03-17,2919949,65306
2021-03-18,2986245,66296
2021-03-19,3048661,62416
2021-03-20,3097689,49028
2021-03-21,3130270,32581
2021-03-22,3176089,45819
2021-03-23,3226904,50815
2021-03-24,3292771,65867
2021-03-25,3366790,74019
2021-03-26,3439646,72856
2021-03-27,3494672,55026
2021-03-28,3533872,39200
2021-03-29,3597353,63481
2021-03-30,3666925,69572
2021-03-31,3746831,79906
2021-04-01,3830766,83935
2021-04-02,3902230,71464
2021-04-03,3953201,50971
2021-04-04,3974777,21576
2021-04-05,4035181,60404
2021-04-06,4103072,67891
2021-04-07,4180106,77034
2021-04-08,4258822,78716
2021-04-09,4331280,72458
2021-04-10,4381657,50377
2021-04-11,4413160,31503
2021-04-12,4467250,54090
2021-04-13,4518600,51350
2021-04-14,4580007,61407
2021-04-15,4645905,65898
2021-04-16,4710219,64314
2021-04-17,4753737,43518
2021-04-18,4784051,30314
2021-04-19,4837820,53769
2021-04-20,4893801,55981
2021-04-21,4957099,63298
2021-04-22,5020796,63697
2021-04-23,5080295,59499
2021-04-24,5120790,40495
2021-04-25,5146795,26005
2021-04-26,5194363,47568
2021-04-27,5244534,50171
2021-04-28,5295424,50890
2021-04-29,5342369,46945
2021-04-30,5388896,46527
2021-05-01,5418467,29571
2021-05-02,5439813,21346
2021-05-03,5470675,30862
2021-05-04,5510565,39890
2021-05-05,5546629,36064
2021-05-06,5584961,38332
2021-05-07,5624116,39155
2021-05-08,5651204,27088
2021-05-09,5664196,12992
2021-05-10,5690808,26612
2021-05-11,5717568,26760
2021-05-12,5748721,31153
2021-05-13,5788729,40008
2021-05-14,5829176,40447
2021-05-15,5860440,31264
2021-05-16,5877744,17304
2021-05-17,5910607,32863
2021-05-18,5938877,28270
2021-05-19,5975523,36646
2021-05-20,6006963,31440
2021-05-21,6041344,34381
2021-05-22,6067678,26334
