date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,20770,23466,21653,18933,14182,161,301.0,376.0,385,407.0,404.0,1.0,628.0,742.0,579.0,441,357.0,2.0,345.0,322,288.0,294,217,2.0,162.0,177.0,157.0,183.0,237.0,3.0,14.0,19.0,24.0,22.0,37.0,,158,152.0,166.0,207.0,211.0,2.0,10.0,5.0,22.0,14.0,16.0,,11605,13365,12570,10088,6410,95,285.0,385.0,437.0,503.0,376,7.0,263.0,343,339.0,398.0,957.0,4.0,527,796,786,677,652,6.0,4276,4537,3858,3632,2539,22.0,312.0,414.0,440.0,670.0,468,6.0,104.0,95.0,56.0,68,69.0,2.0,916,868,658,491.0,254,4.0
1/1/2022,937806,623980,635334,720904,1302966,568578,5632.0,3653.0,3781,4808.0,6874.0,8780.0,24321.0,12633.0,11436.0,12653,17930.0,12750.0,15205.0,10442,9879.0,12767,25885,12907.0,3655.0,2683.0,2518.0,2840.0,4450.0,2290.0,837.0,717.0,663.0,700.0,1039.0,469.0,2984,2148.0,2664.0,4843.0,12304.0,1592.0,745.0,549.0,705.0,1371.0,4944.0,747.0,558081,386203,397059,413726,669811,321485,8889.0,6831.0,9299.0,18070.0,45419,3957.0,7677.0,5433,5920.0,8247.0,16471.0,9893.0,38174,29432,30177,36674,83277,22021.0,148206,93362,91049,107631,210313,94342.0,13101.0,9235.0,12026.0,22584.0,63109,6384.0,11669.0,7540.0,7366.0,6952,10448.0,17043.0,36001,20614,19916,22449.0,37690,27370.0
1/10/2021,34185,35778,34029,30904,32325,375,370.0,471.0,515,601.0,1085.0,7.0,1125.0,1158.0,962.0,778,711.0,9.0,463.0,468,401.0,408,672,4.0,254.0,288.0,289.0,301.0,510.0,4.0,22.0,24.0,36.0,35.0,89.0,1.0,299,338.0,415.0,522.0,1042.0,12.0,26.0,19.0,43.0,36.0,34.0,,19766,20515,19597,16340,12424,198,435.0,556.0,647.0,750.0,863,10.0,428.0,563,574.0,680.0,2305.0,28.0,998,1415,1508,1387,3029,13.0,6526,6543,5746,5597,4641,49.0,568.0,706.0,811.0,1166.0,1040,10.0,260.0,209.0,159.0,157,202.0,4.0,1253,1207,957,721.0,540,8.0
1/10/2022,949321,629694,640737,726518,1308929,587660,5672.0,3685.0,3811,4821.0,6889.0,9055.0,24546.0,12712.0,11493.0,12709,17954.0,13179.0,15402.0,10569,10012.0,12877,25990,13293.0,3698.0,2698.0,2528.0,2853.0,4461.0,2402.0,844.0,719.0,665.0,702.0,1040.0,474.0,3038,2177.0,2689.0,4879.0,12334.0,1685.0,759.0,553.0,714.0,1391.0,4987.0,757.0,563998,389054,399740,416128,672006,331829,9048.0,6930.0,9402.0,18252.0,45620,4099.0,7762.0,5478,5962.0,8285.0,16514.0,10111.0,38650,29701,30414,36999,83732,23085.0,150144,94428,92011,108460,211023,98020.0,13265.0,9332.0,12105.0,22723.0,63319,6539.0,11858.0,7646.0,7503.0,7105,10531.0,17392.0,36405,20793,20086,22763.0,38244,28258.0
1/11/2021,36086,37598,36022,32621,36801,427,385.0,491.0,536,635.0,1611.0,8.0,1194.0,1239.0,1039.0,829,773.0,10.0,477.0,484,425.0,428,879,4.0,260.0,300.0,296.0,315.0,547.0,4.0,22.0,24.0,36.0,35.0,89.0,1.0,313,355.0,432.0,553.0,1122.0,12.0,26.0,19.0,43.0,37.0,37.0,,20993,21644,20848,17330,14310,229,452.0,570.0,677.0,787.0,964,10.0,468.0,611,646.0,734.0,2558.0,31.0,1034,1474,1576,1450,3225,17.0,6835,6822,6017,5878,5038,58.0,578.0,715.0,821.0,1185.0,1075,11.0,275.0,230.0,184.0,176,219.0,4.0,1314,1295,1021,760.0,885,8.0
1/11/2022,950785,630432,641373,727168,1309669,589899,5681.0,3691.0,3814,4823.0,6897.0,9077.0,24564.0,12717.0,11493.0,12712,17959.0,13203.0,15429.0,10583,10021.0,12888,25997,13319.0,3699.0,2701.0,2528.0,2853.0,4463.0,2424.0,847.0,721.0,665.0,702.0,1041.0,474.0,3046,2184.0,2695.0,4884.0,12344.0,1704.0,760.0,554.0,714.0,1394.0,4987.0,758.0,564732,389457,400051,416405,672269,333045,9063.0,6938.0,9414.0,18275.0,45649,4115.0,7772.0,5481,5965.0,8290.0,16520.0,10148.0,38704,29718,30448,37031,83783,23205.0,150385,94536,92112,108553,211096,98458.0,13285.0,9342.0,12110.0,22736.0,63343,6559.0,11905.0,7664.0,7546.0,7145,10557.0,17484.0,36481,20822,20116,22807.0,38312,28323.0
1/12/2021,38832,40280,38847,35204,44775,520,398.0,509.0,560,682.0,1899.0,8.0,1299.0,1326.0,1111.0,912,973.0,11.0,485.0,492,435.0,438,1100,5.0,270.0,307.0,310.0,343.0,604.0,5.0,25.0,30.0,41.0,41.0,106.0,1.0,321,360.0,441.0,568.0,1158.0,12.0,26.0,19.0,45.0,38.0,41.0,,22963,23631,22891,19037,19174,304,472.0,592.0,708.0,836.0,1130,10.0,497.0,637,710.0,808.0,2825.0,32.0,1109,1565,1679,1542,3532,17.0,7157,7086,6285,6141,5547,70.0,597.0,739.0,852.0,1232.0,1176,11.0,295.0,245.0,206.0,202,265.0,4.0,1374,1363,1094,814.0,1210,9.0
1/12/2022,952182,631148,642024,727877,1310354,592472,5689.0,3693.0,3819,4832.0,6901.0,9126.0,24586.0,12728.0,11495.0,12723,17965.0,13249.0,15458.0,10597,10034.0,12907,26009,13371.0,3704.0,2703.0,2530.0,2855.0,4465.0,2436.0,847.0,721.0,666.0,702.0,1041.0,476.0,3051,2185.0,2699.0,4885.0,12346.0,1726.0,761.0,555.0,715.0,1398.0,4996.0,760.0,565400,389797,400365,416708,672505,334472,9073.0,6944.0,9425.0,18291.0,45676,4125.0,7783.0,5485,5971.0,8294.0,16527.0,10206.0,38770,29750,30477,37058,83822,23341.0,150638,94676,92228,108641,211180,98932.0,13300.0,9352.0,12116.0,22749.0,63366,6573.0,11958.0,7699.0,7600.0,7205,10587.0,17556.0,36570,20856,20137,22855.0,38354,28401.0
1/13/2021,41544,43210,42013,37994,53926,592,410.0,534.0,606,740.0,2125.0,10.0,1355.0,1390.0,1189.0,973,1215.0,12.0,507.0,526,458.0,467,1423,5.0,280.0,317.0,321.0,361.0,693.0,5.0,27.0,35.0,43.0,44.0,134.0,1.0,326,365.0,451.0,576.0,1195.0,12.0,54.0,47.0,81.0,83.0,63.0,,24958,25775,25146,20743,24784,364,489.0,623.0,745.0,883.0,1302,11.0,521.0,668,742.0,887.0,3052.0,32.0,1196,1663,1798,1700,3946,17.0,7369,7323,6534,6383,5999,76.0,641.0,792.0,940.0,1342.0,1398,12.0,304.0,255.0,213.0,213,436.0,4.0,1460,1436,1170,880.0,1550,9.0
1/13/2022,953802,631905,642695,728577,1311049,594917,5696.0,3693.0,3821,4837.0,6908.0,9148.0,24606.0,12732.0,11502.0,12728,17969.0,13259.0,15497.0,10632,10059.0,12932,26032,13555.0,3715.0,2708.0,2537.0,2857.0,4469.0,2462.0,849.0,721.0,666.0,702.0,1041.0,478.0,3054,2188.0,2699.0,4886.0,12352.0,1732.0,762.0,555.0,715.0,1398.0,4998.0,766.0,566260,390176,400678,417000,672763,335690,9092.0,6952.0,9432.0,18303.0,45701,4139.0,7790.0,5490,5979.0,8296.0,16532.0,10248.0,38840,29780,30516,37101,83873,23446.0,150885,94787,92314,108744,211250,99373.0,13318.0,9367.0,12125.0,22769.0,63380,6596.0,12023.0,7737.0,7655.0,7258,10612.0,17635.0,36629,20884,20157,22881.0,38396,28536.0
