date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,628,742,579,441,357,2
1/1/2022,24321,12633,11436,12653,17930,12750
1/10/2021,1125,1158,962,778,711,9
1/10/2022,24546,12712,11493,12709,17954,13179
1/11/2021,1194,1239,1039,829,773,10
1/11/2022,24564,12717,11493,12712,17959,13203
1/12/2021,1299,1326,1111,912,973,11
1/12/2022,24586,12728,11495,12723,17965,13249
1/13/2021,1355,1390,1189,973,1215,12
1/13/2022,24606,12732,11502,12728,17969,13259
1/14/2021,1452,1476,1284,1055,1472,12
1/14/2022,24657,12748,11508,12735,17981,13335
1/15/2021,1567,1570,1363,1143,2220,12
1/15/2022,24680,12750,11510,12739,17983,13369
1/16/2021,1575,1583,1376,1156,2305,12
1/16/2022,24691,12751,11512,12740,17983,13389
1/17/2021,1581,1591,1383,1160,2313,12
1/17/2022,24700,12751,11515,12741,17985,13395
1/18/2021,1648,1663,1442,1216,2376,13
1/18/2022,24713,12756,11517,12746,17991,13420
1/19/2021,1734,1723,1507,1289,2615,14
1/19/2022,24723,12765,11525,12754,17992,13456
1/2/2021,652,759,587,454,364,2
1/2/2022,24325,12638,11440,12653,17930,12758
1/20/2021,1978,1992,1829,1581,2819,19
1/20/2022,24732,12774,11528,12759,17997,13504
1/21/2021,2121,2107,1930,1679,3027,20
1/21/2022,24757,12784,11535,12768,18001,13531
1/22/2021,2213,2183,2025,1781,3352,21
1/22/2022,24770,12791,11539,12768,18003,13574
1/23/2021,2254,2218,2056,1811,3504,24
1/23/2022,24777,12791,11539,12769,18003,13586
1/24/2021,2259,2221,2056,1812,3519,24
1/24/2022,24789,12794,11545,12769,18008,13611
1/25/2021,2309,2271,2118,1903,3739,25
1/25/2022,24795,12797,11550,12771,18009,13632
1/26/2021,2370,2324,2175,1976,4015,26
1/26/2022,24807,12802,11555,12777,18017,13661
1/27/2021,2623,2466,2322,2127,4320,28
1/27/2022,24819,12806,11556,12781,18020,13713
1/28/2021,2814,2586,2456,2278,4656,32
1/28/2022,24842,12814,11564,12781,18024,13747
1/29/2021,2906,2672,2533,2387,4926,36
1/29/2022,24853,12816,11564,12784,18026,13768
1/3/2021,652,760,587,455,366,2
1/3/2022,24344,12645,11448,12661,17933,12807
1/30/2021,2968,2715,2562,2426,5040,43
1/30/2022,24858,12818,11564,12784,18026,13776
1/31/2021,2977,2718,2563,2429,5058,43
1/31/2022,24864,12818,11568,12790,18028,13792
1/4/2021,721,833,653,521,428,3
1/4/2022,24369,12651,11454,12666,17934,12839
1/5/2021,803,905,708,585,500,6
1/5/2022,24401,12658,11459,12677,17939,12896
1/6/2021,883,957,762,635,569,6
1/6/2022,24433,12673,11470,12682,17941,12990
1/7/2021,994,1045,848,699,666,6
1/7/2022,24481,12691,11480,12696,17946,13079
1/8/2021,1112,1150,951,759,702,9
1/8/2022,24502,12700,11488,12699,17951,13126
1/9/2021,1125,1157,960,775,709,9
1/9/2022,24523,12704,11491,12704,17953,13158
10/1/2021,22333,11704,10685,11822,16978,7998
10/10/2021,22474,11758,10743,11855,17038,8068
10/11/2021,22481,11764,10749,11856,17046,8075
10/12/2021,22491,11770,10751,11856,17048,8085
10/13/2021,22515,11780,10761,11861,17063,8097
10/14/2021,22530,11781,10763,11871,17070,8104
10/15/2021,22545,11786,10773,11873,17085,8114
10/16/2021,22558,11786,10774,11878,17087,8119
10/17/2021,22582,11788,10777,11878,17088,8125
10/18/2021,22594,11797,10779,11883,17094,8129
10/19/2021,22614,11801,10780,11889,17098,8134
10/2/2021,22346,11706,10686,11822,16982,8002
10/20/2021,22628,11809,10789,11894,17106,8145
10/21/2021,22646,11816,10793,11899,17109,8150
10/22/2021,22672,11827,10802,11915,17127,8156
10/23/2021,22688,11834,10808,11925,17141,8165
10/24/2021,22698,11839,10810,11926,17150,8167
10/25/2021,22712,11847,10821,11935,17173,8176
10/26/2021,22729,11855,10828,11949,17193,8197
10/27/2021,22762,11869,10842,11965,17233,8213
10/28/2021,22778,11874,10849,11975,17252,8219
10/29/2021,22815,11899,10864,12002,17285,8236
10/3/2021,22357,11706,10689,11826,16987,8010
10/30/2021,22837,11915,10880,12008,17295,8247
10/31/2021,22854,11925,10891,12015,17301,8253
10/4/2021,22377,11712,10693,11831,16997,8016
10/5/2021,22391,11717,10699,11836,17005,8023
10/6/2021,22417,11731,10710,11841,17012,8034
10/7/2021,22430,11740,10719,11851,17019,8045
10/8/2021,22456,11753,10739,11854,17026,8059
10/9/2021,22466,11757,10742,11855,17035,8064
11/1/2021,22876,11937,10899,12033,17322,8256
11/10/2021,23114,12045,10989,12149,17451,9425
11/11/2021,23142,12057,10997,12161,17457,9494
11/12/2021,23177,12076,11017,12175,17475,9823
11/13/2021,23197,12086,11027,12183,17480,9959
11/14/2021,23215,12091,11032,12191,17481,10004
11/15/2021,23238,12102,11044,12205,17502,10063
11/16/2021,23264,12119,11048,12217,17514,10154
11/17/2021,23285,12134,11055,12226,17538,10416
11/18/2021,23327,12153,11071,12238,17553,10515
11/19/2021,23379,12174,11082,12260,17567,10706
11/2/2021,22903,11944,10909,12042,17336,8266
11/20/2021,23398,12191,11091,12268,17575,10849
11/21/2021,23419,12197,11095,12275,17582,10892
11/22/2021,23446,12207,11109,12289,17599,10953
11/23/2021,23472,12211,11124,12297,17612,11007
11/24/2021,23492,12221,11130,12303,17622,11062
11/25/2021,23492,12221,11130,12303,17622,11062
11/26/2021,23515,12231,11131,12316,17629,11117
11/27/2021,23532,12233,11135,12321,17631,11129
11/28/2021,23539,12237,11137,12326,17632,11135
11/29/2021,23563,12250,11142,12335,17648,11184
11/3/2021,22934,11960,10918,12053,17354,8277
11/30/2021,23589,12259,11153,12344,17660,11271
11/4/2021,22964,11970,10931,12066,17374,8283
