date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,285,385,437,503,376,7
1/1/2022,8889,6831,9299,18070,45419,3957
1/10/2021,435,556,647,750,863,10
1/10/2022,9048,6930,9402,18252,45620,4099
1/11/2021,452,570,677,787,964,10
1/11/2022,9063,6938,9414,18275,45649,4115
1/12/2021,472,592,708,836,1130,10
1/12/2022,9073,6944,9425,18291,45676,4125
1/13/2021,489,623,745,883,1302,11
1/13/2022,9092,6952,9432,18303,45701,4139
1/14/2021,523,652,794,949,1505,12
1/14/2022,9113,6965,9448,18320,45727,4183
1/15/2021,549,696,831,1017,1742,12
1/15/2022,9123,6973,9451,18327,45737,4194
1/16/2021,560,713,847,1056,2013,13
1/16/2022,9127,6977,9455,18329,45741,4197
1/17/2021,561,715,848,1058,2038,13
1/17/2022,9135,6982,9466,18345,45758,4203
1/18/2021,578,734,873,1094,2275,13
1/18/2022,9143,6992,9473,18356,45781,4216
1/19/2021,594,751,905,1144,2459,14
1/19/2022,9153,7004,9478,18366,45808,4225
1/2/2021,291,395,446,513,389,7
1/2/2022,8903,6836,9305,18084,45428,3962
1/20/2021,626,780,930,1210,2735,14
1/20/2022,9158,7010,9480,18373,45823,4230
1/21/2021,645,805,958,1251,2916,14
1/21/2022,9173,7019,9491,18384,45840,4255
1/22/2021,671,829,985,1297,3160,14
1/22/2022,9181,7022,9495,18389,45847,4261
1/23/2021,684,839,995,1314,3760,14
1/23/2022,9183,7022,9499,18390,45851,4264
1/24/2021,684,845,1004,1320,4288,14
1/24/2022,9190,7032,9508,18407,45871,4272
1/25/2021,691,852,1014,1339,4541,14
1/25/2022,9198,7039,9515,18415,45889,4281
1/26/2021,706,857,1023,1366,4901,14
1/26/2022,9210,7045,9526,18425,45904,4290
1/27/2021,730,876,1050,1413,5320,14
1/27/2022,9223,7052,9531,18431,45918,4297
1/28/2021,746,901,1079,1463,5841,14
1/28/2022,9241,7067,9541,18445,45928,4312
1/29/2021,762,910,1093,1490,6242,14
1/29/2022,9246,7074,9544,18449,45933,4319
1/3/2021,293,396,455,519,398,7
1/3/2022,8920,6845,9322,18113,45472,3979
1/30/2021,765,915,1105,1510,6547,14
1/30/2022,9248,7075,9545,18451,45935,4324
1/31/2021,769,916,1112,1523,7020,14
1/31/2022,9258,7081,9548,18457,45952,4330
1/4/2021,311,426,487,564,465,8
1/4/2022,8939,6857,9339,18139,45498,3992
1/5/2021,326,450,509,591,510,8
1/5/2022,8965,6871,9351,18165,45534,4002
1/6/2021,368,484,549,653,585,8
1/6/2022,8978,6879,9364,18193,45562,4020
1/7/2021,393,513,593,690,703,10
1/7/2022,8998,6900,9384,18217,45587,4063
1/8/2021,424,546,633,731,811,10
1/8/2022,9020,6910,9394,18230,45601,4083
1/9/2021,430,554,642,744,830,10
1/9/2022,9031,6918,9398,18235,45604,4087
10/1/2021,7506,6041,8310,16460,41768,2858
10/10/2021,7627,6108,8382,16554,41901,2911
10/11/2021,7643,6120,8390,16571,41919,2916
10/12/2021,7665,6132,8405,16584,41942,2921
10/13/2021,7678,6143,8415,16596,41967,2926
10/14/2021,7691,6144,8430,16607,41992,2934
10/15/2021,7723,6163,8447,16617,42017,2949
10/16/2021,7738,6173,8458,16619,42022,2956
10/17/2021,7746,6174,8460,16623,42026,2960
10/18/2021,7778,6182,8473,16635,42043,2960
10/19/2021,7797,6195,8481,16650,42067,2974
10/2/2021,7514,6052,8316,16468,41787,2861
10/20/2021,7805,6203,8492,16657,42083,2977
10/21/2021,7825,6209,8502,16667,42099,2980
10/22/2021,7847,6228,8526,16678,42151,2987
10/23/2021,7856,6234,8533,16688,42199,2990
10/24/2021,7860,6237,8535,16694,42215,2994
10/25/2021,7874,6244,8550,16719,42312,2994
10/26/2021,7891,6251,8559,16733,42383,2997
