date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20770,23466,21653,18933,14182,161
1/1/2022,937806,623980,635334,720904,1302966,568578
1/10/2021,34185,35778,34029,30904,32325,375
1/10/2022,949321,629694,640737,726518,1308929,587660
1/11/2021,36086,37598,36022,32621,36801,427
1/11/2022,950785,630432,641373,727168,1309669,589899
1/12/2021,38832,40280,38847,35204,44775,520
1/12/2022,952182,631148,642024,727877,1310354,592472
1/13/2021,41544,43210,42013,37994,53926,592
1/13/2022,953802,631905,642695,728577,1311049,594917
1/14/2021,44260,46271,45308,41076,63724,643
1/14/2022,955392,632699,643311,729184,1311582,598197
1/15/2021,47725,49506,48753,44258,73337,727
1/15/2022,956310,633197,643695,729517,1311781,600365
1/16/2021,49487,51070,50449,45881,78815,761
1/16/2022,956851,633445,643913,729721,1311959,601254
1/17/2021,50578,52074,51520,46977,82363,788
1/17/2022,957768,633876,644320,730162,1312381,602919
1/18/2021,52208,53592,53272,48734,90505,818
1/18/2022,959042,634479,644836,730673,1312915,604751
1/19/2021,54245,55447,55365,50954,100782,894
1/19/2022,960404,635136,645428,731246,1313453,607031
1/2/2021,22626,25184,23241,20357,15356,184
1/2/2022,938351,624276,635604,721203,1303251,569218
1/20/2021,56769,58010,58456,54180,113437,993
1/20/2022,961734,635797,646032,731822,1313996,609077
1/21/2021,59576,60969,62001,57880,129666,1122
1/21/2022,962995,636438,646592,732281,1314416,611405
1/22/2021,64000,65122,66616,62836,145752,1236
1/22/2022,963744,636871,646934,732541,1314616,613027
1/23/2021,67222,67861,69703,66025,156430,1356
1/23/2022,964258,637159,647167,732701,1314742,613825
1/24/2021,68716,69234,71211,67706,164173,1402
1/24/2022,965340,637721,647646,733200,1315236,615427
1/25/2021,71062,71394,73804,70683,178066,1463
1/25/2022,966263,638209,648085,733602,1315659,617030
1/26/2021,73939,73906,76708,73928,195625,1547
1/26/2022,967300,638741,648531,734017,1316096,618802
1/27/2021,77039,76559,79683,77370,214772,1629
1/27/2022,968295,639237,648920,734413,1316469,620376
1/28/2021,80143,79225,82780,81133,236373,1741
1/28/2022,969345,639771,649367,734811,1316791,622411
1/29/2021,83979,82394,86196,84932,256703,1899
