date,Yavapai_cume,Yavapai
2020-12-01,2,
2020-12-06,3,1
2020-12-12,4,1
2020-12-16,7,3
2020-12-17,11,4
2020-12-19,14,3
2020-12-20,19,5
2020-12-21,24,5
2020-12-22,394,370
2020-12-23,847,453
2020-12-24,905,58
2020-12-25,922,17
2020-12-26,962,40
2020-12-27,977,15
2020-12-28,1056,79
2020-12-29,1358,302
2020-12-30,2133,775
2020-12-31,2278,145
2021-01-01,2314,36
2021-01-02,2441,127
2021-01-03,2447,6
2021-01-04,2498,51
2021-01-05,2577,79
2021-01-06,2676,99
2021-01-07,3356,680
2021-01-08,4116,760
2021-01-09,4310,194
2021-01-10,4319,9
2021-01-11,4413,94
2021-01-12,4646,233
2021-01-13,5174,528
2021-01-14,5519,345
2021-01-15,5642,123
2021-01-16,5981,339
2021-01-17,6013,32
2021-01-18,6220,207
2021-01-19,6999,779
2021-01-20,7996,997
2021-01-21,9461,1465
2021-01-22,11181,1720
2021-01-23,12672,1491
2021-01-24,14023,1351
2021-01-25,14995,972
2021-01-26,15616,621
2021-01-27,17492,1876
2021-01-28,19585,2093
2021-01-29,21484,1899
2021-01-30,22467,983
2021-01-31,23416,949
2021-02-01,25543,2127
2021-02-02,27886,2343
2021-02-03,30491,2605
2021-02-04,32557,2066
2021-02-05,34558,2001
2021-02-06,35835,1277
2021-02-07,36888,1053
2021-02-08,38561,1673
2021-02-09,40274,1713
2021-02-10,42587,2313
2021-02-11,44350,1763
2021-02-12,45980,1630
2021-02-13,47341,1361
2021-02-14,48371,1030
2021-02-15,49190,819
2021-02-16,50785,1595
2021-02-17,51807,1022
2021-02-18,52425,618
2021-02-19,53038,613
2021-02-20,53355,317
2021-02-21,53582,227
2021-02-22,53911,329
2021-02-23,55486,1575
2021-02-24,58706,3220
2021-02-25,61715,3009
2021-02-26,65127,3412
2021-02-27,66350,1223
2021-02-28,67563,1213
2021-03-01,70470,2907
2021-03-02,72900,2430
2021-03-03,75762,2862
2021-03-04,77587,1825
2021-03-05,79742,2155
2021-03-06,81434,1692
2021-03-07,83074,1640
2021-03-08,85784,2710
2021-03-09,88828,3044
2021-03-10,91980,3152
2021-03-11,94160,2180
2021-03-12,96163,2003
2021-03-13,97998,1835
2021-03-14,99738,1740
2021-03-15,101913,2175
2021-03-16,104215,2302
2021-03-17,106221,2006
2021-03-18,107567,1346
2021-03-19,108908,1341
2021-03-20,109952,1044
2021-03-21,110266,314
2021-03-22,111455,1189
2021-03-23,112623,1168
2021-03-24,114225,1602
2021-03-25,115785,1560
2021-03-26,117360,1575
2021-03-27,118304,944
2021-03-28,118537,233
2021-03-29,119651,1114
2021-03-30,120824,1173
2021-03-31,122086,1262
2021-04-01,123599,1513
2021-04-02,125038,1439
2021-04-03,125888,850
2021-04-04,126130,242
2021-04-05,127611,1481
2021-04-06,129347,1736
2021-04-07,131040,1693
2021-04-08,133032,1992
2021-04-09,135111,2079
2021-04-10,135953,842
2021-04-11,136660,707
2021-04-12,137993,1333
2021-04-13,138845,852
2021-04-14,140532,1687
2021-04-15,142342,1810
2021-04-16,143964,1622
2021-04-17,145686,1722
2021-04-18,146459,773
2021-04-19,148098,1639
2021-04-20,149018,920
2021-04-21,150430,1412
2021-04-22,152020,1590
2021-04-23,153560,1540
2021-04-24,154818,1258
2021-04-25,155338,520
2021-04-26,156578,1240
2021-04-27,157479,901
2021-04-28,158667,1188
2021-04-29,159592,925
2021-04-30,160633,1041
2021-05-01,161270,637
2021-05-02,161498,228
2021-05-03,162274,776
2021-05-04,163206,932
2021-05-05,163903,697
2021-05-06,164539,636
2021-05-07,165185,646
2021-05-08,165669,484
2021-05-09,165831,162
2021-05-10,166465,634
2021-05-11,167007,542
2021-05-12,167756,749
2021-05-13,168354,598
2021-05-14,169122,768
2021-05-15,169614,492
2021-05-16,169809,195
2021-05-17,170266,457
2021-05-18,170799,533
2021-05-19,171415,616
2021-05-20,172116,701
2021-05-21,172662,546
2021-05-22,172954,292
2021-05-23,173152,198
2021-05-24,173561,409
2021-05-25,173963,402
2021-05-26,174406,443
2021-05-27,174789,383
2021-05-28,175236,447
2021-05-29,175444,208
2021-05-30,175592,148
2021-05-31,175698,106
2021-06-01,176128,430
2021-06-02,176539,411
2021-06-03,176982,443
2021-06-04,177431,449
2021-06-05,177654,223
2021-06-06,177793,139
2021-06-07,178092,299
2021-06-08,178441,349
2021-06-09,178774,333
2021-06-10,179090,316
2021-06-11,179455,365
2021-06-12,179680,225
2021-06-13,179809,129
2021-06-14,180078,269
2021-06-15,180389,311
2021-06-16,180703,314
2021-06-17,180964,261
2021-06-18,181308,344
2021-06-19,181450,142
2021-06-20,181532,82
2021-06-21,181719,187
2021-06-22,181985,266
2021-06-23,182271,286
2021-06-24,182487,216
2021-06-25,182777,290
2021-06-26,182899,122
2021-06-27,182980,81
2021-06-28,183187,207
2021-06-29,183387,200
2021-06-30,183658,271
2021-07-01,183896,238
2021-07-02,184163,267
2021-07-03,184296,133
2021-07-04,184312,16
2021-07-05,184467,155
2021-07-06,184680,213
2021-07-07,184932,252
2021-07-08,185127,195
2021-07-09,185361,234
2021-07-10,185497,136
2021-07-11,185556,59
2021-07-12,185717,161
2021-07-13,185893,176
2021-07-14,186064,171
2021-07-15,186249,185
2021-07-16,186565,316
2021-07-17,186742,177
2021-07-18,186841,99
2021-07-19,187081,240
2021-07-20,187343,262
2021-07-21,187674,331
2021-07-22,187968,294
2021-07-23,188279,311
2021-07-24,188531,252
2021-07-25,188682,151
2021-07-26,188958,276
2021-07-27,189270,312
2021-07-28,189578,308
2021-07-29,189838,260
2021-07-30,190329,491
2021-07-31,190558,229
2021-08-01,190704,146
2021-08-02,190986,282
2021-08-03,191286,300
2021-08-04,191601,315
2021-08-05,191914,313
2021-08-06,192335,421
2021-08-07,192614,279
2021-08-08,192772,158
2021-08-09,193090,318
2021-08-10,193349,259
2021-08-11,193629,280
2021-08-12,194019,390
2021-08-13,194551,532
2021-08-14,194882,331
2021-08-15,195069,187
2021-08-16,195451,382
2021-08-17,195858,407
2021-08-18,196271,413
2021-08-19,196684,413
2021-08-20,197230,546
2021-08-21,197518,288
2021-08-22,197689,171
2021-08-23,198028,339
2021-08-24,198373,345
2021-08-25,198816,443
2021-08-26,199198,382
2021-08-27,199740,542
2021-08-28,200019,279
2021-08-29,200215,196
2021-08-30,200574,359
2021-08-31,200910,336
2021-09-01,201298,388
2021-09-02,201606,308
2021-09-03,202077,471
2021-09-04,202339,262
2021-09-05,202505,166
2021-09-06,202570,65
2021-09-07,202891,321
2021-09-08,203227,336
2021-09-09,203565,338
2021-09-10,204093,528
2021-09-11,204304,211
2021-09-12,204464,160
2021-09-13,204742,278
2021-09-14,205007,265
2021-09-15,205315,308
2021-09-16,205603,288
2021-09-17,205990,387
2021-09-18,206178,188
2021-09-19,206293,115
2021-09-20,206543,250
2021-09-21,206773,230
2021-09-22,207053,280
2021-09-23,207325,272
2021-09-24,207740,415
2021-09-25,207976,236
2021-09-26,208068,92
2021-09-27,208356,288
2021-09-28,208602,246
2021-09-29,208916,314
2021-09-30,209233,317
2021-10-01,209592,359
2021-10-02,209763,171
2021-10-03,209843,80
2021-10-04,210098,255
2021-10-05,210343,245
2021-10-06,210606,263
2021-10-07,210825,219
2021-10-08,211136,311
2021-10-09,211266,130
2021-10-10,211350,84
2021-10-11,211571,221
2021-10-12,211782,211
2021-10-13,212012,230
2021-10-14,212253,241
2021-10-15,212530,277
2021-10-16,212656,126
2021-10-17,212748,92
2021-10-18,212982,234
2021-10-19,213192,210
2021-10-20,213423,231
2021-10-21,213636,213
2021-10-22,214536,900
2021-10-23,215063,527
2021-10-24,215417,354
2021-10-25,216575,1158
2021-10-26,217712,1137
