date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,527,796,786,677,652,6
1/1/2022,38174,29432,30177,36674,83277,22021
1/10/2021,998,1415,1508,1387,3029,13
1/10/2022,38650,29701,30414,36999,83732,23085
1/11/2021,1034,1474,1576,1450,3225,17
1/11/2022,38704,29718,30448,37031,83783,23205
1/12/2021,1109,1565,1679,1542,3532,17
1/12/2022,38770,29750,30477,37058,83822,23341
1/13/2021,1196,1663,1798,1700,3946,17
1/13/2022,38840,29780,30516,37101,83873,23446
1/14/2021,1275,1812,1913,1835,4461,18
1/14/2022,38929,29822,30551,37138,83918,23594
1/15/2021,1374,1952,2066,1967,4861,19
1/15/2022,38983,29847,30568,37160,83933,23727
1/16/2021,1429,2030,2154,2056,5479,20
1/16/2022,39002,29859,30576,37168,83941,23766
1/17/2021,1446,2056,2180,2089,5534,21
1/17/2022,39045,29883,30590,37183,83983,23858
1/18/2021,1505,2161,2250,2183,5749,22
1/18/2022,39115,29906,30614,37197,84011,23957
1/19/2021,1568,2224,2323,2263,6264,24
1/19/2022,39163,29932,30644,37218,84037,24030
1/2/2021,597,886,888,772,741,7
1/2/2022,38195,29444,30186,36694,83312,22047
1/20/2021,1630,2330,2419,2376,7077,27
1/20/2022,39212,29967,30669,37253,84070,24124
1/21/2021,1716,2443,2558,2534,7836,30
1/21/2022,39245,29992,30695,37283,84094,24217
1/22/2021,1841,2576,2707,2714,8629,32
1/22/2022,39274,30011,30709,37298,84103,24306
1/23/2021,1917,2711,2853,2861,9977,34
1/23/2022,39295,30024,30713,37311,84111,24337
1/24/2021,1942,2739,2891,2887,10120,35
1/24/2022,39327,30052,30737,37335,84135,24398
1/25/2021,2009,2799,2961,3001,10728,37
1/25/2022,39373,30069,30757,37350,84150,24497
1/26/2021,2067,2861,3051,3105,11288,38
1/26/2022,39416,30094,30770,37370,84178,24594
1/27/2021,2168,2960,3189,3278,12001,39
1/27/2022,39471,30119,30798,37397,84201,24664
1/28/2021,2240,3060,3298,3419,13010,39
1/28/2022,39524,30150,30813,37415,84219,24734
1/29/2021,2331,3156,3428,3580,13986,45
1/29/2022,39548,30162,30830,37427,84225,24838
1/3/2021,617,922,922,792,774,8
1/3/2022,38244,29473,30220,36750,83381,22148
1/30/2021,2388,3229,3528,3703,15921,47
1/30/2022,39567,30169,30846,37434,84238,24871
1/31/2021,2416,3241,3550,3723,16063,48
1/31/2022,39616,30185,30857,37459,84253,24928
1/4/2021,677,1003,996,878,1023,8
1/4/2022,38303,29508,30248,36795,83462,22278
1/5/2021,756,1101,1086,976,1267,9
1/5/2022,38363,29540,30272,36834,83521,22454
1/6/2021,856,1211,1216,1102,1569,9
1/6/2022,38429,29570,30316,36873,83586,22584
1/7/2021,915,1285,1318,1209,1924,12
1/7/2022,38517,29617,30351,36922,83653,22776
1/8/2021,965,1365,1451,1341,2365,13
1/8/2022,38564,29646,30365,36944,83670,22957
1/9/2021,991,1402,1492,1379,3004,13
1/9/2022,38586,29657,30371,36955,83680,22992
10/1/2021,32859,26234,27575,33927,78172,15093
10/10/2021,33515,26630,27843,34131,78447,15386
10/11/2021,33602,26687,27884,34158,78486,15431
10/12/2021,33685,26730,27912,34178,78520,15455
10/13/2021,33771,26771,27946,34192,78543,15480
10/14/2021,33838,26806,27970,34220,78563,15502
10/15/2021,33931,26861,28012,34259,78595,15545
10/16/2021,33990,26894,28039,34276,78609,15565
10/17/2021,34024,26921,28059,34289,78622,15576
10/18/2021,34088,26963,28097,34313,78663,15595
10/19/2021,34152,26994,28122,34341,78686,15628
10/2/2021,32905,26270,27605,33958,78191,15129
10/20/2021,34203,27031,28154,34366,78721,15648
10/21/2021,34288,27072,28183,34392,78756,15665
10/22/2021,34380,27133,28221,34422,78802,15696
10/23/2021,34447,27189,28254,34442,78845,15719
10/24/2021,34470,27200,28271,34451,78872,15732
10/25/2021,34539,27246,28311,34478,78952,15747
10/26/2021,34621,27303,28359,34505,79018,15785
10/27/2021,34714,27360,28398,34542,79090,15811
10/28/2021,34826,27419,28433,34584,79176,15832
