date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-01-14 00:00:00,12,4,0.3333333333333333,1.0,0.0,0
2021-01-13 00:00:00,123,25,0.2032520325203252,2.0,0.0,0
2021-01-12 00:00:00,282,39,0.1382978723404255,5.0,3.0,0.6
2021-01-11 00:00:00,190,44,0.2315789473684211,6.0,4.0,0.6666666666666666
2021-01-10 00:00:00,46,14,0.3043478260869566,1.0,0.0,0
2021-01-09 00:00:00,62,15,0.2419354838709678,,,
2021-01-08 00:00:00,301,59,0.1960132890365449,6.0,2.0,0.3333333333333333
2021-01-07 00:00:00,246,49,0.1991869918699187,,,
2021-01-06 00:00:00,488,67,0.1372950819672131,9.0,3.0,0.3333333333333333
2021-01-05 00:00:00,277,62,0.223826714801444,7.0,5.0,0.7142857142857144
2021-01-04 00:00:00,362,92,0.2541436464088398,3.0,2.0,0.6666666666666666
2021-01-03 00:00:00,49,17,0.3469387755102041,2.0,1.0,0.5
2021-01-02 00:00:00,73,13,0.1780821917808219,,,
2021-01-01 00:00:00,30,6,0.2,,,
2020-12-31 00:00:00,117,39,0.3333333333333333,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,205,57,0.2780487804878049,,,
2020-12-29 00:00:00,197,55,0.2791878172588833,1.0,1.0,1
2020-12-28 00:00:00,234,65,0.2777777777777778,2.0,2.0,1
2020-12-27 00:00:00,47,19,0.4042553191489362,1.0,0.0,0
2020-12-26 00:00:00,53,18,0.339622641509434,,,
2020-12-25 00:00:00,7,2,0.2857142857142857,,,
2020-12-24 00:00:00,105,34,0.3238095238095238,2.0,0.0,0
2020-12-23 00:00:00,169,39,0.2307692307692308,2.0,2.0,1
2020-12-22 00:00:00,150,33,0.22,3.0,1.0,0.3333333333333333
2020-12-21 00:00:00,194,52,0.2680412371134021,3.0,1.0,0.3333333333333333
2020-12-20 00:00:00,55,19,0.3454545454545455,2.0,0.0,0
2020-12-19 00:00:00,67,17,0.2537313432835821,1.0,0.0,0
2020-12-18 00:00:00,180,31,0.1722222222222222,7.0,2.0,0.2857142857142857
2020-12-17 00:00:00,215,51,0.2372093023255814,6.0,3.0,0.5
2020-12-16 00:00:00,197,54,0.2741116751269036,3.0,2.0,0.6666666666666666
2020-12-15 00:00:00,138,40,0.2898550724637682,4.0,0.0,0
2020-12-14 00:00:00,195,68,0.3487179487179487,5.0,0.0,0
2020-12-13 00:00:00,58,23,0.3965517241379311,,,
2020-12-12 00:00:00,61,17,0.2786885245901639,,,
2020-12-11 00:00:00,173,42,0.2427745664739885,5.0,2.0,0.4
2020-12-10 00:00:00,199,48,0.2412060301507538,2.0,0.0,0
2020-12-09 00:00:00,225,54,0.24,10.0,2.0,0.2
2020-12-08 00:00:00,211,70,0.3317535545023697,3.0,1.0,0.3333333333333333
2020-12-07 00:00:00,208,61,0.2932692307692308,2.0,1.0,0.5
2020-12-06 00:00:00,69,24,0.3478260869565218,,,
2020-12-05 00:00:00,49,16,0.326530612244898,,,
2020-12-04 00:00:00,218,58,0.2660550458715597,3.0,0.0,0
2020-12-03 00:00:00,217,60,0.2764976958525346,4.0,2.0,0.5
2020-12-02 00:00:00,387,69,0.1782945736434109,1.0,0.0,0
2020-12-01 00:00:00,148,42,0.2837837837837838,2.0,1.0,0.5
2020-11-30 00:00:00,270,94,0.3481481481481482,5.0,2.0,0.4
2020-11-29 00:00:00,30,6,0.2,1.0,0.0,0
2020-11-28 00:00:00,75,24,0.32,1.0,0.0,0
2020-11-27 00:00:00,71,13,0.1830985915492958,1.0,0.0,0
2020-11-26 00:00:00,12,7,0.5833333333333334,,,
2020-11-25 00:00:00,352,75,0.2130681818181818,1.0,0.0,0
2020-11-24 00:00:00,107,36,0.3364485981308411,5.0,1.0,0.2
2020-11-23 00:00:00,225,48,0.2133333333333334,2.0,0.0,0
2020-11-22 00:00:00,44,9,0.2045454545454546,,,
2020-11-21 00:00:00,71,16,0.2253521126760564,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,209,47,0.2248803827751196,5.0,4.0,0.8
