date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2021-01-15 00:00:00,10,,,,,2.0,4.0,,,3.0,,,,,1.0,
2021-01-14 00:00:00,255,5.0,4.0,18.0,6.0,34.0,30.0,21.0,7.0,64.0,11.0,7.0,10.0,12.0,18.0,8.0
2021-01-13 00:00:00,2334,12.0,56.0,83.0,33.0,191.0,202.0,56.0,64.0,1424.0,21.0,2.0,22.0,21.0,122.0,25.0
2021-01-12 00:00:00,6355,36.0,209.0,169.0,64.0,428.0,621.0,82.0,138.0,4279.0,27.0,1.0,33.0,49.0,188.0,31.0
2021-01-11 00:00:00,8435,57.0,468.0,214.0,61.0,507.0,1189.0,171.0,160.0,5129.0,43.0,8.0,54.0,71.0,232.0,71.0
2021-01-10 00:00:00,4840,9.0,81.0,89.0,21.0,246.0,757.0,37.0,107.0,3249.0,12.0,,86.0,25.0,43.0,78.0
2021-01-09 00:00:00,6049,13.0,105.0,91.0,21.0,326.0,818.0,73.0,171.0,4226.0,9.0,2.0,13.0,26.0,98.0,57.0
2021-01-08 00:00:00,7967,48.0,227.0,189.0,81.0,506.0,1141.0,107.0,238.0,5028.0,43.0,5.0,23.0,71.0,181.0,79.0
2021-01-07 00:00:00,9192,62.0,258.0,221.0,71.0,620.0,1191.0,141.0,232.0,5927.0,36.0,6.0,29.0,60.0,235.0,103.0
2021-01-06 00:00:00,10195,51.0,278.0,195.0,72.0,574.0,1333.0,161.0,264.0,6533.0,50.0,7.0,38.0,70.0,230.0,339.0
2021-01-05 00:00:00,11096,68.0,490.0,296.0,84.0,573.0,1563.0,169.0,326.0,6956.0,35.0,11.0,50.0,62.0,236.0,177.0
2021-01-04 00:00:00,11683,104.0,477.0,320.0,116.0,711.0,1651.0,185.0,382.0,7076.0,84.0,8.0,49.0,102.0,240.0,178.0
2021-01-03 00:00:00,6462,14.0,97.0,136.0,28.0,346.0,871.0,43.0,176.0,4546.0,11.0,4.0,7.0,36.0,57.0,90.0
2021-01-02 00:00:00,6734,25.0,112.0,156.0,24.0,405.0,932.0,70.0,233.0,4471.0,8.0,3.0,19.0,26.0,142.0,108.0
2021-01-01 00:00:00,4050,13.0,58.0,45.0,9.0,323.0,284.0,38.0,214.0,2943.0,6.0,3.0,13.0,41.0,34.0,26.0
2020-12-31 00:00:00,8637,59.0,206.0,255.0,66.0,499.0,1219.0,122.0,309.0,5522.0,52.0,5.0,33.0,55.0,94.0,141.0
2020-12-30 00:00:00,10662,93.0,382.0,182.0,107.0,733.0,1365.0,140.0,311.0,6596.0,52.0,5.0,300.0,53.0,212.0,131.0
2020-12-29 00:00:00,10763,60.0,376.0,252.0,99.0,664.0,1336.0,158.0,430.0,6856.0,58.0,8.0,90.0,45.0,200.0,131.0
2020-12-28 00:00:00,11360,100.0,549.0,308.0,113.0,670.0,1607.0,180.0,375.0,6716.0,71.0,7.0,180.0,91.0,225.0,168.0
2020-12-27 00:00:00,6442,40.0,110.0,130.0,33.0,355.0,809.0,57.0,264.0,4472.0,14.0,4.0,9.0,26.0,58.0,61.0
2020-12-26 00:00:00,4781,46.0,110.0,119.0,39.0,292.0,822.0,43.0,113.0,3020.0,8.0,4.0,7.0,58.0,50.0,50.0
2020-12-25 00:00:00,1310,18.0,39.0,25.0,10.0,89.0,148.0,27.0,29.0,862.0,1.0,3.0,6.0,17.0,20.0,16.0
