date,Cochise_cume,Cochise
2020-12-17 00:00:00,56,
2020-12-18 00:00:00,194,138
2020-12-19 00:00:00,267,73
2020-12-20 00:00:00,303,36
2020-12-21 00:00:00,641,338
2020-12-22 00:00:00,1093,452
2020-12-23 00:00:00,1540,447
2020-12-24 00:00:00,1667,127
2020-12-25 00:00:00,1668,1
2020-12-26 00:00:00,1690,22
2020-12-28 00:00:00,1795,105
2020-12-29 00:00:00,1872,77
2020-12-30 00:00:00,2089,217
2020-12-31 00:00:00,2305,216
2021-01-01 00:00:00,2308,3
2021-01-02 00:00:00,2309,1
2021-01-03 00:00:00,2311,2
2021-01-04 00:00:00,2367,56
2021-01-05 00:00:00,2452,85
2021-01-06 00:00:00,2560,108
2021-01-07 00:00:00,2624,64
2021-01-08 00:00:00,2785,161
2021-01-09 00:00:00,3157,372
2021-01-10 00:00:00,3159,2
2021-01-11 00:00:00,3521,362
2021-01-12 00:00:00,3771,250
2021-01-13 00:00:00,4193,422
2021-01-14 00:00:00,4519,326
2021-01-15 00:00:00,4985,466
2021-01-16 00:00:00,5383,398
2021-01-17 00:00:00,5398,15
2021-01-18 00:00:00,5640,242
2021-01-19 00:00:00,6075,435
2021-01-20 00:00:00,6778,703
2021-01-21 00:00:00,7427,649
2021-01-22 00:00:00,7755,328
2021-01-23 00:00:00,8320,565
2021-01-24 00:00:00,8431,111
2021-01-25 00:00:00,8869,438
2021-01-26 00:00:00,9347,478
2021-01-27 00:00:00,10122,775
2021-01-28 00:00:00,11141,1019
2021-01-29 00:00:00,11832,691
2021-01-30 00:00:00,11853,21
2021-01-31 00:00:00,11865,12
2021-02-01 00:00:00,12122,257
2021-02-02 00:00:00,12340,218
2021-02-03 00:00:00,12899,559
2021-02-04 00:00:00,13305,406
2021-02-05 00:00:00,13781,476
2021-02-06 00:00:00,13942,161
2021-02-07 00:00:00,13953,11
2021-02-08 00:00:00,14476,523
2021-02-09 00:00:00,15303,827
2021-02-10 00:00:00,16675,1372
2021-02-11 00:00:00,18628,1953
2021-02-12 00:00:00,20019,1391
2021-02-13 00:00:00,20361,342
2021-02-14 00:00:00,20372,11
2021-02-15 00:00:00,20778,406
2021-02-16 00:00:00,21464,686
2021-02-17 00:00:00,21982,518
2021-02-18 00:00:00,22661,679
2021-02-19 00:00:00,23036,375
2021-02-20 00:00:00,23379,343
2021-02-21 00:00:00,23493,114
2021-02-22 00:00:00,23759,266
2021-02-23 00:00:00,23992,233
2021-02-24 00:00:00,24901,909
2021-02-25 00:00:00,26980,2079
2021-02-26 00:00:00,28444,1464
2021-02-27 00:00:00,29332,888
2021-02-28 00:00:00,29355,23
2021-03-01 00:00:00,29853,498
2021-03-02 00:00:00,30359,506
2021-03-03 00:00:00,31549,1190
2021-03-04 00:00:00,33182,1633
2021-03-05 00:00:00,34247,1065
2021-03-06 00:00:00,35263,1016
2021-03-07 00:00:00,35312,49
2021-03-08 00:00:00,35859,547
2021-03-09 00:00:00,36819,960
2021-03-10 00:00:00,38412,1593
2021-03-11 00:00:00,40472,2060
2021-03-12 00:00:00,42027,1555
2021-03-13 00:00:00,42839,812
2021-03-14 00:00:00,42866,27
2021-03-15 00:00:00,43784,918
2021-03-16 00:00:00,44706,922
2021-03-17 00:00:00,45662,956
2021-03-18 00:00:00,47005,1343
2021-03-19 00:00:00,48002,997
2021-03-20 00:00:00,48905,903
2021-03-21 00:00:00,48932,27
2021-03-22 00:00:00,49486,554
2021-03-23 00:00:00,49852,366
2021-03-24 00:00:00,50842,990
2021-03-25 00:00:00,53223,2381
2021-03-26 00:00:00,54721,1498
2021-03-27 00:00:00,55755,1034
2021-03-28 00:00:00,55775,20
2021-03-29 00:00:00,56325,550
2021-03-30 00:00:00,56979,654
2021-03-31 00:00:00,58336,1357
2021-04-01 00:00:00,60546,2210
2021-04-02 00:00:00,61849,1303
2021-04-03 00:00:00,63149,1300
2021-04-04 00:00:00,63184,35
2021-04-05 00:00:00,63662,478
2021-04-06 00:00:00,64109,447
2021-04-07 00:00:00,65148,1039
