date,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE
2021-01-06 00:00:00,6,0,0,,,
2021-01-05 00:00:00,271,44,0.1623616236162362,1.0,0.0,0
2021-01-04 00:00:00,274,73,0.2664233576642336,1.0,0.0,0
2021-01-03 00:00:00,63,12,0.1904761904761905,1.0,1.0,1
2021-01-02 00:00:00,102,25,0.2450980392156863,,,
2021-01-01 00:00:00,52,5,0.0961538461538462,6.0,2.0,0.3333333333333333
2020-12-31 00:00:00,283,44,0.1554770318021201,,,
2020-12-30 00:00:00,293,43,0.1467576791808874,3.0,1.0,0.3333333333333333
2020-12-29 00:00:00,317,43,0.1356466876971609,3.0,2.0,0.6666666666666666
2020-12-28 00:00:00,415,64,0.1542168674698795,,,
2020-12-27 00:00:00,105,20,0.1904761904761905,,,
2020-12-26 00:00:00,111,37,0.3333333333333333,1.0,0.0,0
2020-12-25 00:00:00,29,8,0.2758620689655173,,,
2020-12-24 00:00:00,163,24,0.147239263803681,2.0,1.0,0.5
2020-12-23 00:00:00,248,39,0.157258064516129,6.0,3.0,0.5
2020-12-22 00:00:00,328,38,0.1158536585365854,4.0,4.0,1
2020-12-21 00:00:00,324,46,0.1419753086419753,1.0,0.0,0
2020-12-20 00:00:00,90,22,0.2444444444444445,1.0,0.0,0
2020-12-19 00:00:00,81,14,0.1728395061728395,1.0,0.0,0
2020-12-18 00:00:00,272,47,0.1727941176470588,3.0,2.0,0.6666666666666666
2020-12-17 00:00:00,304,38,0.125,3.0,1.0,0.3333333333333333
2020-12-16 00:00:00,228,37,0.162280701754386,1.0,0.0,0
2020-12-15 00:00:00,282,29,0.1028368794326241,2.0,2.0,1
2020-12-14 00:00:00,332,61,0.1837349397590362,6.0,0.0,0
2020-12-13 00:00:00,48,11,0.2291666666666667,,,
2020-12-12 00:00:00,89,16,0.1797752808988764,2.0,2.0,1
2020-12-11 00:00:00,193,28,0.1450777202072539,3.0,0.0,0
2020-12-10 00:00:00,197,31,0.1573604060913706,3.0,0.0,0
2020-12-09 00:00:00,381,38,0.099737532808399,61.0,10.0,0.1639344262295082
2020-12-08 00:00:00,337,29,0.086053412462908,2.0,0.0,0
2020-12-07 00:00:00,318,57,0.1792452830188679,,,
2020-12-06 00:00:00,52,11,0.2115384615384615,2.0,0.0,0
2020-12-05 00:00:00,80,18,0.225,2.0,1.0,0.5
2020-12-04 00:00:00,234,35,0.1495726495726496,10.0,7.0,0.7
2020-12-03 00:00:00,245,30,0.1224489795918367,3.0,0.0,0
2020-12-02 00:00:00,233,34,0.1459227467811159,5.0,0.0,0
2020-12-01 00:00:00,416,52,0.125,3.0,0.0,0
2020-11-30 00:00:00,319,54,0.1692789968652038,4.0,1.0,0.25
2020-11-29 00:00:00,86,11,0.1279069767441861,2.0,0.0,0
2020-11-28 00:00:00,74,20,0.2702702702702703,5.0,0.0,0
2020-11-27 00:00:00,181,39,0.2154696132596685,,,
2020-11-26 00:00:00,31,3,0.0967741935483871,1.0,0.0,0
2020-11-25 00:00:00,523,57,0.1089866156787763,8.0,0.0,0
2020-11-24 00:00:00,359,32,0.0891364902506964,6.0,2.0,0.3333333333333333
2020-11-23 00:00:00,392,53,0.1352040816326531,8.0,1.0,0.125
2020-11-22 00:00:00,81,13,0.1604938271604938,2.0,2.0,1
2020-11-21 00:00:00,138,15,0.108695652173913,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,293,31,0.10580204778157,6.0,4.0,0.6666666666666666
2020-11-19 00:00:00,313,25,0.0798722044728435,8.0,0.0,0
2020-11-18 00:00:00,530,42,0.0792452830188679,3.0,0.0,0
2020-11-17 00:00:00,430,44,0.1023255813953488,4.0,1.0,0.25
2020-11-16 00:00:00,356,42,0.1179775280898876,2.0,0.0,0
2020-11-15 00:00:00,108,7,0.0648148148148148,2.0,1.0,0.5
2020-11-14 00:00:00,114,18,0.1578947368421053,6.0,3.0,0.5
2020-11-13 00:00:00,324,37,0.1141975308641975,3.0,1.0,0.3333333333333333
2020-11-12 00:00:00,374,43,0.1149732620320856,3.0,1.0,0.3333333333333333
2020-11-11 00:00:00,104,12,0.1153846153846154,2.0,0.0,0
2020-11-10 00:00:00,260,17,0.0653846153846154,1.0,0.0,0
2020-11-09 00:00:00,358,35,0.0977653631284916,4.0,0.0,0
2020-11-08 00:00:00,36,3,0.0833333333333333,4.0,0.0,0
2020-11-07 00:00:00,62,14,0.2258064516129032,,,
2020-11-06 00:00:00,215,19,0.0883720930232558,5.0,0.0,0
2020-11-05 00:00:00,270,23,0.0851851851851852,2.0,0.0,0
2020-11-04 00:00:00,224,20,0.0892857142857143,7.0,0.0,0
2020-11-03 00:00:00,186,20,0.1075268817204301,,,
2020-11-02 00:00:00,207,21,0.1014492753623189,2.0,0.0,0
2020-11-01 00:00:00,31,3,0.0967741935483871,,,
2020-10-31 00:00:00,31,6,0.1935483870967742,2.0,0.0,0
2020-10-30 00:00:00,134,4,0.0298507462686567,4.0,1.0,0.25
2020-10-29 00:00:00,196,17,0.086734693877551,2.0,0.0,0
2020-10-28 00:00:00,217,9,0.0414746543778802,1.0,0.0,0
2020-10-27 00:00:00,133,11,0.0827067669172932,3.0,2.0,0.6666666666666666
2020-10-26 00:00:00,161,14,0.0869565217391304,1.0,0.0,0
2020-10-25 00:00:00,31,3,0.0967741935483871,1.0,0.0,0
2020-10-24 00:00:00,38,6,0.1578947368421053,4.0,1.0,0.25
2020-10-23 00:00:00,164,14,0.0853658536585366,4.0,0.0,0
2020-10-22 00:00:00,192,4,0.0208333333333333,5.0,2.0,0.4
2020-10-21 00:00:00,145,23,0.1586206896551724,3.0,0.0,0
2020-10-20 00:00:00,236,9,0.038135593220339,6.0,1.0,0.1666666666666667
2020-10-19 00:00:00,174,11,0.0632183908045977,1.0,0.0,0
2020-10-18 00:00:00,31,2,0.0645161290322581,2.0,1.0,0.5
2020-10-17 00:00:00,36,5,0.1388888888888889,4.0,0.0,0
2020-10-16 00:00:00,141,6,0.0425531914893617,5.0,0.0,0
2020-10-15 00:00:00,226,7,0.0309734513274336,,,
2020-10-14 00:00:00,181,9,0.0497237569060773,9.0,2.0,0.2222222222222222
2020-10-13 00:00:00,173,12,0.069364161849711,1.0,0.0,0
2020-10-12 00:00:00,81,0,0,5.0,1.0,0.2
2020-10-11 00:00:00,32,0,0,1.0,0.0,0
2020-10-10 00:00:00,26,2,0.0769230769230769,3.0,0.0,0
2020-10-09 00:00:00,110,7,0.0636363636363636,10.0,2.0,0.2
2020-10-08 00:00:00,104,2,0.0192307692307692,2.0,1.0,0.5
2020-10-07 00:00:00,113,15,0.1327433628318584,119.0,17.0,0.1428571428571429
2020-10-06 00:00:00,264,18,0.0681818181818182,3.0,0.0,0
2020-10-05 00:00:00,187,14,0.0748663101604278,2.0,1.0,0.5
2020-10-04 00:00:00,23,1,0.0434782608695652,,,
2020-10-03 00:00:00,26,0,0,2.0,1.0,0.5
2020-10-02 00:00:00,121,7,0.0578512396694215,2.0,1.0,0.5
2020-10-01 00:00:00,126,3,0.0238095238095238,6.0,3.0,0.5
2020-09-30 00:00:00,159,9,0.0566037735849057,1.0,0.0,0
2020-09-29 00:00:00,104,11,0.1057692307692308,1.0,0.0,0
2020-09-28 00:00:00,169,4,0.0236686390532544,2.0,0.0,0
2020-09-27 00:00:00,16,0,0,1.0,0.0,0
2020-09-26 00:00:00,27,5,0.1851851851851852,2.0,1.0,0.5
2020-09-25 00:00:00,149,11,0.0738255033557047,7.0,2.0,0.2857142857142857
2020-09-24 00:00:00,152,1,0.0065789473684211,48.0,9.0,0.1875
2020-09-23 00:00:00,144,10,0.0694444444444445,7.0,1.0,0.1428571428571429
2020-09-22 00:00:00,91,7,0.0769230769230769,5.0,0.0,0
2020-09-21 00:00:00,136,13,0.0955882352941176,3.0,0.0,0
2020-09-20 00:00:00,12,3,0.25,,,
2020-09-19 00:00:00,13,1,0.0769230769230769,,,
2020-09-18 00:00:00,89,3,0.0337078651685393,1.0,0.0,0
2020-09-17 00:00:00,96,8,0.0833333333333333,1.0,0.0,0
2020-09-16 00:00:00,123,0,0,,,
2020-09-15 00:00:00,157,5,0.0318471337579618,2.0,0.0,0
2020-09-14 00:00:00,101,6,0.0594059405940594,5.0,0.0,0
2020-09-13 00:00:00,17,0,0,3.0,0.0,0
2020-09-12 00:00:00,28,7,0.25,1.0,0.0,0
2020-09-11 00:00:00,59,3,0.0508474576271187,,,
2020-09-10 00:00:00,78,2,0.0256410256410256,2.0,1.0,0.5
2020-09-09 00:00:00,71,1,0.0140845070422535,1.0,0.0,0
2020-09-08 00:00:00,100,1,0.01,1.0,0.0,0
2020-09-07 00:00:00,29,1,0.0344827586206897,2.0,1.0,0.5
2020-09-06 00:00:00,14,0,0,2.0,0.0,0
2020-09-05 00:00:00,25,1,0.04,2.0,1.0,0.5
2020-09-04 00:00:00,55,0,0,,,
2020-09-03 00:00:00,62,1,0.0161290322580645,,,
2020-09-02 00:00:00,75,2,0.0266666666666667,2.0,0.0,0
2020-09-01 00:00:00,85,1,0.0117647058823529,,,
