date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-01-06 00:00:00,21,8,0.380952380952381,,,
2021-01-05 00:00:00,181,35,0.1933701657458564,8.0,5.0,0.625
2021-01-04 00:00:00,360,79,0.2194444444444445,3.0,2.0,0.6666666666666666
2021-01-03 00:00:00,101,32,0.3168316831683169,3.0,2.0,0.6666666666666666
2021-01-02 00:00:00,120,27,0.225,,,
2021-01-01 00:00:00,53,10,0.1886792452830189,,,
2020-12-31 00:00:00,256,75,0.29296875,5.0,1.0,0.2
2020-12-30 00:00:00,638,114,0.1786833855799373,2.0,1.0,0.5
2020-12-29 00:00:00,375,98,0.2613333333333333,3.0,3.0,1
2020-12-28 00:00:00,466,122,0.2618025751072962,2.0,2.0,1
2020-12-27 00:00:00,95,38,0.4,2.0,0.0,0
2020-12-26 00:00:00,109,36,0.3302752293577982,,,
2020-12-25 00:00:00,13,5,0.3846153846153847,,,
2020-12-24 00:00:00,181,48,0.2651933701657459,2.0,0.0,0
2020-12-23 00:00:00,309,70,0.226537216828479,2.0,2.0,1
2020-12-22 00:00:00,307,71,0.2312703583061889,3.0,1.0,0.3333333333333333
2020-12-21 00:00:00,395,85,0.2151898734177215,7.0,2.0,0.2857142857142857
2020-12-20 00:00:00,118,29,0.2457627118644068,2.0,0.0,0
2020-12-19 00:00:00,111,33,0.2972972972972973,1.0,0.0,0
2020-12-18 00:00:00,372,68,0.1827956989247312,7.0,2.0,0.2857142857142857
2020-12-17 00:00:00,392,83,0.211734693877551,7.0,3.0,0.4285714285714286
2020-12-16 00:00:00,452,86,0.1902654867256637,3.0,2.0,0.6666666666666666
2020-12-15 00:00:00,288,63,0.21875,4.0,0.0,0
2020-12-14 00:00:00,374,102,0.2727272727272727,3.0,0.0,0
2020-12-13 00:00:00,97,32,0.3298969072164949,,,
2020-12-12 00:00:00,91,25,0.2747252747252748,,,
2020-12-11 00:00:00,346,69,0.1994219653179191,3.0,1.0,0.3333333333333333
2020-12-10 00:00:00,366,71,0.1939890710382514,2.0,0.0,0
2020-12-09 00:00:00,583,95,0.16295025728988,6.0,1.0,0.1666666666666667
2020-12-08 00:00:00,361,111,0.3074792243767313,3.0,1.0,0.3333333333333333
2020-12-07 00:00:00,366,104,0.2841530054644809,2.0,1.0,0.5
2020-12-06 00:00:00,119,35,0.2941176470588236,,,
2020-12-05 00:00:00,101,34,0.3366336633663367,,,
2020-12-04 00:00:00,403,85,0.2109181141439206,1.0,0.0,0
2020-12-03 00:00:00,410,92,0.224390243902439,4.0,2.0,0.5
2020-12-02 00:00:00,960,112,0.1166666666666667,3.0,0.0,0
2020-12-01 00:00:00,266,69,0.2593984962406015,2.0,1.0,0.5
2020-11-30 00:00:00,437,130,0.2974828375286041,6.0,2.0,0.3333333333333333
2020-11-29 00:00:00,51,12,0.2352941176470588,1.0,0.0,0
2020-11-28 00:00:00,124,35,0.2822580645161291,1.0,0.0,0
2020-11-27 00:00:00,137,27,0.1970802919708029,1.0,0.0,0
2020-11-26 00:00:00,26,13,0.5,,,
2020-11-25 00:00:00,802,116,0.144638403990025,1.0,0.0,0
2020-11-24 00:00:00,200,56,0.2800000000000001,7.0,1.0,0.1428571428571429
2020-11-23 00:00:00,366,66,0.180327868852459,3.0,0.0,0
2020-11-22 00:00:00,74,14,0.1891891891891892,,,
2020-11-21 00:00:00,119,28,0.2352941176470588,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,369,77,0.2086720867208672,5.0,4.0,0.8
2020-11-19 00:00:00,328,61,0.1859756097560976,4.0,1.0,0.25
2020-11-18 00:00:00,640,62,0.096875,1.0,1.0,1
2020-11-17 00:00:00,214,58,0.2710280373831776,6.0,1.0,0.1666666666666667
2020-11-16 00:00:00,316,84,0.2658227848101266,9.0,0.0,0
2020-11-15 00:00:00,59,7,0.1186440677966102,3.0,1.0,0.3333333333333333
2020-11-14 00:00:00,94,16,0.1702127659574468,3.0,1.0,0.3333333333333333
2020-11-13 00:00:00,411,35,0.0851581508515815,3.0,0.0,0
2020-11-12 00:00:00,756,46,0.0608465608465608,5.0,3.0,0.6
2020-11-11 00:00:00,127,21,0.1653543307086614,1.0,1.0,1
2020-11-10 00:00:00,341,39,0.1143695014662757,2.0,0.0,0
2020-11-09 00:00:00,206,30,0.1456310679611651,5.0,2.0,0.4
2020-11-08 00:00:00,87,12,0.1379310344827586,3.0,0.0,0
2020-11-07 00:00:00,69,10,0.1449275362318841,3.0,0.0,0
2020-11-06 00:00:00,150,15,0.1,,,
2020-11-05 00:00:00,232,25,0.1077586206896552,1.0,1.0,1
2020-11-04 00:00:00,456,20,0.043859649122807,2.0,1.0,0.5
2020-11-03 00:00:00,134,14,0.1044776119402985,3.0,0.0,0
2020-11-02 00:00:00,133,14,0.1052631578947368,4.0,0.0,0
2020-11-01 00:00:00,36,5,0.1388888888888889,3.0,2.0,0.6666666666666666
2020-10-31 00:00:00,62,6,0.0967741935483871,,,
2020-10-30 00:00:00,114,8,0.0701754385964912,3.0,1.0,0.3333333333333333
2020-10-29 00:00:00,141,18,0.1276595744680851,6.0,2.0,0.3333333333333333
2020-10-28 00:00:00,443,13,0.0293453724604966,,,
2020-10-27 00:00:00,124,12,0.0967741935483871,4.0,1.0,0.25
2020-10-26 00:00:00,161,24,0.1490683229813665,2.0,0.0,0
2020-10-25 00:00:00,45,6,0.1333333333333333,1.0,1.0,1
2020-10-24 00:00:00,92,8,0.0869565217391304,,,
2020-10-23 00:00:00,312,11,0.0352564102564103,1.0,0.0,0
2020-10-22 00:00:00,111,6,0.0540540540540541,1.0,0.0,0
2020-10-21 00:00:00,485,9,0.0185567010309278,3.0,0.0,0
2020-10-20 00:00:00,134,3,0.0223880597014925,6.0,1.0,0.1666666666666667
2020-10-19 00:00:00,138,8,0.0579710144927536,3.0,1.0,0.3333333333333333
2020-10-18 00:00:00,24,2,0.0833333333333333,2.0,0.0,0
2020-10-17 00:00:00,42,3,0.0714285714285714,1.0,0.0,0
