date,Coconino_cume,Coconino
2020-12-02 00:00:00,1,
2020-12-04 00:00:00,2,1
2020-12-10 00:00:00,3,1
2020-12-12 00:00:00,4,1
2020-12-15 00:00:00,8,4
2020-12-16 00:00:00,150,142
2020-12-17 00:00:00,279,129
2020-12-18 00:00:00,490,211
2020-12-19 00:00:00,538,48
2020-12-20 00:00:00,540,2
2020-12-21 00:00:00,542,2
2020-12-22 00:00:00,578,36
2020-12-23 00:00:00,911,333
2020-12-24 00:00:00,1299,388
2020-12-25 00:00:00,1421,122
2020-12-26 00:00:00,1520,99
2020-12-27 00:00:00,1611,91
2020-12-28 00:00:00,1832,221
2020-12-29 00:00:00,2184,352
2020-12-30 00:00:00,2587,403
2020-12-31 00:00:00,2795,208
2021-01-01 00:00:00,2893,98
2021-01-02 00:00:00,2957,64
2021-01-03 00:00:00,2962,5
2021-01-04 00:00:00,3311,349
2021-01-05 00:00:00,3668,357
2021-01-06 00:00:00,4167,499
2021-01-07 00:00:00,4741,574
2021-01-08 00:00:00,5377,636
2021-01-09 00:00:00,5457,80
2021-01-10 00:00:00,5463,6
2021-01-11 00:00:00,5789,326
2021-01-12 00:00:00,6350,561
2021-01-13 00:00:00,6843,493
2021-01-14 00:00:00,7471,628
2021-01-15 00:00:00,8644,1173
2021-01-16 00:00:00,8747,103
2021-01-17 00:00:00,8748,1
2021-01-18 00:00:00,8925,177
2021-01-19 00:00:00,9331,406
2021-01-20 00:00:00,10851,1520
2021-01-21 00:00:00,11703,852
2021-01-22 00:00:00,12605,902
2021-01-23 00:00:00,13002,397
2021-01-24 00:00:00,13017,15
2021-01-25 00:00:00,13575,558
2021-01-26 00:00:00,14078,503
2021-01-27 00:00:00,15381,1303
2021-01-28 00:00:00,16596,1215
2021-01-29 00:00:00,17502,906
2021-01-30 00:00:00,17837,335
2021-01-31 00:00:00,17865,28
2021-02-01 00:00:00,18716,851
2021-02-02 00:00:00,19560,844
2021-02-03 00:00:00,21191,1631
2021-02-04 00:00:00,23209,2018
2021-02-05 00:00:00,25441,2232
2021-02-06 00:00:00,26914,1473
2021-02-07 00:00:00,26954,40
2021-02-08 00:00:00,27845,891
2021-02-09 00:00:00,28755,910
2021-02-10 00:00:00,31244,2489
2021-02-11 00:00:00,32793,1549
2021-02-12 00:00:00,35538,2745
2021-02-13 00:00:00,37049,1511
2021-02-14 00:00:00,37077,28
2021-02-15 00:00:00,38281,1204
2021-02-16 00:00:00,39897,1616
2021-02-17 00:00:00,42692,2795
2021-02-18 00:00:00,43799,1107
2021-02-19 00:00:00,45145,1346
2021-02-20 00:00:00,46187,1042
2021-02-21 00:00:00,46200,13
2021-02-22 00:00:00,46591,391
2021-02-23 00:00:00,47122,531
2021-02-24 00:00:00,49094,1972
2021-02-25 00:00:00,50753,1659
2021-02-26 00:00:00,52457,1704
2021-02-27 00:00:00,54117,1660
2021-02-28 00:00:00,54205,88
2021-03-01 00:00:00,55787,1582
2021-03-02 00:00:00,57576,1789
2021-03-03 00:00:00,59308,1732
2021-03-04 00:00:00,61472,2164
2021-03-05 00:00:00,63230,1758
2021-03-06 00:00:00,63983,753
2021-03-07 00:00:00,64077,94
2021-03-08 00:00:00,65042,965
2021-03-09 00:00:00,65934,892
2021-03-10 00:00:00,68689,2755
2021-03-11 00:00:00,70553,1864
2021-03-12 00:00:00,73128,2575
2021-03-13 00:00:00,74270,1142
2021-03-14 00:00:00,74328,58
2021-03-15 00:00:00,75656,1328
2021-03-16 00:00:00,77570,1914
2021-03-17 00:00:00,79350,1780
2021-03-18 00:00:00,80830,1480
2021-03-19 00:00:00,82454,1624
2021-03-20 00:00:00,83454,1000
2021-03-21 00:00:00,83529,75
2021-03-22 00:00:00,84269,740
2021-03-23 00:00:00,86135,1866
2021-03-24 00:00:00,87875,1740
2021-03-25 00:00:00,89827,1952
2021-03-26 00:00:00,92019,2192
2021-03-27 00:00:00,92572,553
2021-03-28 00:00:00,92721,149
2021-03-29 00:00:00,94484,1763
2021-03-30 00:00:00,96292,1808
2021-03-31 00:00:00,98129,1837
2021-04-01 00:00:00,99531,1402
2021-04-02 00:00:00,101052,1521
2021-04-03 00:00:00,101611,559
2021-04-04 00:00:00,101708,97
2021-04-05 00:00:00,102572,864
2021-04-06 00:00:00,103898,1326
2021-04-07 00:00:00,104946,1048
2021-04-08 00:00:00,106185,1239
2021-04-09 00:00:00,107460,1275
2021-04-10 00:00:00,108044,584
2021-04-11 00:00:00,108145,101
2021-04-12 00:00:00,108681,536
2021-04-13 00:00:00,109705,1024
2021-04-14 00:00:00,110602,897
2021-04-15 00:00:00,111495,893
2021-04-16 00:00:00,112649,1154
2021-04-17 00:00:00,112998,349
2021-04-18 00:00:00,113099,101
2021-04-19 00:00:00,114106,1007
2021-04-20 00:00:00,115082,976
2021-04-21 00:00:00,115859,777
2021-04-22 00:00:00,116879,1020
2021-04-23 00:00:00,118001,1122
2021-04-24 00:00:00,118300,299
2021-04-25 00:00:00,118446,146
2021-04-26 00:00:00,118996,550
2021-04-27 00:00:00,119984,988
2021-04-28 00:00:00,120731,747
2021-04-29 00:00:00,121478,747
2021-04-30 00:00:00,122215,737
2021-05-01 00:00:00,122587,372
2021-05-02 00:00:00,122645,58
2021-05-03 00:00:00,123106,461
2021-05-04 00:00:00,123608,502
2021-05-05 00:00:00,124112,504
2021-05-06 00:00:00,124509,397
2021-05-07 00:00:00,125034,525
2021-05-08 00:00:00,125246,212
2021-05-09 00:00:00,125326,80
2021-05-10 00:00:00,125632,306
2021-05-11 00:00:00,125875,243
2021-05-12 00:00:00,126225,350
2021-05-13 00:00:00,126786,561
2021-05-14 00:00:00,127485,699
2021-05-15 00:00:00,127772,287
2021-05-16 00:00:00,127857,85
2021-05-17 00:00:00,128304,447
2021-05-18 00:00:00,128612,308
2021-05-19 00:00:00,129070,458
2021-05-20 00:00:00,129382,312
2021-05-21 00:00:00,129829,447
2021-05-22 00:00:00,130109,280
2021-05-23 00:00:00,130185,76
2021-05-24 00:00:00,130421,236
2021-05-25 00:00:00,130655,234
2021-05-26 00:00:00,131078,423
2021-05-27 00:00:00,131314,236
2021-05-28 00:00:00,131640,326
2021-05-29 00:00:00,131732,92
2021-05-30 00:00:00,131733,1
