date,Navajo_cume,Navajo
2020-12-02 00:00:00,1,
2020-12-15 00:00:00,2,1
2020-12-16 00:00:00,6,4
2020-12-17 00:00:00,19,13
2020-12-18 00:00:00,43,24
2020-12-21 00:00:00,48,5
2020-12-22 00:00:00,139,91
2020-12-23 00:00:00,312,173
2020-12-24 00:00:00,416,104
2020-12-28 00:00:00,778,362
2020-12-29 00:00:00,1077,299
2020-12-30 00:00:00,1358,281
2020-12-31 00:00:00,1644,286
2021-01-01 00:00:00,1730,86
2021-01-02 00:00:00,1731,1
2021-01-03 00:00:00,1732,1
2021-01-04 00:00:00,1958,226
2021-01-05 00:00:00,2273,315
2021-01-06 00:00:00,2636,363
2021-01-07 00:00:00,3269,633
2021-01-08 00:00:00,3609,340
2021-01-09 00:00:00,3610,1
2021-01-11 00:00:00,4034,424
2021-01-12 00:00:00,4485,451
2021-01-13 00:00:00,4779,294
2021-01-14 00:00:00,5166,387
2021-01-15 00:00:00,5481,315
2021-01-16 00:00:00,5484,3
2021-01-18 00:00:00,5668,184
2021-01-19 00:00:00,6106,438
2021-01-20 00:00:00,6606,500
2021-01-21 00:00:00,7265,659
2021-01-22 00:00:00,7674,409
2021-01-23 00:00:00,7921,247
2021-01-24 00:00:00,7943,22
2021-01-25 00:00:00,8413,470
2021-01-26 00:00:00,8855,442
2021-01-27 00:00:00,9477,622
2021-01-28 00:00:00,10465,988
2021-01-29 00:00:00,11026,561
2021-01-30 00:00:00,11169,143
2021-01-31 00:00:00,11171,2
2021-02-01 00:00:00,11753,582
2021-02-02 00:00:00,12374,621
2021-02-03 00:00:00,13382,1008
2021-02-04 00:00:00,14161,779
2021-02-05 00:00:00,14582,421
2021-02-06 00:00:00,14759,177
2021-02-07 00:00:00,14760,1
2021-02-08 00:00:00,15419,659
2021-02-09 00:00:00,16274,855
2021-02-10 00:00:00,16957,683
2021-02-11 00:00:00,17903,946
2021-02-12 00:00:00,18705,802
2021-02-13 00:00:00,18834,129
2021-02-14 00:00:00,18887,53
2021-02-15 00:00:00,19081,194
2021-02-16 00:00:00,19942,861
2021-02-17 00:00:00,20865,923
2021-02-18 00:00:00,21552,687
2021-02-19 00:00:00,21930,378
2021-02-20 00:00:00,21983,53
2021-02-21 00:00:00,22009,26
2021-02-22 00:00:00,22321,312
