date,La Paz_cume,La Paz
1/11/2021,30,
1/13/2021,70,40
1/14/2021,88,18
1/19/2021,111,23
1/20/2021,151,40
1/25/2021,212,61
1/26/2021,213,1
1/27/2021,400,187
1/28/2021,401,1
1/29/2021,444,43
1/30/2021,553,109
1/6/2021,576,23
1/7/2021,599,23
12/21/2020,1144,545
12/22/2020,1804,660
12/23/2020,1826,22
12/30/2020,1827,1
2/1/2021,1852,25
2/10/2021,1886,34
2/11/2021,2596,710
2/12/2021,2780,184
2/16/2021,2833,53
2/17/2021,2876,43
2/18/2021,2913,37
2/19/2021,3492,579
2/2/2021,3701,209
2/22/2021,3702,1
2/23/2021,3704,2
2/24/2021,3799,95
2/25/2021,4326,527
2/26/2021,4327,1
2/28/2021,4361,34
2/3/2021,4387,26
2/4/2021,4723,336
2/5/2021,5387,664
2/8/2021,5409,22
2/9/2021,5410,1
3/1/2021,5485,75
3/10/2021,5561,76
3/11/2021,6326,765
3/12/2021,7052,726
3/13/2021,7109,57
3/15/2021,7133,24
3/16/2021,7192,59
3/17/2021,7286,94
3/18/2021,7961,675
3/19/2021,8584,623
3/2/2021,8642,58
3/21/2021,8652,10
3/22/2021,8698,46
3/23/2021,8755,57
3/24/2021,9227,472
3/25/2021,9821,594
3/26/2021,9869,48
3/28/2021,9870,1
3/29/2021,9921,51
3/3/2021,9983,62
3/30/2021,10337,354
3/31/2021,10833,496
3/4/2021,10835,2
3/5/2021,10837,2
3/6/2021,10894,57
3/8/2021,11141,247
3/9/2021,11665,524
4/1/2021,11725,60
4/10/2021,11751,26
4/11/2021,11763,12
4/12/2021,11809,46
4/13/2021,11910,101
4/14/2021,12181,271
4/15/2021,12530,349
4/16/2021,12656,126
4/17/2021,12713,57
4/18/2021,12727,14
4/19/2021,12794,67
4/2/2021,12851,57
4/20/2021,13305,454
4/21/2021,13825,520
4/22/2021,13869,44
4/23/2021,13874,5
4/24/2021,13876,2
4/25/2021,13935,59
4/26/2021,14033,98
4/27/2021,14174,141
4/28/2021,14605,431
4/29/2021,14636,31
4/3/2021,14647,11
4/30/2021,14648,1
4/5/2021,14682,34
4/6/2021,14727,45
4/7/2021,15160,433
4/8/2021,15215,55
4/9/2021,15289,74
5/1/2021,15327,38
5/10/2021,15333,6
5/11/2021,15363,30
5/12/2021,15425,62
5/13/2021,15625,200
5/14/2021,15799,174
5/15/2021,15816,17
5/16/2021,15819,3
5/17/2021,15820,1
5/18/2021,15843,23
5/19/2021,15881,38
5/2/2021,15961,80
5/20/2021,15981,20
5/21/2021,16002,21
5/22/2021,16010,8
5/23/2021,16011,1
5/24/2021,16050,39
5/25/2021,16074,24
5/26/2021,16258,184
5/27/2021,16287,29
5/28/2021,16321,34
5/29/2021,16333,12
5/3/2021,16336,3
5/31/2021,16352,16
5/4/2021,16388,36
5/5/2021,16441,53
5/6/2021,16454,13
5/7/2021,16470,16
5/8/2021,16473,3
5/9/2021,16474,1
6/1/2021,16517,43
6/10/2021,16573,56
6/11/2021,16629,56
6/12/2021,16636,7
6/13/2021,16642,6
6/14/2021,16646,4
6/15/2021,16655,9
6/16/2021,16673,18
6/17/2021,16720,47
6/18/2021,16730,10
6/19/2021,16734,4
6/2/2021,16736,2
6/20/2021,16737,1
6/21/2021,16757,20
6/22/2021,16778,21
6/23/2021,16810,32
6/24/2021,16825,15
6/25/2021,16837,12
6/26/2021,16842,5
6/27/2021,16843,1
6/28/2021,16846,3
6/29/2021,16865,19
6/3/2021,16887,22
6/30/2021,16902,15
6/4/2021,16904,2
6/5/2021,16918,14
6/6/2021,16921,3
6/7/2021,16924,3
6/8/2021,16957,33
6/9/2021,16967,10
7/1/2021,16974,7
7/10/2021,16975,1
7/11/2021,16976,1
7/12/2021,16977,1
7/13/2021,16980,3
7/14/2021,16992,12
7/15/2021,17023,31
7/16/2021,17052,29
7/17/2021,17054,2
7/19/2021,17059,5
7/2/2021,17061,2
7/20/2021,17078,17
7/21/2021,17094,16
7/22/2021,17109,15
7/23/2021,17119,10
7/24/2021,17122,3
7/25/2021,17145,23
7/26/2021,17150,5
7/27/2021,17171,21
7/28/2021,17200,29
7/29/2021,17217,17
7/3/2021,17228,11
7/30/2021,17230,2
7/4/2021,17234,4
7/5/2021,17243,9
7/6/2021,17268,25
7/7/2021,17283,15
7/8/2021,17316,33
7/9/2021,17328,12
8/10/2021,17340,12
8/11/2021,17362,22
8/12/2021,17402,40
8/13/2021,17437,35
8/2/2021,17450,13
8/3/2021,17454,4
8/4/2021,17455,1
8/5/2021,17475,20
8/6/2021,17489,14
8/7/2021,17508,19
8/8/2021,17541,33
8/9/2021,17544,3
