date,pcr_tests,pcr_pos_test,pcr_positivity
2021-11-21 00:00:00,224,23,0.1026785714285714
2021-11-20 00:00:00,8500,1285,0.1511764705882353
2021-11-19 00:00:00,29525,3910,0.1324301439458086
2021-11-18 00:00:00,34543,4241,0.1227745129259184
2021-11-17 00:00:00,37352,4946,0.132415934889698
2021-11-16 00:00:00,38551,4771,0.1237581385696869
2021-11-15 00:00:00,41496,5325,0.1283256217466744
2021-11-14 00:00:00,16305,2583,0.1584176632934683
2021-11-13 00:00:00,18371,2755,0.1499646181481683
2021-11-12 00:00:00,36623,4355,0.1189143434453759
2021-11-11 00:00:00,28150,3395,0.1206039076376554
2021-11-10 00:00:00,37283,4158,0.1115253600836843
2021-11-09 00:00:00,42814,4736,0.1106180221422899
2021-11-08 00:00:00,45234,5192,0.1147809170093293
2021-11-07 00:00:00,18249,2648,0.145103841306373
2021-11-06 00:00:00,19513,2909,0.1490801004458566
2021-11-05 00:00:00,35521,3994,0.1124405281382844
2021-11-04 00:00:00,38299,4077,0.1064518655839578
2021-11-03 00:00:00,38656,4249,0.1099182533112583
2021-11-02 00:00:00,41446,4198,0.1012884234908073
2021-11-01 00:00:00,40063,4192,0.1046351995606919
2021-10-31 00:00:00,15096,2057,0.1362612612612613
2021-10-30 00:00:00,18086,2284,0.1262855247152494
2021-10-29 00:00:00,32631,3317,0.1016518034997395
2021-10-28 00:00:00,37186,3250,0.0873984833001667
2021-10-27 00:00:00,33876,3383,0.0998642106506081
2021-10-26 00:00:00,36664,3338,0.0910429849443596
2021-10-25 00:00:00,40538,3897,0.0961320242735212
2021-10-24 00:00:00,15760,1866,0.1184010152284264
2021-10-23 00:00:00,16937,2031,0.1199149790399717
2021-10-22 00:00:00,29547,2910,0.0984871560564524
2021-10-21 00:00:00,33027,2920,0.0884125109758682
2021-10-20 00:00:00,32264,2930,0.0908132903545748
2021-10-19 00:00:00,35551,2907,0.081769851762257
2021-10-18 00:00:00,36964,3335,0.0902229195974462
2021-10-17 00:00:00,13852,1681,0.1213543170661276
