date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20866,22899,21047,18345,13002,184
1/10/2021,34413,35113,33221,30096,30231,414
1/11/2021,36327,36928,35183,31786,34096,470
1/12/2021,39106,39610,37976,34332,41748,566
1/13/2021,41851,42527,41100,37052,50604,648
1/14/2021,44585,45570,44340,40076,60071,712
1/15/2021,48047,48796,47731,43205,69361,815
1/16/2021,49825,50372,49410,44824,74769,857
1/17/2021,50922,51392,50483,45913,78265,887
1/18/2021,52572,52911,52233,47655,86291,923
1/19/2021,54609,54774,54278,49849,96426,1013
1/2/2021,22759,24608,22604,19765,14101,209
1/20/2021,57023,57270,57225,52833,108798,1129
1/21/2021,59710,60125,60603,56355,124639,1269
1/22/2021,64171,64264,65201,61240,140455,1415
1/23/2021,67436,67018,68282,64423,151048,1556
1/24/2021,68949,68403,69802,66110,158739,1607
1/25/2021,71307,70556,72398,69057,172437,1681
1/26/2021,74203,73064,75291,72291,189795,1783
1/27/2021,77297,75677,78215,75665,208753,1874
1/28/2021,80324,78244,81179,79291,230103,2005
1/29/2021,84148,81389,84530,83032,250143,2188
1/3/2021,23641,25360,23258,20312,14474,227
1/30/2021,86946,83520,86871,85493,261599,2353
1/31/2021,87852,84252,87736,86527,267636,2391
1/4/2021,25341,27020,24866,21815,16428,248
1/5/2021,27121,28675,26456,23386,18595,277
1/6/2021,29304,30607,28513,25433,21727,338
1/7/2021,31103,32249,30285,27229,25104,368
1/8/2021,32802,33830,31940,28896,27565,389
1/9/2021,33886,34671,32787,29693,29741,409
10/1/2021,815803,557708,575457,657768,1174833,370415
10/10/2021,825438,562806,579577,661153,1179871,375052
10/11/2021,826782,563567,580150,661663,1180693,375725
10/12/2021,827550,563933,580458,661908,1181118,376153
10/13/2021,828619,564505,580970,662329,1181792,376644
10/14/2021,829944,565157,581571,662829,1182553,377159
10/15/2021,831499,565924,582258,663358,1183188,377748
10/16/2021,832480,566353,582625,663666,1183473,379018
10/17/2021,833201,566650,582848,663828,1183643,379281
10/18/2021,834469,567363,583423,664337,1184384,379771
10/19/2021,835559,567986,583886,664818,1185046,380300
10/2/2021,816786,558200,575906,658122,1175232,370958
10/20/2021,836628,568551,584344,665262,1185689,380819
10/21/2021,837756,569155,584879,665712,1186318,381259
10/22/2021,839193,569979,585565,666328,1187619,381878
10/23/2021,840026,570448,586000,666729,1188411,382272
10/24/2021,840493,570728,586226,666983,1188921,382510
10/25/2021,841713,571411,586828,667606,1190562,382978
10/26/2021,842908,572110,587423,668205,1192143,383512
10/27/2021,844159,572813,588097,668898,1193734,384148
10/28/2021,845456,573521,588686,669586,1195269,384616
10/29/2021,846738,574308,589375,670285,1196531,385148
10/3/2021,817307,558444,576088,658279,1175454,371205
