date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,637,736,574,444,358,3
1/10/2021,1149,1152,947,798,716,14
1/11/2021,1220,1237,1024,850,784,15
1/12/2021,1327,1322,1097,935,982,16
1/13/2021,1388,1388,1178,1009,1242,17
1/14/2021,1488,1474,1271,1096,1514,17
1/15/2021,1602,1568,1352,1187,2261,18
1/16/2021,1613,1584,1367,1211,2364,18
1/17/2021,1619,1592,1375,1215,2371,18
1/18/2021,1688,1664,1430,1269,2435,19
1/19/2021,1776,1729,1495,1348,2692,20
1/2/2021,663,752,582,459,368,3
1/20/2021,2025,2006,1817,1638,2910,25
1/21/2021,2173,2120,1918,1736,3125,26
1/22/2021,2267,2198,2015,1849,3465,27
1/23/2021,2311,2232,2049,1885,3668,30
1/24/2021,2317,2235,2049,1886,3687,30
1/25/2021,2366,2286,2113,1984,3997,31
1/26/2021,2427,2341,2169,2064,4360,33
1/27/2021,2678,2485,2319,2224,4742,36
1/28/2021,2872,2608,2452,2384,5145,42
1/29/2021,2969,2693,2530,2495,5485,46
1/3/2021,663,753,582,460,370,3
1/30/2021,3030,2736,2558,2533,5603,54
1/31/2021,3040,2738,2559,2538,5628,54
1/4/2021,732,829,642,529,431,4
1/5/2021,818,902,695,593,499,8
1/6/2021,898,952,749,646,565,10
1/7/2021,1015,1038,836,713,665,10
1/8/2021,1135,1144,935,778,706,14
1/9/2021,1149,1151,945,795,714,14
10/1/2021,22402,11810,11033,12792,19124,8375
10/10/2021,22537,11862,11088,12824,19170,8446
10/11/2021,22546,11867,11094,12826,19176,8450
10/12/2021,22552,11871,11096,12826,19177,8459
10/13/2021,22568,11875,11106,12830,19190,8467
10/14/2021,22582,11877,11107,12841,19196,8475
10/15/2021,22596,11885,11116,12844,19203,8483
10/16/2021,22611,11885,11118,12849,19204,8488
10/17/2021,22630,11888,11121,12849,19205,8496
10/18/2021,22642,11897,11125,12854,19213,8500
10/19/2021,22661,11901,11127,12859,19217,8506
10/2/2021,22415,11810,11034,12792,19129,8380
10/20/2021,22675,11910,11137,12862,19225,8515
10/21/2021,22690,11917,11142,12869,19230,8520
10/22/2021,22712,11932,11152,12887,19258,8527
10/23/2021,22727,11939,11158,12897,19274,8536
10/24/2021,22735,11943,11160,12898,19283,8538
10/25/2021,22751,11954,11170,12907,19308,8547
10/26/2021,22766,11963,11176,12923,19328,8570
10/27/2021,22796,11975,11190,12939,19370,8583
10/28/2021,22814,11980,11197,12945,19392,8589
10/29/2021,22844,12005,11210,12964,19421,8604
10/3/2021,22429,11810,11038,12795,19131,8389
10/30/2021,22866,12018,11226,12972,19432,8617
10/31/2021,22879,12024,11234,12978,19438,8624
10/4/2021,22451,11815,11044,12802,19139,8394
10/5/2021,22464,11819,11048,12807,19146,8400
10/6/2021,22489,11836,11060,12812,19151,8412
10/7/2021,22499,11846,11066,12819,19154,8421
10/8/2021,22519,11858,11085,12822,19157,8434
10/9/2021,22529,11861,11087,12824,19166,8441
11/1/2021,22900,12033,11240,12993,19450,8626
11/10/2021,23096,12135,11310,13081,19551,9808
11/11/2021,23128,12147,11318,13094,19558,9877
11/12/2021,23158,12159,11336,13107,19575,10203
11/13/2021,23173,12167,11345,13113,19583,10340
11/14/2021,23193,12172,11349,13120,19584,10385
11/15/2021,23216,12184,11362,13137,19606,10443
11/16/2021,23242,12198,11368,13147,19613,10531
11/17/2021,23263,12210,11376,13157,19640,10694
11/18/2021,23295,12220,11388,13166,19652,10761
11/19/2021,23342,12238,11401,13185,19667,10912
11/2/2021,22914,12039,11244,13000,19463,8635
11/20/2021,23364,12254,11409,13194,19678,11043
11/21/2021,23382,12262,11412,13198,19681,11075
11/3/2021,22942,12055,11252,13009,19477,8646
11/4/2021,22963,12066,11258,13019,19492,8650
11/5/2021,23002,12086,11277,13035,19506,8756
11/6/2021,23022,12097,11289,13045,19512,9156
11/7/2021,23033,12105,11291,13050,19520,9212
11/8/2021,23050,12111,11297,13058,19529,9373
11/9/2021,23072,12119,11306,13065,19534,9529
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,3,3,1,3,1,
12/16/2020,26,43,35,25,14,
12/17/2020,54,78,66,53,19,
12/18/2020,101,135,112,84,39,
12/19/2020,111,147,120,98,40,
12/2/2020,,1,,1,,
12/20/2020,112,148,120,98,42,
12/21/2020,114,149,122,98,43,
12/22/2020,121,169,135,109,48,1
12/23/2020,175,280,212,149,71,2
12/24/2020,254,381,284,205,84,2
12/25/2020,280,408,305,225,89,2
12/26/2020,298,432,319,235,91,2
12/27/2020,325,455,333,247,94,2
12/28/2020,380,514,377,277,106,3
12/29/2020,444,589,423,326,201,3
12/3/2020,,1,,1,,
12/30/2020,544,673,499,389,303,3
12/31/2020,597,715,547,425,353,3
12/4/2020,,1,,1,,
12/5/2020,,1,,1,,
12/6/2020,,1,,1,,
12/7/2020,,1,,1,,
12/8/2020,,1,,1,,
12/9/2020,,1,,1,,
2/1/2021,3099,2802,2619,2647,6079,54
2/10/2021,4987,3671,3586,3941,10071,213
2/11/2021,5134,3790,3712,4119,10708,222
2/12/2021,5560,4095,4006,4504,11441,273
2/13/2021,5965,4317,4185,4701,11951,312
2/14/2021,5975,4320,4189,4705,11979,312
2/15/2021,6109,4449,4302,4816,12313,321
2/16/2021,6272,4607,4454,5005,12727,333
2/17/2021,6867,4952,4734,5278,13074,639
2/18/2021,6933,5012,4812,5374,13171,643
2/19/2021,7056,5084,4893,5485,13255,656
2/2/2021,3144,2838,2655,2696,6485,56
2/20/2021,7293,5190,5007,5571,13316,676
2/21/2021,7296,5193,5010,5574,13323,677
2/22/2021,7329,5215,5029,5619,13350,678
2/23/2021,7355,5234,5066,5666,13408,680
2/24/2021,7646,5445,5252,5886,13630,698
2/25/2021,7902,5638,5427,6076,13921,726
2/26/2021,8207,5856,5652,6288,14196,745
2/27/2021,8300,5933,5726,6359,14279,753
2/28/2021,8310,5938,5733,6365,14308,753
2/3/2021,3508,2968,2801,2868,6987,66
2/4/2021,3942,3114,2950,3055,7623,81
2/5/2021,4045,3205,3051,3203,8236,84
