date,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ
2021-10-08 00:00:00,8,1,0.125,,,
2021-10-07 00:00:00,15,1,0.0666666666666667,,,
2021-10-06 00:00:00,18,2,0.1111111111111111,2,1,0.5
2021-10-05 00:00:00,15,1,0.0666666666666667,2,2,1
2021-10-04 00:00:00,19,3,0.1578947368421053,,,
2021-10-03 00:00:00,1,0,0,,,
2021-10-02 00:00:00,7,2,0.2857142857142857,,,
2021-10-01 00:00:00,23,4,0.1739130434782609,,,
2021-09-30 00:00:00,13,1,0.0769230769230769,2,0,0
2021-09-29 00:00:00,23,4,0.1739130434782609,2,0,0
2021-09-28 00:00:00,25,5,0.2,,,
2021-09-27 00:00:00,29,2,0.0689655172413793,1,0,0
2021-09-26 00:00:00,3,0,0,,,
2021-09-25 00:00:00,9,1,0.1111111111111111,,,
2021-09-24 00:00:00,17,3,0.1764705882352941,,,
2021-09-23 00:00:00,35,5,0.1428571428571429,2,1,0.5
2021-09-22 00:00:00,33,3,0.0909090909090909,1,1,1
2021-09-21 00:00:00,39,6,0.1538461538461539,,,
2021-09-20 00:00:00,59,6,0.1016949152542373,,,
2021-09-19 00:00:00,13,2,0.1538461538461539,,,
2021-09-18 00:00:00,4,0,0,,,
2021-09-17 00:00:00,20,4,0.2,,,
2021-09-16 00:00:00,34,3,0.0882352941176471,,,
2021-09-15 00:00:00,35,8,0.2285714285714286,1,0,0
2021-09-14 00:00:00,46,11,0.2391304347826087,,,
2021-09-13 00:00:00,18,5,0.2777777777777778,,,
2021-09-12 00:00:00,10,4,0.4,,,
2021-09-11 00:00:00,6,2,0.3333333333333333,,,
2021-09-10 00:00:00,11,2,0.1818181818181818,,,
2021-09-09 00:00:00,12,2,0.1666666666666667,,,
2021-09-08 00:00:00,15,2,0.1333333333333333,,,
2021-09-07 00:00:00,28,2,0.0714285714285714,2,1,0.5
2021-09-06 00:00:00,13,3,0.2307692307692308,,,
2021-09-05 00:00:00,6,0,0,,,
2021-09-04 00:00:00,4,0,0,,,
2021-09-03 00:00:00,19,1,0.0526315789473684,2,0,0
2021-09-02 00:00:00,17,1,0.0588235294117647,,,
2021-09-01 00:00:00,21,5,0.2380952380952381,,,
2021-08-31 00:00:00,25,3,0.12,,,
2021-08-30 00:00:00,23,7,0.3043478260869566,,,
2021-08-29 00:00:00,2,0,0,,,
2021-08-28 00:00:00,5,0,0,,,
2021-08-27 00:00:00,10,0,0,,,
2021-08-26 00:00:00,17,1,0.0588235294117647,,,
2021-08-25 00:00:00,29,2,0.0689655172413793,,,
2021-08-24 00:00:00,21,3,0.1428571428571429,,,
2021-08-23 00:00:00,35,1,0.0285714285714286,1,0,0
2021-08-22 00:00:00,3,0,0,,,
2021-08-21 00:00:00,10,1,0.1,,,
2021-08-20 00:00:00,27,0,0,1,0,0
2021-08-19 00:00:00,32,1,0.03125,1,0,0
2021-08-18 00:00:00,24,1,0.0416666666666667,,,
2021-08-17 00:00:00,20,0,0,2,0,0
2021-08-16 00:00:00,48,0,0,,,
2021-08-15 00:00:00,8,0,0,,,
2021-08-14 00:00:00,3,1,0.3333333333333333,,,
2021-08-13 00:00:00,5,0,0,,,
2021-08-12 00:00:00,6,1,0.1666666666666667,,,
2021-08-11 00:00:00,12,2,0.1666666666666667,,,
2021-08-10 00:00:00,17,4,0.2352941176470588,,,
2021-08-09 00:00:00,12,2,0.1666666666666667,,,
2021-08-08 00:00:00,4,0,0,,,
2021-08-07 00:00:00,6,0,0,,,
2021-08-06 00:00:00,3,0,0,,,
2021-08-05 00:00:00,9,1,0.1111111111111111,,,
2021-08-04 00:00:00,12,2,0.1666666666666667,,,
2021-08-03 00:00:00,12,2,0.1666666666666667,1,0,0
2021-08-02 00:00:00,11,3,0.2727272727272727,2,2,1
2021-08-01 00:00:00,7,2,0.2857142857142857,,,
2021-07-31 00:00:00,4,0,0,1,0,0
2021-07-30 00:00:00,7,0,0,,,
2021-07-29 00:00:00,7,0,0,,,
2021-07-28 00:00:00,16,1,0.0625,2,1,0.5
2021-07-27 00:00:00,13,5,0.3846153846153847,,,
2021-07-26 00:00:00,19,3,0.1578947368421053,,,
2021-07-25 00:00:00,4,1,0.25,,,
2021-07-24 00:00:00,6,0,0,,,
2021-07-23 00:00:00,10,4,0.4,1,1,1
2021-07-22 00:00:00,8,0,0,1,0,0
2021-07-21 00:00:00,10,0,0,,,
2021-07-20 00:00:00,13,2,0.1538461538461539,1,0,0
2021-07-19 00:00:00,8,1,0.125,,,
2021-07-18 00:00:00,1,0,0,,,
2021-07-17 00:00:00,8,0,0,,,
2021-07-16 00:00:00,2,0,0,,,
2021-07-15 00:00:00,8,0,0,1,1,1
2021-07-14 00:00:00,11,0,0,1,1,1
2021-07-13 00:00:00,19,4,0.2105263157894737,1,1,1
2021-07-12 00:00:00,7,0,0,1,1,1
2021-07-11 00:00:00,2,0,0,,,
2021-07-10 00:00:00,7,0,0,,,
2021-07-09 00:00:00,5,0,0,,,
2021-07-08 00:00:00,7,0,0,,,
2021-07-07 00:00:00,5,2,0.4,3,0,0
2021-07-06 00:00:00,11,4,0.3636363636363637,,,
2021-07-05 00:00:00,9,0,0,,,
2021-07-04 00:00:00,1,1,1,,,
2021-07-03 00:00:00,6,0,0,,,
2021-07-02 00:00:00,8,2,0.25,,,
2021-07-01 00:00:00,3,0,0,1,1,1
2021-06-30 00:00:00,2,0,0,,,
2021-06-29 00:00:00,5,0,0,2,1,0.5
2021-06-28 00:00:00,8,1,0.125,,,
2021-06-27 00:00:00,2,0,0,,,
2021-06-26 00:00:00,4,0,0,,,
2021-06-25 00:00:00,5,0,0,,,
2021-06-24 00:00:00,6,0,0,4,4,1
2021-06-23 00:00:00,8,0,0,1,0,0
2021-06-22 00:00:00,11,1,0.0909090909090909,1,1,1
2021-06-21 00:00:00,10,2,0.2,,,
2021-06-19 00:00:00,2,0,0,1,1,1
2021-06-18 00:00:00,6,0,0,,,
2021-06-17 00:00:00,7,0,0,,,
2021-06-16 00:00:00,5,0,0,,,
2021-06-15 00:00:00,8,0,0,1,0,0
2021-06-14 00:00:00,5,0,0,,,
2021-06-13 00:00:00,1,0,0,,,
2021-06-12 00:00:00,2,0,0,,,
2021-06-11 00:00:00,6,0,0,,,
2021-06-10 00:00:00,11,0,0,1,1,1
2021-06-09 00:00:00,10,0,0,,,
2021-06-08 00:00:00,8,0,0,,,
2021-06-07 00:00:00,16,4,0.25,,,
2021-06-06 00:00:00,6,0,0,,,
2021-06-05 00:00:00,1,0,0,,,
2021-06-04 00:00:00,8,0,0,1,0,0
2021-06-03 00:00:00,15,0,0,3,1,0.3333333333333333
2021-06-02 00:00:00,11,0,0,,,
2021-06-01 00:00:00,15,0,0,,,
2021-05-31 00:00:00,4,1,0.25,,,
2021-05-30 00:00:00,10,0,0,,,
2021-05-29 00:00:00,5,1,0.2,,,
2021-05-28 00:00:00,6,0,0,,,
2021-05-27 00:00:00,6,0,0,,,
2021-05-26 00:00:00,11,1,0.0909090909090909,,,
2021-05-25 00:00:00,5,0,0,2,2,1
2021-05-24 00:00:00,2,0,0,2,1,0.5
2021-05-23 00:00:00,1,0,0,,,
2021-05-22 00:00:00,3,0,0,,,
2021-05-21 00:00:00,7,0,0,1,1,1
2021-05-20 00:00:00,4,0,0,,,
2021-05-19 00:00:00,8,1,0.125,,,
2021-05-18 00:00:00,14,0,0,,,
2021-05-17 00:00:00,12,1,0.0833333333333333,8,6,0.75
2021-05-16 00:00:00,6,0,0,,,
2021-05-15 00:00:00,5,0,0,,,
2021-05-14 00:00:00,8,1,0.125,,,
2021-05-13 00:00:00,16,0,0,,,
2021-05-12 00:00:00,25,2,0.08,,,
2021-05-11 00:00:00,7,0,0,1,0,0
2021-05-10 00:00:00,11,0,0,,,
2021-05-09 00:00:00,1,0,0,,,
2021-05-08 00:00:00,4,0,0,,,
2021-05-07 00:00:00,5,0,0,,,
2021-05-06 00:00:00,10,0,0,,,
2021-05-05 00:00:00,7,0,0,,,
2021-05-04 00:00:00,4,0,0,1,0,0
2021-05-03 00:00:00,5,0,0,,,
2021-05-02 00:00:00,1,0,0,,,
2021-04-30 00:00:00,9,0,0,3,1,0.3333333333333333
2021-04-29 00:00:00,5,0,0,1,0,0
2021-04-28 00:00:00,7,0,0,,,
2021-04-27 00:00:00,12,1,0.0833333333333333,1,0,0
2021-04-26 00:00:00,4,0,0,1,0,0
2021-04-24 00:00:00,3,0,0,,,
2021-04-23 00:00:00,4,0,0,,,
2021-04-22 00:00:00,2,0,0,,,
2021-04-21 00:00:00,1,0,0,,,
2021-04-20 00:00:00,7,1,0.1428571428571429,1,0,0
2021-04-19 00:00:00,13,0,0,,,
2021-04-18 00:00:00,4,0,0,,,
2021-04-17 00:00:00,1,0,0,,,
2021-04-16 00:00:00,5,0,0,,,
2021-04-15 00:00:00,4,1,0.25,,,
2021-04-14 00:00:00,5,0,0,,,
2021-04-13 00:00:00,8,0,0,6,5,0.8333333333333334
2021-04-12 00:00:00,16,0,0,,,
2021-04-11 00:00:00,1,0,0,,,
2021-04-09 00:00:00,9,0,0,,,
2021-04-08 00:00:00,8,0,0,2,0,0
2021-04-07 00:00:00,12,0,0,,,
2021-04-06 00:00:00,3,0,0,,,
2021-04-05 00:00:00,12,0,0,,,
2021-04-04 00:00:00,2,0,0,,,
2021-04-03 00:00:00,3,0,0,,,
2021-04-02 00:00:00,5,0,0,2,1,0.5
2021-04-01 00:00:00,5,0,0,1,0,0
2021-03-31 00:00:00,36,0,0,2,2,1
2021-03-30 00:00:00,13,0,0,2,0,0
2021-03-29 00:00:00,15,3,0.2,,,
2021-03-28 00:00:00,3,0,0,,,
2021-03-27 00:00:00,5,2,0.4,,,
2021-03-26 00:00:00,7,0,0,1,0,0
