date,Yuma_cume,Yuma
1/1/2021,6,
1/10/2021,7,1
1/11/2021,8,1
1/12/2021,9,1
1/13/2021,10,1
1/14/2021,12,2
1/15/2021,19,7
1/16/2021,50,31
1/17/2021,53,3
1/18/2021,55,2
1/19/2021,231,176
1/2/2021,930,699
1/20/2021,1687,757
1/21/2021,1925,238
1/22/2021,2029,104
1/23/2021,2030,1
1/24/2021,2460,430
1/25/2021,2820,360
1/26/2021,3256,436
1/27/2021,3349,93
1/28/2021,3392,43
1/29/2021,3395,3
1/3/2021,3396,1
1/30/2021,3616,220
1/31/2021,3947,331
1/4/2021,4433,486
1/5/2021,4662,229
1/6/2021,4989,327
1/7/2021,5003,14
1/8/2021,5018,15
1/9/2021,5698,680
10/1/2021,6380,682
10/2/2021,7132,752
10/3/2021,7318,186
10/4/2021,7512,194
10/5/2021,7513,1
10/6/2021,7514,1
10/7/2021,7551,37
10/8/2021,7942,391
10/9/2021,8520,578
12/1/2020,10313,1793
12/10/2020,11897,1584
12/12/2020,12042,145
12/16/2020,12056,14
12/17/2020,12493,437
12/19/2020,13347,854
12/20/2020,14753,1406
12/21/2020,16827,2074
12/22/2020,18901,2074
12/23/2020,20104,1203
12/24/2020,20117,13
12/26/2020,21012,895
12/27/2020,22095,1083
12/28/2020,23604,1509
12/29/2020,24618,1014
12/3/2020,25325,707
12/30/2020,25368,43
12/31/2020,25390,22
12/4/2020,25673,283
12/8/2020,26521,848
2/1/2021,28885,2364
2/10/2021,31362,2477
2/11/2021,33249,1887
2/12/2021,34119,870
2/13/2021,34122,3
2/14/2021,34238,116
2/15/2021,34498,260
2/16/2021,34834,336
2/17/2021,35463,629
2/18/2021,36322,859
2/19/2021,36702,380
2/2/2021,36712,10
2/20/2021,36756,44
2/21/2021,37957,1201
2/22/2021,40592,2635
2/23/2021,43758,3166
2/24/2021,46514,2756
2/25/2021,47359,845
2/26/2021,47711,352
2/27/2021,49632,1921
2/28/2021,51006,1374
2/3/2021,52285,1279
2/4/2021,55169,2884
2/5/2021,58812,3643
2/6/2021,59044,232
2/7/2021,59222,178
2/8/2021,60249,1027
2/9/2021,62431,2182
3/1/2021,64404,1973
3/10/2021,67832,3428
3/11/2021,71027,3195
3/12/2021,72664,1637
3/13/2021,72868,204
3/14/2021,73726,858
3/15/2021,75346,1620
3/16/2021,77461,2115
3/17/2021,81420,3959
3/18/2021,84589,3169
3/19/2021,85932,1343
3/2/2021,86283,351
3/20/2021,86837,554
3/21/2021,88351,1514
3/22/2021,90712,2361
3/23/2021,93050,2338
3/24/2021,95308,2258
3/25/2021,95917,609
3/26/2021,96170,253
3/27/2021,96788,618
3/28/2021,99631,2843
3/29/2021,102660,3029
3/3/2021,105609,2949
3/30/2021,107528,1919
3/31/2021,108290,762
3/4/2021,108986,696
3/5/2021,110421,1435
3/6/2021,112645,2224
3/7/2021,115102,2457
3/8/2021,117988,2886
3/9/2021,120038,2050
4/1/2021,120586,548
4/10/2021,120802,216
4/11/2021,121455,653
4/12/2021,122503,1048
4/13/2021,125186,2683
4/14/2021,128225,3039
4/15/2021,131348,3123
4/16/2021,132105,757
4/17/2021,132678,573
4/18/2021,134283,1605
4/19/2021,136274,1991
4/2/2021,137884,1610
4/20/2021,139288,1404
4/21/2021,141244,1956
4/22/2021,141574,330
4/23/2021,141765,191
4/24/2021,142315,550
4/25/2021,145454,3139
4/26/2021,147394,1940
4/27/2021,149205,1811
4/28/2021,150739,1534
4/29/2021,150991,252
4/3/2021,151174,183
4/30/2021,152053,879
4/4/2021,153653,1600
4/5/2021,154867,1214
4/6/2021,156396,1529
4/7/2021,157580,1184
4/8/2021,157847,267
4/9/2021,157974,127
