date,Pima_cume,Pima
1/1/2021,29,
1/10/2021,31,2
1/11/2021,35,4
1/12/2021,37,2
1/13/2021,38,1
1/14/2021,44,6
1/15/2021,45,1
1/16/2021,50,5
1/17/2021,51,1
1/18/2021,52,1
1/19/2021,56,4
1/2/2021,76,20
1/20/2021,82,6
1/21/2021,1317,1235
1/22/2021,2727,1410
1/23/2021,3468,741
1/24/2021,3477,9
1/25/2021,5004,1527
1/26/2021,6516,1512
1/27/2021,8377,1861
1/28/2021,9420,1043
1/29/2021,9422,2
1/3/2021,10217,795
1/30/2021,10386,169
1/31/2021,12248,1862
1/4/2021,14342,2094
1/5/2021,16617,2275
1/6/2021,18278,1661
1/7/2021,18756,478
1/8/2021,19390,634
1/9/2021,19831,441
10/1/2021,21676,1845
10/2/2021,23430,1754
10/3/2021,25602,2172
10/4/2021,27863,2261
10/5/2021,30531,2668
10/6/2021,32058,1527
10/7/2021,32469,411
10/8/2021,35260,2791
10/9/2021,38009,2749
12/1/2020,40510,2501
12/10/2020,42957,2447
12/11/2020,47060,4103
12/12/2020,48476,1416
12/13/2020,48986,510
12/14/2020,52966,3980
12/15/2020,57094,4128
12/16/2020,61853,4759
12/17/2020,67218,5365
12/18/2020,73797,6579
12/19/2020,76365,2568
12/2/2020,77375,1010
12/20/2020,84734,7359
12/21/2020,91753,7019
12/22/2020,99335,7582
12/23/2020,106321,6986
12/24/2020,113631,7310
12/25/2020,117466,3835
12/26/2020,118995,1529
12/27/2020,124930,5935
12/28/2020,131296,6366
12/29/2020,138325,7029
12/3/2020,145598,7273
12/30/2020,154451,8853
12/31/2020,158827,4376
12/4/2020,159927,1100
12/5/2020,166831,6904
12/9/2020,173048,6217
2/1/2021,180590,7542
2/10/2021,188351,7761
2/11/2021,197168,8817
2/12/2021,201478,4310
2/13/2021,202411,933
2/14/2021,208590,6179
2/15/2021,215497,6907
2/16/2021,223063,7566
2/17/2021,230340,7277
2/18/2021,234687,4347
2/19/2021,236810,2123
2/2/2021,237500,690
2/20/2021,241353,3853
2/21/2021,245919,4566
2/22/2021,252330,6411
2/23/2021,260590,8260
2/24/2021,270801,10211
2/25/2021,275202,4401
2/26/2021,277396,2194
2/27/2021,285070,7674
2/28/2021,291789,6719
2/3/2021,299967,8178
2/4/2021,306319,6352
2/5/2021,314272,7953
2/6/2021,319004,4732
2/7/2021,321303,2299
2/8/2021,329278,7975
2/9/2021,337247,7969
3/1/2021,347159,9912
3/10/2021,356785,9626
3/11/2021,367283,10498
3/12/2021,372484,5201
3/13/2021,374334,1850
3/14/2021,381129,6795
3/15/2021,388807,7678
3/16/2021,397669,8862
3/17/2021,406312,8643
3/18/2021,415402,9090
3/19/2021,419840,4438
3/2/2021,423414,3574
3/20/2021,429899,6485
3/21/2021,437194,7295
3/22/2021,445984,8790
3/23/2021,456132,10148
3/24/2021,466504,10372
3/25/2021,472164,5660
3/26/2021,475144,2980
3/27/2021,481903,6759
3/28/2021,490320,8417
3/29/2021,500013,9693
3/3/2021,508104,8091
3/30/2021,516878,8774
3/31/2021,521943,5065
3/4/2021,523768,1825
3/5/2021,531803,8035
3/6/2021,540594,8791
3/7/2021,551453,10859
3/8/2021,562051,10598
3/9/2021,573269,11218
4/1/2021,578894,5625
4/10/2021,580851,1957
4/11/2021,589361,8510
4/12/2021,596617,7256
4/13/2021,604928,8311
4/14/2021,613640,8712
4/15/2021,622709,9069
4/16/2021,626289,3580
4/17/2021,628927,2638
4/18/2021,635342,6415
4/19/2021,642251,6909
4/2/2021,650198,7947
4/20/2021,657901,7703
4/21/2021,666361,8460
4/22/2021,671186,4825
4/23/2021,672749,1563
4/24/2021,680317,7568
4/25/2021,687664,7347
4/26/2021,694948,7284
4/27/2021,701943,6995
4/28/2021,708307,6364
4/29/2021,710560,2253
4/3/2021,711770,1210
4/30/2021,717506,5736
4/4/2021,722994,5488
4/5/2021,729202,6208
4/6/2021,734371,5169
4/7/2021,739773,5402
4/8/2021,742249,2476
4/9/2021,743239,990
5/1/2021,747158,3919
5/10/2021,750437,3279
5/11/2021,754126,3689
5/12/2021,758794,4668
5/13/2021,764176,5382
5/14/2021,767489,3313
5/15/2021,769388,1899
5/16/2021,773722,4334
5/17/2021,777021,3299
5/18/2021,780269,3248
5/19/2021,783471,3202
5/2/2021,787978,4507
5/20/2021,790718,2740
5/21/2021,792369,1651
5/22/2021,795393,3024
5/23/2021,798402,3009
5/24/2021,801235,2833
5/25/2021,803783,2548
5/26/2021,807142,3359
5/27/2021,808957,1815
5/28/2021,809887,930
5/29/2021,810596,709
5/3/2021,813480,2884
5/30/2021,815907,2427
5/31/2021,818537,2630
5/4/2021,821961,3424
5/5/2021,824629,2668
5/6/2021,826283,1654
5/7/2021,829025,2742
5/8/2021,831495,2470
5/9/2021,833847,2352
6/1/2021,836239,2392
6/10/2021,839136,2897
6/11/2021,841413,2277
6/12/2021,842568,1155
6/13/2021,845277,2709
6/14/2021,847182,1905
6/15/2021,849255,2073
6/16/2021,851209,1954
6/17/2021,853781,2572
6/18/2021,855426,1645
6/19/2021,856184,758
6/2/2021,857970,1786
6/20/2021,859984,2014
6/21/2021,861911,1927
6/22/2021,863701,1790
6/23/2021,866059,2358
6/24/2021,867487,1428
6/25/2021,868093,606
6/26/2021,869563,1470
6/27/2021,871169,1606
6/28/2021,872824,1655
6/29/2021,874161,1337
6/3/2021,875786,1625
6/30/2021,876638,852
6/4/2021,876853,215
6/5/2021,877831,978
6/6/2021,879295,1464
6/7/2021,880998,1703
6/8/2021,882815,1817
6/9/2021,884762,1947
7/1/2021,885877,1115
7/10/2021,886343,466
7/11/2021,887684,1341
7/12/2021,889072,1388
7/13/2021,890329,1257
7/14/2021,891559,1230
7/15/2021,893271,1712
7/16/2021,894416,1145
7/17/2021,894909,493
7/18/2021,896410,1501
7/19/2021,897906,1496
7/2/2021,899457,1551
7/20/2021,900921,1464
7/21/2021,902828,1907
7/22/2021,903934,1106
7/23/2021,904585,651
7/24/2021,906215,1630
7/25/2021,908274,2059
7/26/2021,910312,2038
7/27/2021,912114,1802
7/28/2021,914641,2527
7/29/2021,916190,1549
7/3/2021,916930,740
7/30/2021,918779,1849
7/31/2021,920778,1999
7/4/2021,922574,1796
7/5/2021,924109,1535
7/6/2021,926706,2597
7/7/2021,928136,1430
7/8/2021,928861,725
7/9/2021,930655,1794
8/1/2021,932394,1739
8/10/2021,934094,1700
8/11/2021,935756,1662
8/12/2021,938416,2660
8/13/2021,939974,1558
8/14/2021,941019,1045
8/15/2021,943200,2181
8/16/2021,945329,2129
8/17/2021,947696,2367
8/18/2021,949729,2033
8/19/2021,952510,2781
8/2/2021,953946,1436
8/20/2021,955113,1167
8/21/2021,957449,2336
8/22/2021,959952,2503
8/23/2021,962134,2182
8/24/2021,963996,1862
8/25/2021,966518,2522
8/26/2021,967940,1422
8/27/2021,968941,1001
8/28/2021,970636,1695
