Category,value
tests,13670893
day,
pos,
est_pos,
total_pos,
APACHE,74856
COCHISE,156145
COCONINO,353360
GILA,93516
GRAHAM,32323
GREENLEE,3554
LA PAZ,25716
MARICOPA,8272525
MOHAVE,289916
NAVAJO,174838
PIMA,2167748
PINAL,878298
SANTA CRUZ,74625
YAVAPAI,290884
YUMA,306958
0_5,
Less than 20 years,2366748
20 - 44 years,5801926
45 - 54 years,1795890
55 - 64 years,1665363
65 years and older,2005655
Unknown,35311
positive,0.0969627221864731
