date,Yavapai_cume,Yavapai
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,5,2
1/13/2021,8,3
1/14/2021,11,3
1/15/2021,14,3
1/16/2021,17,3
1/17/2021,382,365
1/18/2021,822,440
1/19/2021,872,50
1/2/2021,888,16
1/20/2021,926,38
1/21/2021,940,14
1/22/2021,1016,76
1/23/2021,1320,304
1/24/2021,2069,749
1/25/2021,2211,142
1/26/2021,2239,28
1/27/2021,2359,120
1/28/2021,2363,4
1/29/2021,2406,43
1/3/2021,2478,72
1/30/2021,2566,88
1/31/2021,3228,662
1/4/2021,3967,739
1/5/2021,4151,184
1/6/2021,4160,9
1/7/2021,4238,78
1/8/2021,4459,221
1/9/2021,4923,464
10/1/2021,5249,326
10/10/2021,5360,111
10/11/2021,5658,298
10/12/2021,5689,31
10/13/2021,5893,204
10/14/2021,6633,740
10/15/2021,7576,943
10/16/2021,9000,1424
10/17/2021,10674,1674
10/18/2021,12089,1415
10/19/2021,13424,1335
10/2/2021,14277,853
10/20/2021,14774,497
10/21/2021,16526,1752
10/22/2021,18489,1963
10/23/2021,20262,1773
10/24/2021,21213,951
10/25/2021,22127,914
10/26/2021,24079,1952
10/27/2021,26289,2210
10/28/2021,28759,2470
10/29/2021,30682,1923
10/3/2021,32542,1860
10/30/2021,33795,1253
10/4/2021,34801,1006
10/5/2021,36340,1539
10/6/2021,37893,1553
10/7/2021,40004,2111
10/8/2021,41651,1647
10/9/2021,43205,1554
12/1/2020,44495,1290
12/12/2020,45497,1002
12/16/2020,46273,776
12/17/2020,47736,1463
12/19/2020,48697,961
12/20/2020,49284,587
12/21/2020,49855,571
12/22/2020,50140,285
12/23/2020,50356,216
12/24/2020,50653,297
12/25/2020,52081,1428
12/26/2020,55062,2981
12/27/2020,57861,2799
12/28/2020,61008,3147
12/29/2020,62184,1176
12/30/2020,63333,1149
12/31/2020,65887,2554
12/6/2020,68166,2279
2/1/2021,70841,2675
2/10/2021,72516,1675
2/11/2021,74513,1997
2/12/2021,76149,1636
2/13/2021,77727,1578
2/14/2021,80257,2530
2/15/2021,83086,2829
2/16/2021,85970,2884
2/17/2021,87986,2016
2/18/2021,89820,1834
2/19/2021,91574,1754
2/2/2021,93262,1688
2/20/2021,95300,2038
2/21/2021,97478,2178
2/22/2021,99300,1822
2/23/2021,100578,1278
2/24/2021,101837,1259
2/25/2021,102803,966
2/26/2021,103086,283
2/27/2021,104194,1108
2/28/2021,105301,1107
2/3/2021,106695,1394
2/4/2021,108125,1430
2/5/2021,109591,1466
2/6/2021,110452,861
2/7/2021,110660,208
2/8/2021,111680,1020
2/9/2021,112763,1083
3/1/2021,113917,1154
3/10/2021,115276,1359
3/11/2021,116613,1337
3/12/2021,117424,811
3/13/2021,117635,211
3/14/2021,119017,1382
3/15/2021,120631,1614
3/16/2021,122165,1534
3/17/2021,123977,1812
3/18/2021,125886,1909
3/19/2021,126692,806
3/2/2021,127361,669
3/20/2021,128623,1262
3/21/2021,129432,809
3/22/2021,130980,1548
3/23/2021,132680,1700
3/24/2021,134183,1503
3/25/2021,135847,1664
3/26/2021,136604,757
3/27/2021,138176,1572
3/28/2021,139049,873
3/29/2021,140336,1287
3/3/2021,141833,1497
3/30/2021,143295,1462
3/31/2021,144523,1228
3/4/2021,145024,501
3/5/2021,146199,1175
3/6/2021,147046,847
3/7/2021,148134,1088
3/8/2021,148978,844
3/9/2021,149957,979
4/1/2021,150555,598
4/10/2021,150772,217
4/11/2021,151504,732
4/12/2021,152388,884
4/13/2021,153028,640
4/14/2021,153626,598
4/15/2021,154229,603
4/16/2021,154688,459
4/17/2021,154847,159
4/18/2021,155445,598
4/19/2021,155966,521
4/2/2021,156671,705
4/20/2021,157222,551
4/21/2021,157952,730
4/22/2021,158414,462
4/23/2021,158596,182
4/24/2021,159027,431
4/25/2021,159529,502
4/26/2021,160105,576
4/27/2021,160778,673
4/28/2021,161287,509
4/29/2021,161559,272
4/3/2021,161744,185
4/30/2021,162133,389
4/4/2021,162517,384
4/5/2021,162930,413
4/6/2021,163296,366
4/7/2021,163726,430
4/8/2021,163921,195
4/9/2021,164064,143
5/1/2021,164163,99
5/10/2021,164563,400
