date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2020-10-03 00:00:00,8,,,,,1.0,1.0,,,2.0,,,1.0,3.0,,
2020-10-02 00:00:00,188,,3.0,2.0,,3.0,18.0,2.0,,153.0,,,2.0,3.0,2.0,
2020-10-01 00:00:00,394,3.0,10.0,7.0,2.0,23.0,81.0,1.0,5.0,233.0,1.0,1.0,4.0,9.0,13.0,1.0
2020-09-30 00:00:00,567,2.0,11.0,16.0,6.0,22.0,69.0,4.0,7.0,360.0,1.0,,7.0,24.0,36.0,2.0
2020-09-29 00:00:00,526,7.0,22.0,13.0,4.0,23.0,62.0,7.0,8.0,282.0,,,10.0,57.0,29.0,2.0
2020-09-28 00:00:00,591,9.0,42.0,10.0,2.0,34.0,83.0,6.0,11.0,325.0,1.0,,13.0,21.0,30.0,4.0
2020-09-27 00:00:00,243,1.0,4.0,5.0,3.0,15.0,28.0,2.0,2.0,161.0,2.0,,2.0,13.0,4.0,1.0
2020-09-26 00:00:00,362,6.0,1.0,8.0,2.0,9.0,27.0,3.0,8.0,246.0,,,18.0,10.0,23.0,1.0
2020-09-25 00:00:00,515,14.0,20.0,11.0,7.0,33.0,71.0,5.0,6.0,294.0,,,5.0,10.0,36.0,3.0
2020-09-24 00:00:00,533,2.0,21.0,3.0,7.0,24.0,85.0,5.0,11.0,308.0,3.0,,1.0,7.0,54.0,2.0
2020-09-23 00:00:00,610,15.0,18.0,10.0,3.0,28.0,84.0,10.0,9.0,361.0,,,6.0,4.0,59.0,3.0
2020-09-22 00:00:00,623,12.0,32.0,11.0,2.0,37.0,96.0,8.0,16.0,335.0,1.0,,5.0,15.0,48.0,5.0
2020-09-21 00:00:00,687,22.0,25.0,11.0,2.0,37.0,167.0,8.0,13.0,324.0,1.0,1.0,6.0,11.0,50.0,9.0
2020-09-20 00:00:00,298,6.0,8.0,3.0,1.0,17.0,48.0,1.0,8.0,189.0,,,3.0,7.0,6.0,1.0
2020-09-19 00:00:00,339,3.0,5.0,3.0,1.0,27.0,30.0,4.0,6.0,214.0,,,7.0,11.0,27.0,1.0
2020-09-18 00:00:00,535,7.0,28.0,8.0,1.0,13.0,129.0,4.0,4.0,299.0,,,4.0,7.0,29.0,2.0
2020-09-17 00:00:00,643,12.0,22.0,10.0,2.0,28.0,153.0,9.0,11.0,323.0,2.0,,1.0,9.0,60.0,1.0
2020-09-16 00:00:00,726,5.0,34.0,12.0,4.0,8.0,227.0,10.0,5.0,338.0,1.0,,4.0,11.0,65.0,2.0
2020-09-15 00:00:00,761,9.0,29.0,9.0,3.0,14.0,281.0,7.0,8.0,313.0,,,2.0,11.0,72.0,3.0
2020-09-14 00:00:00,865,12.0,27.0,12.0,6.0,24.0,346.0,8.0,14.0,335.0,1.0,,2.0,9.0,57.0,12.0
2020-09-13 00:00:00,226,9.0,8.0,2.0,8.0,13.0,56.0,2.0,3.0,114.0,,,,2.0,7.0,2.0
2020-09-12 00:00:00,351,8.0,7.0,4.0,1.0,9.0,106.0,1.0,9.0,170.0,,,,3.0,33.0,
2020-09-11 00:00:00,533,4.0,28.0,4.0,2.0,20.0,185.0,4.0,8.0,239.0,,,4.0,3.0,28.0,4.0
2020-09-10 00:00:00,633,3.0,23.0,9.0,1.0,19.0,236.0,12.0,10.0,272.0,,,,7.0,41.0,
