date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-03-07 00:00:00,158,3,0.0189873417721519,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,5.0,0.0,0.0,,,,6.0,0.0,0.0,,,,1.0,0.0,0.0,,,,,,,,,,135.0,2.0,0.0148148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,4.0,1.0,0.25,,,
2021-03-06 00:00:00,5357,312,0.0582415531080829,24.0,6.0,0.25,11.0,0.0,0.0,,,,37.0,3.0,0.0810810810810811,1.0,0.0,0.0,143.0,7.0,0.048951048951049,,,,4.0,0.0,0.0,,,,258.0,15.0,0.0581395348837209,2.0,0.0,0.0,657.0,28.0,0.0426179604261796,1.0,1.0,1.0,35.0,0.0,0.0,,,,62.0,4.0,0.0645161290322581,,,,3803.0,236.0,0.0620562713647121,20.0,5.0,0.25,,,,,,,,,,,,,5.0,0.0,0.0,,,,12.0,0.0,0.0,,,,61.0,4.0,0.0655737704918033,,,,20.0,2.0,0.1,,,
2021-03-05 00:00:00,21610,945,0.0437297547431745,589.0,271.0,0.4601018675721562,46.0,1.0,0.0217391304347826,1.0,0.0,0.0,346.0,7.0,0.0202312138728324,11.0,5.0,0.4545454545454546,355.0,19.0,0.0535211267605634,9.0,4.0,0.4444444444444444,102.0,5.0,0.0490196078431373,1.0,0.0,0.0,1834.0,59.0,0.0321701199563795,30.0,10.0,0.3333333333333333,3475.0,72.0,0.0207194244604317,46.0,21.0,0.4565217391304348,344.0,10.0,0.0290697674418605,8.0,3.0,0.375,627.0,29.0,0.0462519936204147,16.0,8.0,0.5,12986.0,685.0,0.0527491144309256,445.0,211.0,0.4741573033707866,22.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,,,,44.0,1.0,0.0227272727272727,2.0,1.0,0.5,71.0,1.0,0.0140845070422535,5.0,1.0,0.2,339.0,16.0,0.0471976401179941,1.0,0.0,0.0,142.0,14.0,0.0985915492957746,2.0,0.0,0.0
2021-03-04 00:00:00,31120,1088,0.034961439588689,1256.0,583.0,0.464171974522293,95.0,2.0,0.0210526315789474,36.0,28.0,0.7777777777777778,550.0,12.0,0.0218181818181818,14.0,8.0,0.5714285714285714,766.0,18.0,0.0234986945169713,20.0,10.0,0.5,80.0,3.0,0.0375,2.0,1.0,0.5,2376.0,86.0,0.0361952861952862,52.0,22.0,0.4230769230769231,4689.0,153.0,0.0326295585412668,72.0,31.0,0.4305555555555556,263.0,12.0,0.0456273764258555,3.0,3.0,1.0,932.0,28.0,0.0300429184549356,19.0,5.0,0.2631578947368421,19074.0,706.0,0.0370137359756737,971.0,450.0,0.4634397528321318,25.0,0.0,0.0,15.0,7.0,0.4666666666666668,8.0,0.0,0.0,,,,57.0,1.0,0.0175438596491228,,,,167.0,1.0,0.0059880239520958,2.0,1.0,0.5,817.0,25.0,0.0305997552019584,32.0,12.0,0.375,267.0,11.0,0.0411985018726592,12.0,4.0,0.3333333333333333
2021-03-03 00:00:00,30897,1217,0.0393889374372916,1402.0,653.0,0.4657631954350928,73.0,7.0,0.0958904109589041,1.0,0.0,0.0,370.0,30.0,0.0810810810810811,13.0,5.0,0.3846153846153847,448.0,11.0,0.0245535714285714,28.0,8.0,0.2857142857142857,256.0,5.0,0.01953125,1.0,1.0,1.0,1455.0,69.0,0.0474226804123711,66.0,35.0,0.5303030303030304,4304.0,152.0,0.0353159851301115,85.0,38.0,0.4470588235294118,318.0,15.0,0.0471698113207547,10.0,6.0,0.6,788.0,34.0,0.0431472081218274,70.0,22.0,0.3142857142857143,19848.0,806.0,0.040608625554212,1094.0,525.0,0.4798903107861062,17.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,,,,70.0,7.0,0.1,,,,169.0,2.0,0.0118343195266272,1.0,0.0,0.0,1072.0,45.0,0.0419776119402985,12.0,7.0,0.5833333333333334,228.0,11.0,0.0482456140350877,13.0,1.0,0.0769230769230769
2021-03-02 00:00:00,34788,1273,0.0365930780728987,1370.0,629.0,0.459124087591241,149.0,1.0,0.0067114093959732,,,,396.0,19.0,0.047979797979798,9.0,2.0,0.2222222222222222,751.0,19.0,0.0252996005326232,29.0,14.0,0.4827586206896552,86.0,5.0,0.0581395348837209,,,,1854.0,81.0,0.0436893203883495,56.0,21.0,0.375,5591.0,161.0,0.0287962797352889,89.0,41.0,0.4606741573033708,382.0,9.0,0.0235602094240838,6.0,4.0,0.6666666666666666,630.0,43.0,0.0682539682539683,36.0,13.0,0.3611111111111111,21109.0,819.0,0.0387986167037756,1064.0,501.0,0.4708646616541354,26.0,0.0,0.0,13.0,5.0,0.3846153846153847,7.0,0.0,0.0,,,,69.0,2.0,0.0289855072463768,1.0,1.0,1.0,100.0,6.0,0.06,10.0,6.0,0.6,1216.0,41.0,0.0337171052631579,39.0,15.0,0.3846153846153847,275.0,11.0,0.04,7.0,3.0,0.4285714285714286
2021-03-01 00:00:00,39604,1403,0.0354257145742854,972.0,441.0,0.4537037037037038,113.0,2.0,0.0176991150442478,1.0,0.0,0.0,941.0,36.0,0.0382571732199788,10.0,6.0,0.6,1000.0,16.0,0.016,52.0,32.0,0.6153846153846154,98.0,2.0,0.0204081632653061,1.0,1.0,1.0,2102.0,105.0,0.0499524262607041,84.0,28.0,0.3333333333333333,8455.0,181.0,0.0214074512123004,73.0,28.0,0.3835616438356164,353.0,21.0,0.0594900849858357,1.0,0.0,0.0,903.0,43.0,0.0476190476190476,55.0,21.0,0.3818181818181819,21820.0,886.0,0.0406049495875344,648.0,304.0,0.4691358024691358,18.0,1.0,0.0555555555555556,,,,5.0,0.0,0.0,,,,61.0,6.0,0.0983606557377049,,,,279.0,2.0,0.007168458781362,6.0,3.0,0.5,1151.0,50.0,0.0434404865334492,5.0,4.0,0.8,389.0,10.0,0.025706940874036,17.0,5.0,0.2941176470588236
2021-02-28 00:00:00,12097,775,0.0640654707778788,238.0,117.0,0.4915966386554622,29.0,2.0,0.0689655172413793,,,,169.0,10.0,0.0591715976331361,1.0,0.0,0.0,216.0,17.0,0.0787037037037037,5.0,2.0,0.4,26.0,1.0,0.0384615384615385,,,,795.0,85.0,0.1069182389937107,9.0,2.0,0.2222222222222222,1769.0,81.0,0.0457885811192764,3.0,1.0,0.3333333333333333,84.0,3.0,0.0357142857142857,,,,214.0,21.0,0.0981308411214953,,,,8014.0,512.0,0.0638881956575992,219.0,111.0,0.5068493150684932,17.0,1.0,0.0588235294117647,,,,2.0,0.0,0.0,,,,7.0,0.0,0.0,,,,31.0,2.0,0.0645161290322581,,,,117.0,2.0,0.0170940170940171,,,,103.0,11.0,0.1067961165048544,,,
2021-02-27 00:00:00,13350,986,0.0738576779026217,602.0,276.0,0.4584717607973422,27.0,0.0,0.0,1.0,1.0,1.0,296.0,7.0,0.0236486486486487,2.0,1.0,0.5,223.0,11.0,0.0493273542600897,4.0,3.0,0.75,30.0,1.0,0.0333333333333333,,,,866.0,84.0,0.0969976905311778,33.0,15.0,0.4545454545454546,1757.0,106.0,0.0603301081388731,8.0,3.0,0.375,80.0,5.0,0.0625,2.0,1.0,0.5,207.0,19.0,0.0917874396135266,1.0,1.0,1.0,8737.0,662.0,0.0757697150051505,516.0,230.0,0.4457364341085272,7.0,0.0,0.0,,,,,,,,,,14.0,0.0,0.0,,,,42.0,8.0,0.1904761904761905,,,,407.0,32.0,0.0786240786240786,29.0,18.0,0.6206896551724138,153.0,14.0,0.0915032679738562,,,
2021-02-26 00:00:00,27844,1360,0.0488435569602069,1273.0,603.0,0.4736842105263158,49.0,3.0,0.0612244897959184,4.0,3.0,0.75,504.0,25.0,0.0496031746031746,17.0,10.0,0.5882352941176472,527.0,25.0,0.047438330170778,27.0,15.0,0.5555555555555556,110.0,2.0,0.0181818181818182,7.0,5.0,0.7142857142857144,1592.0,90.0,0.0565326633165829,83.0,40.0,0.4819277108433736,5966.0,169.0,0.0283271873952397,80.0,28.0,0.35,280.0,21.0,0.075,6.0,3.0,0.5,643.0,46.0,0.0715396578538103,35.0,12.0,0.3428571428571429,15494.0,888.0,0.0573125080676391,937.0,454.0,0.4845250800426896,9.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,,,,46.0,0.0,0.0,1.0,1.0,1.0,121.0,6.0,0.0495867768595041,9.0,6.0,0.6666666666666666,856.0,31.0,0.036214953271028,50.0,19.0,0.38,320.0,15.0,0.046875,7.0,1.0,0.1428571428571429
