date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,946,864,631,481,219,7
1/10/2021,1293,1201,921,709,494,12
1/11/2021,1354,1288,984,748,834,12
1/12/2021,1417,1355,1060,802,1155,14
1/13/2021,1504,1429,1135,864,1490,14
1/14/2021,1523,1446,1164,887,1578,14
1/15/2021,1552,1462,1184,914,1667,14
1/16/2021,1556,1464,1187,915,1672,14
1/17/2021,1558,1467,1188,916,1676,14
1/18/2021,1567,1473,1197,920,1693,14
1/19/2021,1610,1501,1226,950,1805,19
1/2/2021,948,865,631,483,220,7
1/20/2021,1625,1508,1234,960,1835,20
1/21/2021,1747,1700,1404,1058,2356,23
1/22/2021,1856,1794,1486,1139,3017,24
1/23/2021,1885,1834,1511,1170,3051,25
1/24/2021,1886,1836,1514,1173,3062,25
1/25/2021,1921,1908,1577,1222,3219,25
1/26/2021,2055,2049,1715,1358,3373,33
1/27/2021,2197,2202,1833,1455,3573,33
1/28/2021,2354,2354,2022,1674,4267,34
1/29/2021,2513,2485,2188,1815,5349,38
1/3/2021,950,865,631,483,220,7
1/30/2021,2553,2516,2226,1890,6207,38
1/31/2021,2554,2517,2226,1891,6223,38
1/4/2021,1005,920,672,515,257,8
1/5/2021,1092,1015,737,560,292,8
1/6/2021,1207,1130,831,624,362,12
1/7/2021,1253,1168,891,661,393,12
1/8/2021,1286,1197,917,702,484,12
1/9/2021,1288,1198,921,706,489,12
12/1/2020,1,1,1,,2,
12/10/2020,1,2,3,,3,
12/11/2020,1,2,3,,3,
12/12/2020,1,2,5,,3,
12/13/2020,1,2,5,,3,
12/14/2020,1,2,5,,3,
12/15/2020,1,2,5,,3,
12/16/2020,3,3,6,1,4,
12/17/2020,9,7,10,5,6,
12/18/2020,9,7,11,5,6,
12/19/2020,9,7,11,5,8,
12/2/2020,1,1,1,,2,
12/20/2020,9,9,11,6,8,
12/21/2020,75,45,49,23,23,
12/22/2020,255,244,169,136,54,1
12/23/2020,446,459,327,253,94,4
12/24/2020,509,513,383,293,101,4
12/25/2020,509,513,383,293,101,4
12/26/2020,533,548,399,311,107,4
12/27/2020,533,548,399,311,108,4
12/28/2020,676,661,475,361,134,6
12/29/2020,775,750,533,409,166,7
12/3/2020,1,1,2,,2,
12/30/2020,913,848,613,463,200,7
12/31/2020,945,863,627,477,208,7
12/4/2020,1,1,3,,2,
12/5/2020,1,1,3,,2,
12/6/2020,1,1,3,,2,
12/7/2020,1,1,3,,2,
12/8/2020,1,1,3,,3,
12/9/2020,1,1,3,,3,
2/1/2021,2593,2543,2246,1916,6827,42
2/10/2021,2933,2845,2624,2360,9926,57
2/11/2021,3063,2959,2755,2515,10938,68
2/12/2021,3122,3006,2813,2570,12023,69
2/13/2021,3149,3029,2830,2605,12670,71
2/14/2021,3154,3033,2830,2606,12676,71
2/15/2021,3160,3037,2834,2613,12714,71
2/16/2021,3185,3041,2843,2617,12759,73
2/17/2021,3224,3077,2895,2674,12812,74
2/18/2021,3254,3099,2910,2693,12940,74
2/19/2021,3325,3170,2995,2788,13087,76
2/2/2021,2626,2576,2280,1973,7519,46
2/20/2021,3364,3192,3018,2823,13137,81
2/21/2021,3365,3193,3021,2823,13147,81
2/22/2021,3368,3196,3022,2825,13156,81
2/23/2021,3410,3249,3058,2879,13334,85
2/24/2021,3431,3283,3081,2923,14334,88
2/25/2021,3504,3342,3146,2999,15328,90
2/26/2021,3564,3400,3190,3099,16330,92
2/27/2021,3594,3425,3206,3134,16694,95
2/28/2021,3614,3450,3243,3165,16812,95
2/3/2021,2750,2710,2450,2142,8214,49
2/4/2021,2799,2752,2507,2204,8535,52
2/5/2021,2836,2783,2538,2235,8666,54
2/6/2021,2847,2784,2539,2239,8689,55
2/7/2021,2848,2785,2540,2240,8707,55
2/8/2021,2869,2807,2559,2268,8810,55
2/9/2021,2890,2827,2593,2309,8851,55
3/1/2021,3637,3473,3258,3193,16964,96
3/10/2021,4615,4272,4254,5007,19962,126
3/11/2021,4834,4380,4375,5241,20278,137
3/12/2021,4887,4438,4494,5878,20611,141
3/13/2021,4962,4496,4542,6001,20761,143
3/14/2021,4974,4501,4552,6068,20826,143
3/15/2021,5096,4602,4682,6271,20931,149
3/16/2021,5339,4818,4926,6613,21103,161
3/17/2021,5920,5041,5132,6889,21657,172
3/18/2021,6296,5275,5479,7830,22428,194
3/19/2021,6646,5567,5876,8773,23032,213
3/2/2021,3667,3488,3286,3225,17087,98
