Category,value
tests,539448
Yuma,10698
Yavapai,13882
Santa Cruz,2099
Pinal,34527
Pima,53961
Navajo,4504
Mohave,12018
Maricopa,375037
La Paz,1591
Greenlee,206
Graham,1130
Gila,6000
Coconino,6706
Cochise,6125
Apache,1237
Unknown,457
65 years and older,125804
55 - 64 years,101459
45 - 54 years,95126
20 - 44 years,188998
Less than 20 years,27604
positive,0.1969031306075841
