date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,16,16,27,20,36,
1/10/2021,23,21,39,33,88,1
1/11/2021,23,21,39,33,88,1
1/12/2021,26,27,44,39,105,1
1/13/2021,29,33,45,42,133,1
1/14/2021,37,40,61,64,143,1
1/15/2021,40,41,65,66,148,1
1/16/2021,40,41,65,66,149,1
1/17/2021,40,41,65,66,149,1
1/18/2021,43,42,66,70,156,1
1/19/2021,47,43,68,70,173,1
1/2/2021,16,16,27,20,36,
1/20/2021,48,46,71,72,190,1
1/21/2021,66,65,101,102,327,1
1/22/2021,79,88,122,132,415,1
1/23/2021,127,142,160,200,558,1
1/24/2021,130,142,162,202,558,1
1/25/2021,139,154,173,209,562,1
1/26/2021,140,154,173,209,563,1
1/27/2021,157,166,184,224,576,1
1/28/2021,207,207,228,280,611,5
1/29/2021,232,235,248,302,628,5
1/3/2021,16,16,27,20,36,
1/30/2021,232,236,248,302,629,5
1/31/2021,232,236,248,302,629,5
1/4/2021,16,16,27,20,36,1
1/5/2021,19,16,29,21,51,1
1/6/2021,20,17,31,25,58,1
1/7/2021,22,20,36,31,80,1
1/8/2021,23,21,39,33,88,1
1/9/2021,23,21,39,33,88,1
12/18/2020,,,1,,,
12/19/2020,,,1,,,
12/20/2020,,,1,,,
12/21/2020,4,4,6,1,,
12/22/2020,7,6,16,10,2,
12/23/2020,9,8,16,11,4,
12/24/2020,10,8,16,12,6,
12/25/2020,10,8,16,12,6,
12/26/2020,10,9,16,12,6,
12/27/2020,10,9,16,12,6,
12/28/2020,10,11,16,12,6,
12/29/2020,11,12,20,12,8,
12/30/2020,13,12,20,12,27,
12/31/2020,16,16,27,20,35,
2/1/2021,233,236,253,302,632,5
2/10/2021,301,290,318,391,724,14
2/11/2021,313,309,327,402,740,16
2/12/2021,338,331,351,433,778,21
2/13/2021,338,331,352,433,782,21
2/14/2021,338,331,352,433,782,21
2/15/2021,339,333,354,436,782,21
2/16/2021,346,339,365,440,785,22
2/17/2021,347,339,367,442,793,23
2/18/2021,349,343,375,446,798,23
2/19/2021,349,343,375,446,799,23
2/2/2021,239,241,261,310,654,5
2/20/2021,350,343,375,446,799,23
2/21/2021,350,343,375,446,799,23
2/22/2021,351,345,375,448,799,23
2/23/2021,351,347,376,448,801,23
2/24/2021,353,348,379,451,803,23
2/25/2021,354,349,383,456,803,23
2/26/2021,363,365,392,473,811,23
2/27/2021,363,365,392,473,811,23
2/28/2021,363,365,392,473,812,23
2/3/2021,239,241,263,318,673,5
2/4/2021,246,247,266,329,681,5
2/5/2021,269,261,293,368,708,7
2/6/2021,270,261,293,368,709,7
2/7/2021,270,261,293,368,709,7
2/8/2021,274,264,297,371,711,7
2/9/2021,275,272,302,381,714,8
3/1/2021,369,367,393,480,815,23
3/10/2021,412,405,422,515,839,32
3/11/2021,417,409,423,520,839,32
3/12/2021,420,419,430,525,844,34
3/13/2021,420,419,430,525,845,34
3/14/2021,420,419,430,525,845,34
3/15/2021,421,421,434,533,861,35
3/16/2021,425,424,434,533,864,35
3/17/2021,431,433,443,541,873,36
3/18/2021,431,434,444,547,876,36
3/19/2021,441,437,449,552,880,38
3/2/2021,379,375,398,484,823,26
3/20/2021,441,437,449,552,881,38
3/21/2021,441,437,449,552,881,38
3/22/2021,442,438,449,552,881,38
3/23/2021,445,440,450,554,881,39
3/24/2021,446,440,451,555,882,39
3/25/2021,452,449,454,561,889,39
3/26/2021,453,449,457,561,889,39
3/27/2021,454,450,458,561,889,40
3/28/2021,456,450,458,563,889,40
3/29/2021,457,451,462,563,889,40
3/3/2021,385,386,404,489,831,26
3/30/2021,459,452,465,566,893,40
3/31/2021,462,453,466,566,893,40
3/4/2021,392,392,407,493,833,26
3/5/2021,398,394,412,499,833,26
3/6/2021,398,394,412,499,833,26
3/7/2021,398,394,412,499,833,26
3/8/2021,401,396,413,502,834,29
3/9/2021,410,404,421,514,838,30
4/1/2021,467,464,475,570,899,44
4/10/2021,487,478,486,585,909,45
4/11/2021,488,478,486,585,909,45
4/12/2021,491,479,491,587,909,46
4/13/2021,491,480,492,588,911,46
4/14/2021,491,484,493,590,911,46
4/15/2021,495,486,498,592,914,46
4/16/2021,499,489,501,592,914,46
4/17/2021,499,489,501,592,914,46
4/18/2021,499,489,501,592,914,46
4/19/2021,499,490,501,592,914,47
4/2/2021,469,469,478,572,899,44
4/20/2021,501,493,502,592,916,47
4/21/2021,502,495,503,592,918,47
4/22/2021,509,502,506,593,921,48
4/23/2021,509,503,506,595,921,48
4/24/2021,509,504,506,596,921,48
4/25/2021,509,504,506,596,921,48
4/26/2021,509,505,506,596,921,48
4/27/2021,511,510,511,599,922,50
4/28/2021,514,510,511,599,922,50
4/29/2021,518,511,511,599,922,50
4/3/2021,469,469,478,572,899,44
4/30/2021,519,513,511,602,924,50
4/4/2021,469,469,478,572,899,44
4/5/2021,470,470,479,573,901,44
4/6/2021,472,470,480,573,901,45
4/7/2021,475,472,481,575,901,45
4/8/2021,481,476,485,582,907,45
4/9/2021,485,478,486,585,909,45
5/1/2021,519,513,511,602,924,51
5/10/2021,525,517,515,606,928,53
5/11/2021,525,517,515,606,928,53
5/12/2021,526,517,515,606,928,55
5/13/2021,530,518,515,606,928,56
5/14/2021,530,518,515,606,928,57
5/15/2021,530,518,515,606,928,57
5/16/2021,531,518,515,606,928,59
5/17/2021,531,518,515,606,928,60
5/18/2021,534,519,516,609,928,60
5/19/2021,534,519,516,609,929,60
5/2/2021,519,513,511,602,924,51
5/20/2021,535,520,517,609,929,61
5/21/2021,539,522,519,611,930,63
5/22/2021,539,522,520,611,930,73
5/23/2021,539,522,520,612,930,73
5/24/2021,539,522,520,612,930,73
5/25/2021,541,525,523,614,930,74
5/26/2021,541,525,523,614,930,74
5/27/2021,543,527,523,614,931,77
5/28/2021,545,528,523,614,932,78
5/29/2021,545,530,523,614,932,78
5/3/2021,519,513,511,602,924,51
5/30/2021,545,530,523,614,932,78
5/31/2021,545,530,523,614,932,78
5/4/2021,521,516,513,603,926,51
5/5/2021,521,517,513,603,926,52
5/6/2021,524,517,513,605,926,52
5/7/2021,524,517,514,606,926,52
5/8/2021,524,517,514,606,928,52
5/9/2021,524,517,514,606,928,52
6/1/2021,549,531,523,615,932,79
6/10/2021,555,538,525,617,933,83
6/11/2021,555,538,525,617,933,85
6/12/2021,555,538,525,617,934,85
6/13/2021,555,538,525,617,934,85
6/14/2021,555,538,525,617,934,85
6/15/2021,559,538,525,617,934,86
6/16/2021,559,538,526,617,934,86
6/17/2021,559,539,527,618,935,87
6/18/2021,561,539,527,619,935,87
6/19/2021,561,539,527,619,935,87
6/2/2021,549,531,523,615,932,79
6/20/2021,561,539,527,619,935,87
6/21/2021,562,539,527,619,935,87
6/22/2021,563,539,527,619,935,87
6/23/2021,563,539,527,619,935,87
6/24/2021,563,539,527,621,935,87
6/25/2021,564,540,527,621,938,88
6/26/2021,564,540,527,621,938,88
6/27/2021,564,540,527,621,938,88
6/28/2021,564,540,527,621,938,88
6/29/2021,567,540,527,621,938,91
6/3/2021,550,533,523,617,933,80
6/30/2021,568,540,527,621,938,91
6/4/2021,551,534,524,617,933,81
6/5/2021,551,534,525,617,933,81
6/6/2021,551,534,525,617,933,81
6/7/2021,552,535,525,617,933,82
6/8/2021,553,536,525,617,933,83
6/9/2021,554,536,525,617,933,83
7/1/2021,568,541,530,622,939,91
7/10/2021,572,544,530,623,940,97
7/11/2021,572,544,531,623,940,98
7/12/2021,574,545,532,625,940,99
7/13/2021,574,546,532,625,940,99
7/14/2021,574,546,533,625,941,99
7/15/2021,574,548,533,627,941,102
7/16/2021,575,548,533,627,941,102
7/17/2021,575,548,533,627,941,102
7/18/2021,575,548,533,627,941,102
7/19/2021,575,548,533,627,942,102
7/2/2021,568,541,530,622,939,95
7/20/2021,580,550,534,627,942,105
7/21/2021,581,550,534,627,943,106
7/22/2021,583,552,534,629,944,110
7/23/2021,583,553,535,630,945,111
7/24/2021,583,554,535,630,945,113
7/25/2021,583,554,535,631,946,114
7/26/2021,584,554,535,633,946,117
7/27/2021,585,554,535,633,947,118
7/28/2021,585,554,536,633,947,122
7/29/2021,588,558,537,635,953,122
7/3/2021,568,541,530,622,939,95
7/30/2021,591,558,537,636,955,124
7/31/2021,591,558,537,636,955,127
7/4/2021,568,541,530,622,939,95
7/5/2021,568,541,530,622,939,95
7/6/2021,568,542,530,622,939,95
7/7/2021,568,542,530,623,940,96
7/8/2021,572,544,530,623,940,97
7/9/2021,572,544,530,623,940,97
8/1/2021,591,558,537,636,955,127
8/10/2021,612,573,553,642,964,140
8/11/2021,614,575,553,642,964,140
8/12/2021,629,581,559,648,965,142
8/13/2021,634,582,560,648,965,145
8/14/2021,635,582,560,649,965,146
8/15/2021,635,582,561,649,965,146
8/16/2021,637,582,562,650,967,149
8/17/2021,645,586,565,652,968,150
8/18/2021,648,587,567,654,968,151
8/19/2021,650,592,569,655,968,155
8/2/2021,593,560,538,636,955,127
8/20/2021,656,593,571,661,968,178
8/21/2021,668,605,578,664,968,215
8/22/2021,669,605,578,664,968,215
8/23/2021,671,605,581,664,969,218
8/24/2021,673,608,582,664,969,219
8/25/2021,673,611,583,665,971,225
8/26/2021,676,613,584,665,972,229
8/27/2021,676,615,584,665,972,232
8/28/2021,676,615,584,665,972,232
8/29/2021,676,615,584,665,972,232
8/3/2021,599,562,541,636,955,127
8/30/2021,681,616,587,668,972,232
8/31/2021,684,617,588,668,972,232
8/4/2021,604,563,542,639,958,129
8/5/2021,604,566,544,641,961,131
8/6/2021,605,568,546,641,962,133
8/7/2021,605,569,546,641,963,136
8/8/2021,606,569,546,641,963,136
8/9/2021,609,570,550,641,964,138
9/1/2021,685,617,588,668,972,232
9/2/2021,686,621,588,669,972,232
