date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,15,6
2020-12-19,19,4
2020-12-20,21,2
2020-12-21,24,3
2020-12-22,71,47
2020-12-23,97,26
2020-12-24,122,25
2020-12-26,128,6
2020-12-28,171,43
2020-12-29,232,61
2020-12-30,304,72
2020-12-31,369,65
2021-01-01,389,20
2021-01-02,392,3
2021-01-03,398,6
2021-01-04,466,68
2021-01-05,543,77
2021-01-06,663,120
2021-01-07,832,169
2021-01-08,997,165
2021-01-09,1006,9
2021-01-10,1011,5
2021-01-11,1112,101
2021-01-12,1253,141
2021-01-13,1461,208
2021-01-14,1678,217
2021-01-15,1898,220
2021-01-16,1912,14
2021-01-17,1921,9
2021-01-18,1949,28
2021-01-19,2058,109
2021-01-20,2494,436
2021-01-21,2903,409
2021-01-22,3454,551
2021-01-23,3483,29
2021-01-24,3491,8
2021-01-25,3617,126
2021-01-26,4058,441
2021-01-27,4265,207
2021-01-28,4774,509
2021-01-29,5249,475
2021-01-30,5334,85
2021-01-31,5380,46
2021-02-01,5579,199
2021-02-02,6189,610
2021-02-03,6426,237
2021-02-04,7020,594
2021-02-05,7727,707
2021-02-06,7764,37
2021-02-07,7778,14
2021-02-08,7959,181
2021-02-09,8527,568
2021-02-10,9191,664
2021-02-11,9830,639
2021-02-12,10475,645
2021-02-13,10958,483
2021-02-14,11392,434
2021-02-15,11507,115
2021-02-16,11619,112
2021-02-17,11673,54
2021-02-18,11724,51
2021-02-19,11838,114
2021-02-20,11880,42
2021-02-21,11896,16
2021-02-22,11967,71
2021-02-23,12607,640
2021-02-24,13447,840
2021-02-25,14224,777
2021-02-26,15083,859
2021-02-27,15226,143
2021-02-28,15314,88
2021-03-01,15618,304
2021-03-02,16581,963
2021-03-03,17402,821
2021-03-04,18274,872
2021-03-05,19110,836
2021-03-06,19237,127
2021-03-07,19303,66
2021-03-08,19547,244
2021-03-09,20260,713
2021-03-10,21085,825
2021-03-11,21882,797
2021-03-12,22638,756
2021-03-13,23185,547
2021-03-14,23618,433
2021-03-15,23878,260
2021-03-16,24672,794
2021-03-17,25486,814
2021-03-18,26251,765
2021-03-19,27192,941
2021-03-20,27312,120
2021-03-21,27425,113
2021-03-22,27696,271
2021-03-23,28520,824
2021-03-24,29346,826
2021-03-25,30134,788
2021-03-26,31015,881
