date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20859,22906,21056,18360,13030,183
1/10/2021,34404,35123,33234,30109,30280,413
1/11/2021,36318,36938,35195,31799,34150,469
1/12/2021,39097,39620,37989,34344,41806,565
1/13/2021,41842,42537,41114,37066,50663,647
1/14/2021,44576,45578,44354,40091,60137,710
1/15/2021,48037,48805,47745,43223,69432,813
1/16/2021,49815,50381,49424,44842,74841,855
1/17/2021,50912,51399,50499,45931,78337,885
1/18/2021,52562,52918,52249,47672,86365,921
1/19/2021,54600,54780,54294,49864,96505,1011
1/2/2021,22751,24615,22614,19779,14132,208
1/20/2021,57015,57275,57243,52848,108881,1126
1/21/2021,59705,60130,60621,56365,124732,1268
1/22/2021,64164,64269,65224,61250,140555,1414
1/23/2021,67428,67022,68303,64437,151150,1555
1/24/2021,68939,68408,69824,66125,158842,1606
1/25/2021,71297,70561,72417,69076,172544,1680
1/26/2021,74191,73069,75312,72311,189902,1782
1/27/2021,77284,75679,78237,75683,208872,1873
1/28/2021,80312,78245,81201,79311,230224,2004
1/29/2021,84137,81389,84552,83048,250271,2187
1/3/2021,23633,25367,23269,20325,14506,226
1/30/2021,86934,83519,86894,85509,261726,2352
1/31/2021,87840,84251,87759,86543,267762,2390
1/4/2021,25334,27028,24878,21828,16461,247
1/5/2021,27114,28684,26464,23401,18632,276
1/6/2021,29297,30616,28521,25449,21765,337
1/7/2021,31096,32260,30293,27244,25145,367
1/8/2021,32794,33841,31950,28910,27609,388
1/9/2021,33878,34681,32798,29706,29788,408
10/1/2021,815849,557797,575490,657788,1175485,370214
10/10/2021,825484,562895,579608,661170,1180528,374850
10/11/2021,826829,563657,580181,661680,1181349,375522
10/12/2021,827597,564023,580489,661925,1181777,375950
10/13/2021,828665,564596,581001,662347,1182453,376441
10/14/2021,829989,565249,581600,662851,1183215,376956
10/15/2021,831545,566016,582288,663380,1183850,377545
10/16/2021,832525,566446,582655,663690,1184135,378815
10/17/2021,833245,566743,582878,663852,1184305,379078
10/18/2021,834513,567457,583452,664360,1185047,379568
10/19/2021,835605,568081,583916,664842,1185710,380096
10/2/2021,816832,558289,575939,658142,1175884,370757
10/20/2021,836675,568646,584374,665285,1186353,380613
10/21/2021,837804,569260,584911,665738,1186985,381052
10/22/2021,839243,570097,585605,666363,1188291,381671
10/23/2021,840076,570566,586039,666765,1189084,382065
10/24/2021,840548,570847,586264,667021,1189595,382303
10/25/2021,841768,571530,586867,667644,1191241,382771
10/26/2021,842963,572231,587462,668244,1192825,383308
10/27/2021,844243,572965,588162,668946,1194417,384008
10/28/2021,845543,573674,588752,669637,1195953,384477
10/29/2021,846826,574462,589441,670336,1197216,385009
10/3/2021,817353,558534,576122,658299,1176106,371004
10/30/2021,847510,574831,589751,670677,1197739,385296
10/31/2021,847890,575040,589946,670852,1198102,385417
10/4/2021,818743,559208,576726,658733,1176978,371634
10/5/2021,820235,559931,577277,659213,1177903,372243
10/6/2021,821637,560711,577874,659661,1178620,372891
10/7/2021,822635,561315,578348,660105,1179205,373432
10/8/2021,823944,562057,578922,660588,1179848,374127
10/9/2021,824918,562590,579361,660957,1180231,374614
11/1/2021,849036,575674,590511,671456,1199421,385876
11/10/2021,859396,581294,595491,676602,1209380,416876
11/11/2021,860582,581912,596085,677207,1210603,421788
11/12/2021,861964,582719,596790,677879,1211787,427083
11/13/2021,862932,583323,597270,678381,1212406,434518
11/14/2021,863616,583723,597645,678726,1212867,437111
11/15/2021,865035,584543,598387,679498,1214248,441152
11/16/2021,866395,585300,599067,680241,1215722,444800
11/17/2021,867655,586028,599672,681001,1217250,449289
11/18/2021,869076,586764,600294,681778,1218639,453036
11/19/2021,870651,587714,601088,682606,1219780,457457
11/2/2021,850352,576366,591114,672059,1200725,386381
11/20/2021,871563,588279,601602,683086,1220292,462495
11/21/2021,872302,588659,601974,683494,1220672,464160
11/22/2021,873618,589398,602673,684418,1221792,466713
11/23/2021,874254,589712,602983,684769,1222254,468348
11/3/2021,851460,576941,591637,672600,1201795,387174
11/4/2021,852564,577531,592161,673164,1203032,389276
11/5/2021,854077,578319,592919,673874,1204256,392708
11/6/2021,854950,578823,593371,674303,1204977,397431
11/7/2021,855620,579212,593680,674597,1205422,400005
11/8/2021,856940,579968,594302,675345,1206841,404753
11/9/2021,858232,580655,594918,676029,1208262,408955
12/1/2020,57,45,55,36,51,2
12/10/2020,77,65,81,65,91,4
12/11/2020,79,69,85,71,93,4
12/12/2020,81,69,88,76,97,4
12/13/2020,82,70,91,79,99,4
12/14/2020,84,76,94,81,109,4
12/15/2020,102,94,116,105,120,4
12/16/2020,215,256,291,241,181,4
12/17/2020,836,1108,1112,916,462,8
12/18/2020,1674,2133,1969,1587,781,9
12/19/2020,2276,2851,2558,2019,991,14
12/2/2020,59,49,58,42,58,3
