date,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM
2021-02-11 00:00:00,2,0,0,,,
2021-02-10 00:00:00,14,2,0.1428571428571429,,,
2021-02-09 00:00:00,30,5,0.1666666666666667,,,
2021-02-08 00:00:00,50,4,0.08,1.0,0.0,0
2021-02-07 00:00:00,18,1,0.0555555555555556,,,
2021-02-06 00:00:00,7,1,0.1428571428571429,,,
2021-02-05 00:00:00,33,1,0.0303030303030303,1.0,1.0,1
2021-02-04 00:00:00,51,14,0.2745098039215687,,,
2021-02-03 00:00:00,56,9,0.1607142857142857,1.0,0.0,0
2021-02-02 00:00:00,41,5,0.1219512195121951,1.0,0.0,0
2021-02-01 00:00:00,59,9,0.152542372881356,2.0,1.0,0.5
2021-01-31 00:00:00,20,1,0.05,,,
2021-01-30 00:00:00,21,6,0.2857142857142857,,,
2021-01-29 00:00:00,65,11,0.1692307692307693,5.0,1.0,0.2
2021-01-28 00:00:00,50,13,0.26,1.0,1.0,1
2021-01-27 00:00:00,66,11,0.1666666666666667,2.0,2.0,1
2021-01-26 00:00:00,113,23,0.2035398230088496,1.0,0.0,0
2021-01-25 00:00:00,46,8,0.1739130434782609,1.0,0.0,0
2021-01-24 00:00:00,8,0,0,,,
2021-01-23 00:00:00,13,0,0,,,
2021-01-22 00:00:00,46,16,0.3478260869565218,1.0,1.0,1
2021-01-21 00:00:00,67,9,0.1343283582089552,2.0,2.0,1
2021-01-20 00:00:00,40,21,0.525,1.0,1.0,1
2021-01-19 00:00:00,72,19,0.2638888888888889,2.0,1.0,0.5
2021-01-18 00:00:00,106,15,0.1415094339622642,3.0,0.0,0
2021-01-17 00:00:00,4,3,0.75,,,
2021-01-16 00:00:00,10,3,0.3,1.0,1.0,1
2021-01-15 00:00:00,46,16,0.3478260869565218,,,
2021-01-14 00:00:00,72,14,0.1944444444444445,2.0,1.0,0.5
2021-01-13 00:00:00,80,18,0.225,3.0,2.0,0.6666666666666666
2021-01-12 00:00:00,68,21,0.3088235294117647,,,
2021-01-11 00:00:00,80,21,0.2625,6.0,1.0,0.1666666666666667
2021-01-10 00:00:00,11,1,0.0909090909090909,,,
2021-01-09 00:00:00,13,3,0.2307692307692308,,,
2021-01-08 00:00:00,52,12,0.2307692307692308,4.0,2.0,0.5
2021-01-07 00:00:00,57,13,0.2280701754385965,3.0,1.0,0.3333333333333333
2021-01-06 00:00:00,59,18,0.3050847457627119,4.0,0.0,0
2021-01-05 00:00:00,88,22,0.25,,,
2021-01-04 00:00:00,91,33,0.3626373626373627,2.0,0.0,0
2021-01-03 00:00:00,10,0,0,,,
2021-01-02 00:00:00,24,8,0.3333333333333333,,,
2021-01-01 00:00:00,13,6,0.4615384615384616,,,
2020-12-31 00:00:00,51,17,0.3333333333333333,1.0,0.0,0
2020-12-30 00:00:00,47,15,0.3191489361702128,,,
2020-12-29 00:00:00,54,25,0.462962962962963,,,
2020-12-28 00:00:00,64,25,0.390625,2.0,1.0,0.5
2020-12-27 00:00:00,3,1,0.3333333333333333,,,
2020-12-26 00:00:00,11,4,0.3636363636363637,1.0,0.0,0
2020-12-25 00:00:00,2,1,0.5,,,
2020-12-24 00:00:00,11,2,0.1818181818181818,1.0,1.0,1
2020-12-23 00:00:00,32,8,0.25,1.0,1.0,1
2020-12-22 00:00:00,79,23,0.2911392405063291,4.0,2.0,0.5
2020-12-21 00:00:00,145,29,0.2,2.0,0.0,0
2020-12-20 00:00:00,6,1,0.1666666666666667,,,
2020-12-19 00:00:00,5,1,0.2,,,
2020-12-18 00:00:00,63,14,0.2222222222222222,2.0,1.0,0.5
2020-12-17 00:00:00,176,91,0.5170454545454546,2.0,1.0,0.5
