date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2020-11-22 00:00:00,2,0,0,,,
2020-11-21 00:00:00,28,6,0.2142857142857143,2.0,1.0,0.5
2020-11-20 00:00:00,105,21,0.2,4.0,3.0,0.75
2020-11-19 00:00:00,126,28,0.2222222222222222,4.0,1.0,0.25
2020-11-18 00:00:00,254,34,0.1338582677165355,1.0,1.0,1
2020-11-17 00:00:00,133,43,0.3233082706766917,6.0,0.0,0
2020-11-16 00:00:00,224,65,0.2901785714285715,7.0,0.0,0
2020-11-15 00:00:00,36,5,0.1388888888888889,3.0,1.0,0.3333333333333333
2020-11-14 00:00:00,59,11,0.1864406779661017,2.0,1.0,0.5
2020-11-13 00:00:00,270,25,0.0925925925925926,3.0,0.0,0
2020-11-12 00:00:00,345,29,0.0840579710144928,3.0,1.0,0.3333333333333333
2020-11-11 00:00:00,63,8,0.126984126984127,2.0,1.0,0.5
2020-11-10 00:00:00,214,27,0.1261682242990654,1.0,0.0,0
2020-11-09 00:00:00,113,18,0.1592920353982301,5.0,2.0,0.4
2020-11-08 00:00:00,51,7,0.1372549019607843,1.0,0.0,0
2020-11-07 00:00:00,39,8,0.2051282051282051,1.0,0.0,0
2020-11-06 00:00:00,77,9,0.1168831168831169,,,
2020-11-05 00:00:00,145,14,0.096551724137931,,,
2020-11-04 00:00:00,188,15,0.0797872340425532,2.0,1.0,0.5
2020-11-03 00:00:00,73,13,0.1780821917808219,2.0,0.0,0
2020-11-02 00:00:00,87,10,0.1149425287356322,3.0,0.0,0
2020-11-01 00:00:00,22,3,0.1363636363636364,1.0,1.0,1
2020-10-31 00:00:00,45,4,0.0888888888888889,,,
2020-10-30 00:00:00,74,7,0.0945945945945946,4.0,1.0,0.25
2020-10-29 00:00:00,75,13,0.1733333333333334,3.0,0.0,0
2020-10-28 00:00:00,103,7,0.0679611650485437,,,
2020-10-27 00:00:00,67,8,0.1194029850746269,4.0,1.0,0.25
2020-10-26 00:00:00,92,14,0.1521739130434783,2.0,0.0,0
2020-10-25 00:00:00,28,5,0.1785714285714286,1.0,1.0,1
2020-10-24 00:00:00,59,3,0.0508474576271187,,,
2020-10-23 00:00:00,200,10,0.05,,,
2020-10-22 00:00:00,59,2,0.0338983050847458,1.0,0.0,0
2020-10-21 00:00:00,110,4,0.0363636363636364,3.0,0.0,0
2020-10-20 00:00:00,76,1,0.0131578947368421,6.0,1.0,0.1666666666666667
