date,Apache_cume,Apache
1/1/2021,1,
1/11/2021,3,2
1/12/2021,5,2
1/13/2021,7,2
1/14/2021,10,3
1/15/2021,142,132
1/16/2021,143,1
1/18/2021,144,1
1/19/2021,146,2
1/20/2021,217,71
1/21/2021,568,351
1/22/2021,738,170
1/23/2021,803,65
1/25/2021,804,1
1/26/2021,805,1
1/27/2021,818,13
1/28/2021,877,59
1/29/2021,1004,127
1/3/2021,1232,228
1/30/2021,1284,52
1/31/2021,1294,10
1/4/2021,1384,90
1/5/2021,1579,195
1/6/2021,1739,160
1/7/2021,2106,367
1/8/2021,2189,83
1/9/2021,2210,21
10/1/2021,2280,70
10/2/2021,2470,190
12/16/2020,2704,234
12/17/2020,3062,358
12/21/2020,3410,348
12/22/2020,3440,30
12/23/2020,3760,320
12/24/2020,4081,321
12/25/2020,4391,310
12/26/2020,4848,457
12/28/2020,4975,127
12/29/2020,4976,1
12/30/2020,4983,7
12/31/2020,5185,202
12/8/2020,5371,186
2/1/2021,5755,384
2/10/2021,6375,620
2/11/2021,6702,327
2/12/2021,6746,44
2/13/2021,6747,1
2/15/2021,6958,211
2/16/2021,7205,247
2/17/2021,7952,747
2/18/2021,8783,831
2/19/2021,9068,285
2/2/2021,9137,69
2/20/2021,9228,91
2/21/2021,9541,313
2/22/2021,9956,415
2/23/2021,10447,491
2/24/2021,10793,346
2/25/2021,10838,45
2/26/2021,10847,9
2/27/2021,11189,342
2/28/2021,11469,280
2/3/2021,11711,242
2/4/2021,12400,689
2/5/2021,12616,216
2/6/2021,12642,26
2/7/2021,12654,12
2/8/2021,13069,415
2/9/2021,13290,221
3/1/2021,13862,572
3/10/2021,14245,383
3/11/2021,14630,385
3/12/2021,14656,26
3/13/2021,14666,10
3/14/2021,14940,274
3/15/2021,15244,304
3/16/2021,16030,786
3/17/2021,16488,458
3/18/2021,16748,260
3/19/2021,16812,64
3/2/2021,16828,16
3/20/2021,17050,222
3/21/2021,17463,413
3/22/2021,17721,258
