date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-10-05 00:00:00,3,0,0,,,
2021-10-04 00:00:00,20,1,0.05,,,
2021-10-03 00:00:00,17,0,0,,,
2021-10-02 00:00:00,23,4,0.1739130434782609,,,
2021-10-01 00:00:00,65,3,0.0461538461538462,1,1,1
2021-09-30 00:00:00,49,3,0.0612244897959184,2,1,0.5
2021-09-29 00:00:00,66,5,0.0757575757575758,7,7,1
2021-09-28 00:00:00,71,5,0.0704225352112676,6,5,0.8333333333333334
2021-09-27 00:00:00,70,7,0.1,3,2,0.6666666666666666
2021-09-26 00:00:00,16,2,0.125,,,
2021-09-25 00:00:00,19,1,0.0526315789473684,,,
2021-09-24 00:00:00,58,5,0.0862068965517241,1,0,0
2021-09-23 00:00:00,115,3,0.0260869565217391,1,1,1
2021-09-22 00:00:00,123,6,0.0487804878048781,5,5,1
2021-09-21 00:00:00,95,6,0.0631578947368421,3,2,0.6666666666666666
2021-09-20 00:00:00,103,12,0.1165048543689321,6,5,0.8333333333333334
2021-09-19 00:00:00,30,3,0.1,,,
2021-09-18 00:00:00,30,3,0.1,,,
2021-09-17 00:00:00,75,11,0.1466666666666667,2,1,0.5
2021-09-16 00:00:00,146,7,0.0479452054794521,1,0,0
2021-09-15 00:00:00,69,4,0.0579710144927536,6,5,0.8333333333333334
2021-09-14 00:00:00,82,11,0.1341463414634147,5,3,0.6
2021-09-13 00:00:00,97,5,0.0515463917525773,6,4,0.6666666666666666
2021-09-12 00:00:00,27,2,0.0740740740740741,,,
2021-09-11 00:00:00,22,1,0.0454545454545455,,,
2021-09-10 00:00:00,108,10,0.0925925925925926,3,0,0
2021-09-09 00:00:00,116,10,0.0862068965517241,1,1,1
2021-09-08 00:00:00,130,8,0.0615384615384615,1,1,1
2021-09-07 00:00:00,91,8,0.0879120879120879,2,2,1
2021-09-06 00:00:00,14,1,0.0714285714285714,,,
2021-09-05 00:00:00,13,0,0,,,
2021-09-04 00:00:00,13,2,0.1538461538461539,1,0,0
2021-09-03 00:00:00,53,6,0.1132075471698113,5,4,0.8
2021-09-02 00:00:00,72,4,0.0555555555555556,2,0,0
2021-09-01 00:00:00,81,2,0.0246913580246914,11,10,0.909090909090909
2021-08-31 00:00:00,113,10,0.0884955752212389,7,6,0.8571428571428572
2021-08-30 00:00:00,123,9,0.0731707317073171,8,7,0.875
2021-08-29 00:00:00,25,3,0.12,,,
2021-08-28 00:00:00,20,4,0.2,1,0,0
2021-08-27 00:00:00,90,8,0.0888888888888889,,,
2021-08-26 00:00:00,109,8,0.073394495412844,2,0,0
2021-08-25 00:00:00,133,6,0.0451127819548872,5,5,1
2021-08-24 00:00:00,131,10,0.0763358778625954,2,2,1
2021-08-23 00:00:00,173,10,0.0578034682080925,15,14,0.9333333333333333
2021-08-22 00:00:00,28,3,0.1071428571428571,,,
2021-08-21 00:00:00,36,1,0.0277777777777778,1,1,1
2021-08-20 00:00:00,116,6,0.0517241379310345,1,0,0
2021-08-19 00:00:00,153,7,0.0457516339869281,,,
2021-08-18 00:00:00,150,6,0.04,8,7,0.875
2021-08-17 00:00:00,164,3,0.0182926829268293,6,4,0.6666666666666666
