date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,162,177,157,183,237,3
1/1/2022,3657,2682,2518,2839,4453,2289
1/10/2021,254,288,289,301,510,4
1/10/2022,3700,2697,2529,2852,4464,2401
1/11/2021,260,300,296,315,547,4
1/11/2022,3701,2700,2529,2852,4466,2422
1/12/2021,270,307,310,343,604,5
1/12/2022,3706,2702,2531,2854,4468,2434
1/13/2021,280,317,321,361,693,5
1/13/2022,3717,2707,2538,2856,4472,2460
1/14/2021,293,347,346,405,805,5
1/14/2022,3727,2715,2539,2858,4472,2499
1/15/2021,403,461,454,528,931,18
1/15/2022,3728,2716,2545,2858,4472,2499
1/16/2021,404,461,454,528,985,18
1/16/2022,3728,2716,2545,2858,4472,2499
1/17/2021,404,461,454,528,986,18
1/17/2022,3734,2719,2546,2860,4472,2504
1/18/2021,417,466,466,543,1034,18
1/18/2022,3741,2719,2546,2862,4473,2519
1/19/2021,423,481,474,563,1076,19
1/19/2022,3745,2721,2546,2862,4473,2528
1/2/2021,163,177,157,184,238,3
1/2/2022,3657,2682,2520,2839,4453,2290
1/20/2021,446,489,488,581,1136,19
1/20/2022,3756,2724,2547,2862,4475,2555
1/21/2021,460,495,497,603,1242,19
1/21/2022,3769,2725,2547,2863,4475,2574
1/22/2021,527,550,532,644,1300,23
1/22/2022,3770,2725,2547,2864,4475,2575
1/23/2021,533,561,542,651,1509,23
1/23/2022,3771,2726,2547,2864,4475,2575
1/24/2021,533,561,544,651,1509,23
1/24/2022,3779,2730,2547,2865,4476,2593
1/25/2021,545,570,557,669,1539,24
1/25/2022,3783,2732,2548,2866,4476,2602
1/26/2021,553,574,560,676,1605,24
1/26/2022,3786,2732,2549,2867,4477,2611
1/27/2021,566,582,579,687,1671,25
1/27/2022,3795,2734,2552,2868,4479,2617
1/28/2021,588,609,612,713,1735,25
1/28/2022,3800,2736,2554,2872,4480,2646
1/29/2021,632,641,629,748,1950,31
1/29/2022,3803,2739,2555,2872,4480,2653
1/3/2021,163,177,157,184,238,3
1/3/2022,3663,2685,2520,2840,4454,2301
1/30/2021,666,665,651,756,1956,34
1/30/2022,3804,2739,2555,2872,4480,2653
1/31/2021,666,665,651,757,1956,34
1/31/2022,3804,2741,2556,2873,4481,2661
1/4/2021,182,208,184,203,273,3
1/4/2022,3665,2687,2520,2842,4455,2315
1/5/2021,192,222,198,217,329,3
1/5/2022,3667,2687,2521,2844,4455,2325
1/6/2021,210,245,214,237,367,4
1/6/2022,3678,2690,2522,2846,4459,2340
1/7/2021,232,258,237,255,454,4
1/7/2022,3686,2694,2524,2846,4461,2380
1/8/2021,254,288,289,301,509,4
1/8/2022,3688,2696,2526,2849,4462,2391
1/9/2021,254,288,289,301,510,4
1/9/2022,3691,2696,2526,2849,4462,2392
10/1/2021,3256,2463,2347,2707,4307,1459
10/10/2021,3290,2485,2366,2712,4316,1475
10/11/2021,3295,2492,2368,2712,4317,1477
10/12/2021,3297,2495,2372,2713,4319,1480
10/13/2021,3301,2495,2374,2715,4320,1482
10/14/2021,3308,2500,2379,2715,4320,1483
10/15/2021,3319,2505,2382,2717,4321,1485
10/16/2021,3323,2506,2383,2717,4322,1487
10/17/2021,3325,2507,2383,2717,4322,1487
10/18/2021,3331,2511,2386,2717,4323,1489
10/19/2021,3334,2515,2389,2718,4324,1491
10/2/2021,3257,2464,2347,2707,4307,1464
10/20/2021,3340,2517,2389,2719,4324,1493
10/21/2021,3349,2522,2390,2721,4325,1499
10/22/2021,3355,2525,2393,2725,4325,1507
10/23/2021,3357,2526,2393,2726,4326,1509
10/24/2021,3357,2526,2393,2728,4326,1510
10/25/2021,3362,2526,2393,2730,4328,1511
10/26/2021,3366,2528,2393,2731,4330,1512
10/27/2021,3372,2530,2393,2732,4333,1514
10/28/2021,3379,2546,2400,2734,4334,1526
10/29/2021,3382,2548,2403,2735,4336,1530
10/3/2021,3257,2466,2347,2707,4307,1464
10/30/2021,3386,2548,2405,2736,4338,1530
10/31/2021,3387,2548,2405,2736,4338,1530
10/4/2021,3259,2470,2351,2708,4307,1465
10/5/2021,3265,2473,2355,2708,4309,1467
10/6/2021,3270,2474,2359,2709,4311,1467
10/7/2021,3280,2480,2362,2710,4313,1470
10/8/2021,3284,2482,2363,2710,4315,1475
10/9/2021,3288,2483,2365,2711,4315,1475
11/1/2021,3390,2548,2406,2736,4339,1534
11/10/2021,3430,2564,2419,2748,4357,1622
11/11/2021,3431,2565,2420,2748,4358,1631
11/12/2021,3435,2567,2425,2751,4360,1649
11/13/2021,3436,2568,2426,2752,4361,1654
11/14/2021,3437,2568,2426,2752,4362,1654
11/15/2021,3445,2569,2429,2756,4368,1667
11/16/2021,3451,2573,2432,2757,4370,1683
11/17/2021,3456,2577,2435,2762,4371,1697
11/18/2021,3462,2580,2441,2766,4374,1755
11/19/2021,3469,2583,2446,2770,4377,1800
11/2/2021,3393,2549,2407,2737,4342,1541
11/20/2021,3470,2584,2447,2770,4379,1803
