date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-10,2,1
2020-12-12,4,2
2020-12-16,6,2
2020-12-18,8,2
2020-12-21,20,12
2020-12-22,81,61
2020-12-23,291,210
2020-12-24,427,136
2020-12-26,592,165
2020-12-27,653,61
2020-12-28,922,269
2020-12-29,1306,384
2020-12-30,1642,336
2020-12-31,1918,276
2021-01-01,1999,81
2021-01-02,2047,48
2021-01-03,2074,27
2021-01-04,2267,193
2021-01-05,2401,134
2021-01-06,2657,256
2021-01-07,2913,256
2021-01-08,3174,261
2021-01-09,3231,57
2021-01-10,3283,52
2021-01-11,3482,199
2021-01-12,3772,290
2021-01-13,4077,305
2021-01-14,4460,383
2021-01-15,4877,417
2021-01-16,5235,358
2021-01-17,5266,31
2021-01-18,5636,370
2021-01-19,5964,328
2021-01-20,6531,567
2021-01-21,6993,462
2021-01-22,7411,418
2021-01-23,8219,808
2021-01-24,8835,616
2021-01-25,9391,556
2021-01-26,10023,632
2021-01-27,10833,810
2021-01-28,11740,907
2021-01-29,12288,548
2021-01-30,12750,462
2021-01-31,13280,530
2021-02-01,13955,675
2021-02-02,14588,633
2021-02-03,15753,1165
2021-02-04,16475,722
2021-02-05,17103,628
2021-02-06,17417,314
2021-02-07,17602,185
2021-02-08,18001,399
2021-02-09,18448,447
2021-02-10,19415,967
2021-02-11,20058,643
2021-02-12,20972,914
2021-02-13,21472,500
2021-02-14,21581,109
2021-02-15,22128,547
2021-02-16,22698,570
2021-02-17,23236,538
2021-02-18,23621,385
2021-02-19,24042,421
2021-02-20,24202,160
2021-02-21,24268,66
2021-02-22,24576,308
2021-02-23,24818,242
2021-02-24,25566,748
2021-02-25,26599,1033
2021-02-26,27501,902
2021-02-27,28332,831
2021-02-28,28875,543
2021-03-01,29788,913
2021-03-02,30752,964
2021-03-03,33030,2278
2021-03-04,34547,1517
2021-03-05,36114,1567
2021-03-06,36954,840
2021-03-07,37388,434
2021-03-08,38195,807
2021-03-09,39174,979
2021-03-10,41124,1950
2021-03-11,42720,1596
2021-03-12,44150,1430
2021-03-13,44988,838
2021-03-14,45361,373
2021-03-15,46172,811
2021-03-16,47183,1011
2021-03-17,48998,1815
2021-03-18,50324,1326
2021-03-19,51526,1202
2021-03-20,52709,1183
2021-03-21,53265,556
2021-03-22,54535,1270
2021-03-23,55781,1246
2021-03-24,57321,1540
2021-03-25,58751,1430
2021-03-26,60306,1555
2021-03-27,61353,1047
2021-03-28,62186,833
2021-03-29,63729,1543
2021-03-30,65249,1520
2021-03-31,67509,2260
2021-04-01,69266,1757
2021-04-02,70795,1529
2021-04-03,71526,731
2021-04-04,71821,295
2021-04-05,73055,1234
2021-04-06,74433,1378
2021-04-07,76127,1694
2021-04-08,77625,1498
2021-04-09,79238,1613
2021-04-10,80217,979
2021-04-11,80653,436
2021-04-12,82651,1998
2021-04-13,83725,1074
2021-04-14,85474,1749
2021-04-15,86990,1516
2021-04-16,88253,1263
2021-04-17,89136,883
2021-04-18,89573,437
2021-04-19,90600,1027
2021-04-20,91777,1177
2021-04-21,93164,1387
2021-04-22,94439,1275
2021-04-23,95750,1311
2021-04-24,96555,805
2021-04-25,96888,333
2021-04-26,98093,1205
2021-04-27,99450,1357
2021-04-28,100709,1259
2021-04-29,101888,1179
2021-04-30,103118,1230
2021-05-01,103796,678
2021-05-02,104038,242
2021-05-03,104858,820
2021-05-04,105720,862
2021-05-05,106673,953
2021-05-06,107488,815
2021-05-07,108340,852
2021-05-08,108943,603
2021-05-09,109078,135
2021-05-10,109660,582
2021-05-11,110272,612
2021-05-12,110811,539
2021-05-13,111585,774
2021-05-14,112275,690
2021-05-15,112692,417
2021-05-16,112865,173
2021-05-17,114103,1238
2021-05-18,114706,603
2021-05-19,115372,666
2021-05-20,116064,692
2021-05-21,116748,684
2021-05-22,117119,371
2021-05-23,117246,127
2021-05-24,117693,447
2021-05-25,118147,454
2021-05-26,118521,374
2021-05-27,118918,397
2021-05-28,119445,527
2021-05-29,119579,134
2021-05-30,119651,72
2021-05-31,119729,78
2021-06-01,120189,460
2021-06-02,120548,359
2021-06-03,120895,347
2021-06-04,121306,411
2021-06-05,121512,206
2021-06-06,121587,75
2021-06-07,121998,411
2021-06-08,122272,274
2021-06-09,122693,421
2021-06-10,123039,346
2021-06-11,123489,450
2021-06-12,123762,273
2021-06-13,123851,89
2021-06-14,124168,317
2021-06-15,124520,352
2021-06-16,124841,321
2021-06-17,125101,260
2021-06-18,125457,356
2021-06-19,125638,181
2021-06-20,125729,91
2021-06-21,125971,242
2021-06-22,126231,260
2021-06-23,126497,266
2021-06-24,126719,222
2021-06-25,127041,322
2021-06-26,127183,142
2021-06-27,127251,68
2021-06-28,127462,211
2021-06-29,127694,232
2021-06-30,127957,263
2021-07-01,128199,242
2021-07-02,128512,313
2021-07-03,128609,97
2021-07-04,128634,25
2021-07-05,128827,193
2021-07-06,129035,208
2021-07-07,129247,212
2021-07-08,129478,231
2021-07-09,129759,281
2021-07-10,129948,189
2021-07-11,130016,68
2021-07-12,130250,234
2021-07-13,130461,211
2021-07-14,130668,207
2021-07-15,130847,179
2021-07-16,131165,318
2021-07-17,131350,185
2021-07-18,131434,84
2021-07-19,131704,270
2021-07-20,131967,263
2021-07-21,132267,300
2021-07-22,132575,308
2021-07-23,132988,413
2021-07-24,133195,207
2021-07-25,133299,104
2021-07-26,133585,286
2021-07-27,133886,301
2021-07-28,134185,299
2021-07-29,134472,287
2021-07-30,134912,440
2021-07-31,135144,232
2021-08-01,135234,90
2021-08-02,135543,309
2021-08-03,135821,278
2021-08-04,136124,303
2021-08-05,136404,280
2021-08-06,136894,490
2021-08-07,137116,222
2021-08-08,137254,138
2021-08-09,137625,371
2021-08-10,137914,289
2021-08-11,138201,287
2021-08-12,138501,300
2021-08-13,138983,482
2021-08-14,139243,260
2021-08-15,139398,155
2021-08-16,139777,379
2021-08-17,140140,363
2021-08-18,140457,317
2021-08-19,140792,335
2021-08-20,141362,570
2021-08-21,141596,234
2021-08-22,141745,149
2021-08-23,142076,331
2021-08-24,142374,298
2021-08-25,142735,361
2021-08-26,143061,326
2021-08-27,143504,443
2021-08-28,143757,253
2021-08-29,143899,142
2021-08-30,144276,377
2021-08-31,144552,276
2021-09-01,144808,256
2021-09-02,145060,252
2021-09-03,145454,394
2021-09-04,145639,185
2021-09-05,145740,101
2021-09-06,145805,65
2021-09-07,146100,295
2021-09-08,146359,259
2021-09-09,146649,290
2021-09-10,146998,349
2021-09-11,147191,193
2021-09-12,147274,83
2021-09-13,147585,311
2021-09-14,147854,269
2021-09-15,148084,230
2021-09-16,148389,305
2021-09-17,148768,379
2021-09-18,148937,169
2021-09-19,148993,56
2021-09-20,149217,224
2021-09-21,149451,234
2021-09-22,149640,189
2021-09-23,149858,218
2021-09-24,150167,309
2021-09-25,150319,152
2021-09-26,150400,81
2021-09-27,150663,263
2021-09-28,150958,295
2021-09-29,151207,249
2021-09-30,151405,198
2021-10-01,151714,309
2021-10-02,151868,154
2021-10-03,151930,62
2021-10-04,152135,205
2021-10-05,152347,212
2021-10-06,152535,188
2021-10-07,152731,196
2021-10-08,153018,287
2021-10-09,153124,106
2021-10-10,153176,52
2021-10-11,153400,224
2021-10-12,153585,185
2021-10-13,153744,159
2021-10-14,153944,200
2021-10-15,154172,228
2021-10-16,154289,117
2021-10-17,154341,52
2021-10-18,154511,170
2021-10-19,154729,218
2021-10-20,154864,135
2021-10-21,155051,187
2021-10-22,155655,604
2021-10-23,156163,508
2021-10-24,156396,233
2021-10-25,157313,917
2021-10-26,158067,754
2021-10-27,158855,788
2021-10-28,159655,800
2021-10-29,160452,797
2021-10-30,160844,392
2021-10-31,161036,192
2021-11-01,161775,739
2021-11-02,162380,605
2021-11-03,163077,697
2021-11-04,163792,715
2021-11-05,164568,776
2021-11-06,164966,398
2021-11-07,165120,154
2021-11-08,165838,718
2021-11-09,166435,597
2021-11-10,167147,712
2021-11-11,167835,688
2021-11-12,168640,805
2021-11-13,168978,338
2021-11-14,169140,162
2021-11-15,169789,649
2021-11-16,170408,619
2021-11-17,171045,637
2021-11-18,171730,685
2021-11-19,172601,871
2021-11-20,173047,446
2021-11-21,173319,272
2021-11-22,173967,648
2021-11-23,174683,716
2021-11-24,175183,500
2021-11-25,175185,2
2021-11-26,175707,522
2021-11-27,176059,352
2021-11-28,176282,223
2021-11-29,177000,718
2021-11-30,177740,740
2021-12-01,178503,763
2021-12-02,179297,794
2021-12-03,180227,930
2021-12-04,180681,454
2021-12-05,180920,239
2021-12-06,181638,718
2021-12-07,182302,664
2021-12-08,182927,625
2021-12-09,183626,699
2021-12-10,184450,824
2021-12-11,184895,445
2021-12-12,185200,305
2021-12-13,185785,585
2021-12-14,186282,497
2021-12-15,186819,537
2021-12-16,187360,541
2021-12-17,188124,764
2021-12-18,188467,343
2021-12-19,188663,196
2021-12-20,189428,765
2021-12-21,190135,707
2021-12-22,190811,676
2021-12-23,191357,546
2021-12-24,191481,124
2021-12-26,191618,137
2021-12-27,192112,494
2021-12-28,192589,477
2021-12-29,193042,453
2021-12-30,193522,480
2021-12-31,193761,239
2022-01-01,193783,22
2022-01-02,193928,145
