date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,158,151,167,207,212,2
1/1/2022,2989,2151,2661,4840,12314,1590
1/10/2021,300,337,416,522,1043,12
1/10/2022,3041,2180,2686,4876,12344,1683
1/11/2021,314,354,433,553,1123,12
1/11/2022,3049,2187,2692,4881,12354,1702
1/12/2021,322,359,442,568,1159,12
1/12/2022,3054,2188,2696,4882,12356,1724
1/13/2021,327,364,452,576,1196,12
1/13/2022,3057,2191,2696,4883,12362,1730
1/14/2021,337,378,471,608,1342,12
1/14/2022,3065,2195,2698,4885,12363,1765
1/15/2021,393,423,514,660,1380,17
1/15/2022,3067,2195,2700,4886,12363,1766
1/16/2021,393,424,515,661,1382,17
1/16/2022,3067,2195,2700,4887,12364,1768
1/17/2021,393,424,515,661,1385,17
1/17/2022,3073,2196,2703,4890,12365,1775
1/18/2021,396,431,519,685,1466,17
1/18/2022,3079,2199,2707,4890,12370,1786
1/19/2021,409,435,530,701,1523,18
1/19/2022,3083,2200,2708,4892,12376,1790
1/2/2021,173,169,191,242,314,5
1/2/2022,2994,2151,2661,4842,12315,1590
1/20/2021,418,443,551,730,1628,19
1/20/2022,3085,2200,2709,4896,12378,1802
1/21/2021,434,455,560,766,1839,19
1/21/2022,3090,2202,2711,4898,12379,1804
1/22/2021,449,464,567,778,1902,19
1/22/2022,3091,2202,2713,4898,12379,1805
1/23/2021,453,469,569,784,2016,19
1/23/2022,3093,2203,2714,4899,12379,1807
1/24/2021,453,469,570,785,2025,19
1/24/2022,3093,2204,2716,4906,12381,1816
1/25/2021,469,478,581,802,2091,19
1/25/2022,3097,2205,2718,4908,12384,1827
1/26/2021,475,481,581,804,2104,19
1/26/2022,3102,2206,2721,4911,12388,1832
1/27/2021,487,496,592,815,2278,23
1/27/2022,3106,2207,2724,4912,12390,1834
1/28/2021,508,521,623,870,2527,23
1/28/2022,3109,2209,2725,4914,12394,1849
1/29/2021,533,540,653,903,2643,26
1/29/2022,3110,2210,2725,4916,12396,1853
1/3/2021,174,169,191,244,314,5
1/3/2022,3000,2156,2665,4845,12317,1601
1/30/2021,567,552,664,919,2763,32
1/30/2022,3110,2210,2725,4917,12396,1853
1/31/2021,567,552,664,920,2766,32
1/31/2022,3112,2211,2727,4918,12397,1859
1/4/2021,187,185,223,283,365,5
1/4/2022,3005,2157,2670,4849,12322,1617
1/5/2021,207,218,280,341,500,6
1/5/2022,3010,2161,2673,4851,12328,1629
1/6/2021,218,244,316,399,634,8
1/6/2022,3026,2169,2680,4860,12334,1635
1/7/2021,265,307,360,461,842,11
