date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,344,323,288,294,222,2
1/1/2022,15214,10450,9886,12773,25909,12931
1/10/2021,462,469,401,408,677,4
1/10/2022,15411,10576,10019,12883,26015,13318
1/11/2021,476,485,425,428,884,4
1/11/2022,15438,10590,10028,12894,26022,13344
1/12/2021,484,493,436,438,1105,5
1/12/2022,15466,10604,10041,12913,26034,13396
1/13/2021,506,527,459,467,1428,5
1/13/2022,15504,10639,10066,12938,26057,13574
1/14/2021,514,537,473,480,1691,5
1/14/2022,15533,10674,10088,12966,26073,13682
1/15/2021,519,543,485,490,2119,5
1/15/2022,15546,10681,10093,12969,26078,13720
1/16/2021,537,549,495,500,2476,5
1/16/2022,15551,10685,10100,12976,26082,13731
1/17/2021,541,549,498,501,2492,5
1/17/2022,15562,10696,10109,12991,26093,13765
1/18/2021,544,553,507,510,2698,5
1/18/2022,15576,10708,10121,13001,26101,13790
1/19/2021,563,566,519,523,2912,5
1/19/2022,15598,10717,10130,13007,26111,13820
1/2/2021,345,326,292,296,226,2
1/2/2022,15220,10456,9889,12780,25909,12948
1/20/2021,575,585,537,545,3312,5
1/20/2022,15613,10733,10138,13021,26124,13869
1/21/2021,584,602,549,569,3721,5
1/21/2022,15649,10756,10157,13033,26140,13957
1/22/2021,601,607,555,579,3895,5
1/22/2022,15662,10762,10161,13035,26143,13974
1/23/2021,626,639,594,614,4253,5
1/23/2022,15673,10763,10163,13036,26147,13983
1/24/2021,637,643,600,635,4326,5
1/24/2022,15688,10769,10169,13048,26152,14012
1/25/2021,658,666,640,679,4531,5
1/25/2022,15708,10777,10175,13055,26158,14032
1/26/2021,680,712,688,744,4751,6
1/26/2022,15725,10788,10183,13063,26164,14064
1/27/2021,719,753,735,792,5183,7
1/27/2022,15748,10798,10192,13076,26177,14102
1/28/2021,770,792,791,872,5821,7
1/28/2022,15786,10832,10217,13096,26185,14214
1/29/2021,809,838,857,943,6195,8
1/29/2022,15802,10838,10221,13098,26187,14232
1/3/2021,356,340,302,312,252,2
1/3/2022,15242,10471,9902,12797,25924,12971
1/30/2021,811,843,859,948,6208,8
1/30/2022,15814,10840,10223,13098,26190,14239
1/31/2021,816,846,862,956,6235,8
1/31/2022,15825,10842,10230,13107,26193,14257
1/4/2021,361,351,311,317,272,2
1/4/2022,15264,10488,9917,12809,25938,13006
1/5/2021,380,378,325,331,284,2
1/5/2022,15292,10495,9929,12821,25952,13054
1/6/2021,402,396,345,354,302,2
1/6/2022,15317,10512,9937,12837,25969,13115
1/7/2021,412,404,354,364,338,2
1/7/2022,15372,10546,9985,12865,25999,13239
1/8/2021,441,438,382,388,379,3
1/8/2022,15384,10559,9995,12869,26005,13273
1/9/2021,456,463,401,406,674,4
1/9/2022,15393,10565,10002,12873,26008,13280
10/1/2021,13181,8930,8518,11430,24107,6071
10/10/2021,13351,9023,8623,11490,24172,6159
10/11/2021,13370,9033,8633,11496,24181,6169
10/12/2021,13395,9042,8643,11502,24185,6181
10/13/2021,13416,9067,8651,11508,24190,6197
10/14/2021,13444,9086,8668,11524,24199,6208
10/15/2021,13466,9100,8681,11541,24211,6215
10/16/2021,13506,9135,8700,11551,24215,6924
10/17/2021,13513,9137,8705,11552,24219,6929
10/18/2021,13536,9165,8720,11562,24227,6940
10/19/2021,13550,9175,8732,11574,24234,6951
10/2/2021,13187,8930,8522,11433,24108,6078
10/20/2021,13558,9189,8738,11581,24240,6955
10/21/2021,13570,9204,8748,11594,24254,6961
10/22/2021,13603,9237,8768,11607,24284,6981
10/23/2021,13616,9238,8768,11612,24294,6986
10/24/2021,13624,9241,8771,11617,24304,6988
10/25/2021,13646,9252,8783,11625,24331,6991
10/26/2021,13663,9274,8800,11639,24362,6999
10/27/2021,13679,9294,8813,11651,24385,7003
10/28/2021,13706,9312,8832,11662,24431,7010
10/29/2021,13740,9330,8851,11681,24478,7068
10/3/2021,13191,8932,8524,11434,24110,6079
10/30/2021,13746,9335,8856,11686,24489,7073
10/31/2021,13753,9339,8857,11688,24494,7073
10/4/2021,13209,8939,8540,11438,24118,6087
10/5/2021,13246,8952,8551,11447,24122,6097
10/6/2021,13272,8973,8574,11455,24134,6103
10/7/2021,13308,8991,8590,11470,24148,6127
10/8/2021,13330,9013,8614,11484,24168,6150
10/9/2021,13348,9019,8619,11489,24170,6159
11/1/2021,13774,9351,8867,11703,24533,7082
11/10/2021,13982,9495,8997,11826,24750,7508
11/11/2021,14004,9518,9022,11844,24788,7614
11/12/2021,14054,9560,9057,11881,24839,7873
11/13/2021,14096,9603,9090,11897,24855,8619
11/14/2021,14114,9610,9104,11907,24857,8711
11/15/2021,14134,9634,9117,11920,24876,8815
11/16/2021,14170,9659,9130,11941,24897,8993
11/17/2021,14199,9676,9153,11960,24922,9374
11/18/2021,14222,9688,9168,11982,24957,9454
11/19/2021,14251,9719,9203,12008,24993,9584
11/2/2021,13800,9368,8878,11714,24560,7091
11/20/2021,14260,9740,9219,12017,25004,9952
11/21/2021,14270,9751,9232,12019,25011,9973
11/22/2021,14293,9768,9247,12041,25025,10037
11/23/2021,14316,9789,9264,12057,25057,10100
11/24/2021,14349,9812,9279,12075,25086,10179
