date,Arizona_cume,Arizona
2020-12-01,358,
2020-12-02,393,35
2020-12-03,427,34
2020-12-04,440,13
2020-12-05,444,4
2020-12-06,449,5
2020-12-07,477,28
2020-12-08,500,23
2020-12-09,526,26
2020-12-10,556,30
2020-12-11,575,19
2020-12-12,597,22
2020-12-13,614,17
2020-12-14,650,36
2020-12-15,818,168
2020-12-16,1606,788
2020-12-17,5029,3423
2020-12-18,8948,3919
2020-12-19,11568,2620
2020-12-20,12699,1131
2020-12-21,18406,5707
2020-12-22,26332,7926
2020-12-23,36593,10261
2020-12-24,40509,3916
2020-12-25,40659,150
2020-12-26,47235,6576
2020-12-27,49918,2683
2020-12-28,59531,9613
2020-12-29,72969,13438
2020-12-30,88318,15349
2020-12-31,96673,8355
2021-01-01,100616,3943
2021-01-02,108492,7876
2021-01-03,111808,3316
2021-01-04,121138,9330
2021-01-05,130868,9730
2021-01-06,143553,12685
2021-01-07,156879,13326
2021-01-08,169458,12579
2021-01-09,177532,8074
2021-01-10,180914,3382
2021-01-11,197700,16786
2021-01-12,221642,23942
2021-01-13,247728,26086
2021-01-14,273300,25572
2021-01-15,299391,26091
2021-01-16,315396,16005
2021-01-17,324898,9502
2021-01-18,344597,19699
2021-01-19,372652,28055
2021-01-20,406359,33707
2021-01-21,443190,36831
2021-01-22,482334,39144
2021-01-23,511410,29076
2021-01-24,527820,16410
2021-01-25,558512,30692
2021-01-26,596364,37852
2021-01-27,637512,41148
2021-01-28,679167,41655
2021-01-29,720430,41263
2021-01-30,747127,26697
2021-01-31,759203,12076
2021-02-01,796230,37027
2021-02-02,837099,40869
2021-02-03,882834,45735
2021-02-04,931750,48916
2021-02-05,977579,45829
2021-02-06,1017678,40099
2021-02-07,1034285,16607
2021-02-08,1074518,40233
2021-02-09,1119936,45418
2021-02-10,1172980,53044
2021-02-11,1226445,53465
2021-02-12,1289866,63421
2021-02-13,1336749,46883
2021-02-14,1354462,17713
2021-02-15,1387211,32749
2021-02-16,1433593,46382
2021-02-17,1482493,48900
2021-02-18,1529766,47273
2021-02-19,1574219,44453
2021-02-20,1610776,36557
2021-02-21,1626491,15715
2021-02-22,1656776,30285
2021-02-23,1702522,45746
2021-02-24,1761202,58680
2021-02-25,1823340,62138
2021-02-26,1892065,68725
2021-02-27,1945304,53239
2021-02-28,1972247,26943
2021-03-01,2027373,55126
2021-03-02,2080172,52799
2021-03-03,2140897,60725
2021-03-04,2201158,60261
2021-03-05,2262512,61354
2021-03-06,2309226,46714
2021-03-07,2335898,26672
2021-03-08,2388928,53030
2021-03-09,2447693,58765
2021-03-10,2517746,70053
2021-03-11,2591162,73416
2021-03-12,2666759,75597
2021-03-13,2720569,53810
2021-03-14,2749982,29413
2021-03-15,2800207,50225
2021-03-16,2857084,56877
2021-03-17,2922434,65350
2021-03-18,2988765,66331
2021-03-19,3051217,62452
2021-03-20,3100279,49062
2021-03-21,3132894,32615
2021-03-22,3178745,45851
2021-03-23,3229583,50838
2021-03-24,3295482,65899
2021-03-25,3369543,74061
2021-03-26,3442435,72892
2021-03-27,3497480,55045
2021-03-28,3536701,39221
2021-03-29,3600222,63521
2021-03-30,3669829,69607
2021-03-31,3749792,79963
2021-04-01,3833868,84076
2021-04-02,3905363,71495
2021-04-03,3956361,50998
2021-04-04,3977950,21589
2021-04-05,4038397,60447
2021-04-06,4106318,67921
2021-04-07,4183381,77063
2021-04-08,4262132,78751
2021-04-09,4334620,72488
2021-04-10,4385016,50396
2021-04-11,4416531,31515
2021-04-12,4470653,54122
2021-04-13,4522026,51373
2021-04-14,4583460,61434
2021-04-15,4649387,65927
2021-04-16,4713734,64347
2021-04-17,4757269,43535
2021-04-18,4787603,30334
2021-04-19,4841394,53791
2021-04-20,4897393,55999
2021-04-21,4960721,63328
2021-04-22,5024449,63728
2021-04-23,5083965,59516
2021-04-24,5124478,40513
2021-04-25,5150490,26012
2021-04-26,5198083,47593
2021-04-27,5248270,50187
2021-04-28,5299177,50907
2021-04-29,5346142,46965
2021-04-30,5392693,46551
2021-05-01,5422321,29628
2021-05-02,5443681,21360
2021-05-03,5474564,30883
2021-05-04,5514476,39912
2021-05-05,5550554,36078
2021-05-06,5588905,38351
2021-05-07,5628076,39171
2021-05-08,5655172,27096
2021-05-09,5668170,12998
2021-05-10,5694795,26625
2021-05-11,5721559,26764
2021-05-12,5752725,31166
2021-05-13,5792752,40027
2021-05-14,5833211,40459
2021-05-15,5864489,31278
2021-05-16,5881797,17308
2021-05-17,5914670,32873
2021-05-18,5942949,28279
2021-05-19,5979600,36651
2021-05-20,6011052,31452
2021-05-21,6045447,34395
2021-05-22,6071788,26341
2021-05-23,6082744,10956
2021-05-24,6105678,22934
2021-05-25,6127572,21894
2021-05-26,6151258,23686
2021-05-27,6173067,21809
2021-05-28,6197413,24346
2021-05-29,6210820,13407
2021-05-30,6218347,7527
2021-05-31,6222955,4608
2021-06-01,6244896,21941
2021-06-02,6265497,20601
2021-06-03,6289124,23627
2021-06-04,6315693,26569
2021-06-05,6336476,20783
2021-06-06,6346253,9777
2021-06-07,6366484,20231
2021-06-08,6385726,19242
2021-06-09,6406424,20698
2021-06-10,6427287,20863
2021-06-11,6452959,25672
2021-06-12,6469972,17013
2021-06-13,6478051,8079
2021-06-14,6495942,17891
2021-06-15,6512426,16484
2021-06-16,6529196,16770
2021-06-17,6545437,16241
2021-06-18,6564496,19059
2021-06-19,6575698,11202
2021-06-20,6581486,5788
2021-06-21,6593280,11794
2021-06-22,6607581,14301
2021-06-23,6622892,15311
2021-06-24,6637271,14379
2021-06-25,6653748,16477
2021-06-26,6663795,10047
2021-06-27,6669766,5971
2021-06-28,6681761,11995
2021-06-29,6693802,12041
2021-06-30,6706976,13174
2021-07-01,6720237,13261
2021-07-02,6733715,13478
2021-07-03,6741474,7759
2021-07-04,6742826,1352
2021-07-05,6752233,9407
2021-07-06,6763314,11081
2021-07-07,6774657,11343
2021-07-08,6785847,11190
2021-07-09,6801086,15239
2021-07-10,6811200,10114
2021-07-11,6816220,5020
2021-07-12,6827363,11143
2021-07-13,6837485,10122
2021-07-14,6848117,10632
2021-07-15,6858923,10806
2021-07-16,6872661,13738
2021-07-17,6881176,8515
2021-07-18,6886524,5348
2021-07-19,6899075,12551
2021-07-20,6910971,11896
2021-07-21,6924018,13047
2021-07-22,6937174,13156
2021-07-23,6953276,16102
2021-07-24,6964048,10772
2021-07-25,6970723,6675
2021-07-26,6984783,14060
2021-07-27,6998911,14128
2021-07-28,7013682,14771
2021-07-29,7028167,14485
2021-07-30,7047768,19601
2021-07-31,7061247,13479
2021-08-01,7069462,8215
2021-08-02,7084616,15154
2021-08-03,7098475,13859
2021-08-04,7113076,14601
