date,pcr_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_positivity_NAVAJO
2020-08-17 00:00:00,6,0,,
2020-08-16 00:00:00,7,0,1.0,0
2020-08-15 00:00:00,34,0.1176470588235294,1.0,0
2020-08-14 00:00:00,121,0.1074380165289256,3.0,0
2020-08-13 00:00:00,91,0.021978021978022,2.0,0.5
2020-08-12 00:00:00,146,0.0616438356164384,3.0,0
2020-08-11 00:00:00,98,0.0408163265306122,3.0,0.3333333333333333
2020-08-10 00:00:00,156,0.0448717948717949,6.0,0
2020-08-09 00:00:00,26,0.1153846153846154,1.0,0
2020-08-08 00:00:00,52,0.0961538461538462,3.0,0.6666666666666666
2020-08-07 00:00:00,146,0.0753424657534247,2.0,0.5
2020-08-06 00:00:00,95,0.0315789473684211,5.0,0.6
2020-08-05 00:00:00,98,0.0408163265306122,6.0,0.3333333333333333
2020-08-04 00:00:00,91,0.0769230769230769,8.0,0.125
2020-08-03 00:00:00,155,0.1096774193548387,9.0,0.1111111111111111
2020-08-02 00:00:00,24,0.25,1.0,0
2020-08-01 00:00:00,35,0.1428571428571429,1.0,0
2020-07-31 00:00:00,149,0.0939597315436242,9.0,0.2222222222222222
2020-07-30 00:00:00,291,0.0309278350515464,9.0,0.1111111111111111
2020-07-29 00:00:00,124,0.0887096774193548,6.0,0
2020-07-28 00:00:00,126,0.0396825396825397,9.0,0.1111111111111111
2020-07-27 00:00:00,213,0.1220657276995305,20.0,0.05
2020-07-26 00:00:00,21,0.0952380952380952,,
2020-07-25 00:00:00,76,0.1710526315789474,3.0,0
2020-07-24 00:00:00,186,0.0967741935483871,11.0,0.1818181818181818
2020-07-23 00:00:00,135,0.0740740740740741,7.0,0.1428571428571429
2020-07-22 00:00:00,138,0.1159420289855073,13.0,0.2307692307692308
2020-07-21 00:00:00,228,0.087719298245614,11.0,0
2020-07-20 00:00:00,201,0.0796019900497512,12.0,0.25
2020-07-19 00:00:00,58,0.103448275862069,2.0,0.5
2020-07-18 00:00:00,87,0.2183908045977012,,
2020-07-17 00:00:00,397,0.0730478589420655,11.0,0.0909090909090909
2020-07-16 00:00:00,142,0.1338028169014085,17.0,0.0588235294117647
2020-07-15 00:00:00,195,0.1076923076923077,14.0,0.2857142857142857
2020-07-14 00:00:00,278,0.0935251798561151,10.0,0.1
2020-07-13 00:00:00,251,0.1633466135458167,16.0,0.125
2020-07-12 00:00:00,82,0.3292682926829269,1.0,0
2020-07-11 00:00:00,81,0.2716049382716049,3.0,0.3333333333333333
2020-07-10 00:00:00,269,0.1486988847583643,6.0,0.1666666666666667
2020-07-09 00:00:00,210,0.1476190476190476,10.0,0.1
2020-07-08 00:00:00,202,0.1336633663366337,9.0,0.4444444444444444
2020-07-07 00:00:00,220,0.2272727272727273,7.0,0.1428571428571429
2020-07-06 00:00:00,270,0.1407407407407408,4.0,0.25
2020-07-05 00:00:00,54,0.2592592592592593,1.0,0
2020-07-04 00:00:00,80,0.375,1.0,0
2020-07-03 00:00:00,150,0.1866666666666667,3.0,0.3333333333333333
2020-07-02 00:00:00,315,0.1714285714285714,18.0,0.1111111111111111
2020-07-01 00:00:00,298,0.1610738255033557,30.0,0.1
2020-06-30 00:00:00,293,0.1331058020477816,31.0,0.0967741935483871
2020-06-29 00:00:00,354,0.1581920903954803,24.0,0.0416666666666667
2020-06-28 00:00:00,66,0.1666666666666667,2.0,0
2020-06-27 00:00:00,69,0.2463768115942029,1.0,1
2020-06-26 00:00:00,363,0.1046831955922865,24.0,0
2020-06-25 00:00:00,240,0.0958333333333333,15.0,0.2
2020-06-24 00:00:00,400,0.105,27.0,0
2020-06-23 00:00:00,348,0.089080459770115,24.0,0.0833333333333333
2020-06-22 00:00:00,332,0.1927710843373494,38.0,0.0263157894736842
2020-06-21 00:00:00,63,0.253968253968254,3.0,0.3333333333333333
2020-06-20 00:00:00,130,0.0923076923076923,1.0,0
2020-06-19 00:00:00,114,0.2280701754385965,43.0,0.0465116279069767
2020-06-18 00:00:00,319,0.103448275862069,25.0,0
2020-06-17 00:00:00,220,0.1772727272727273,29.0,0.0344827586206897
2020-06-16 00:00:00,215,0.1627906976744186,24.0,0.0416666666666667
2020-06-15 00:00:00,307,0.1726384364820847,20.0,0.05
2020-06-14 00:00:00,45,0.2666666666666667,,
2020-06-13 00:00:00,48,0.25,3.0,0.3333333333333333
2020-06-12 00:00:00,211,0.1611374407582938,26.0,0
2020-06-11 00:00:00,451,0.0909090909090909,41.0,0.024390243902439
2020-06-10 00:00:00,212,0.1462264150943396,17.0,0.0588235294117647
2020-06-09 00:00:00,179,0.1731843575418995,21.0,0.0952380952380952
2020-06-08 00:00:00,231,0.1688311688311688,91.0,0.021978021978022
2020-06-07 00:00:00,37,0.3783783783783784,,
2020-06-06 00:00:00,54,0.2592592592592593,1.0,0
2020-06-05 00:00:00,146,0.2191780821917808,23.0,0.0434782608695652
2020-06-04 00:00:00,151,0.2052980132450331,25.0,0
2020-06-03 00:00:00,131,0.1755725190839695,35.0,0.1428571428571429
2020-06-02 00:00:00,164,0.2134146341463415,30.0,0.1
2020-06-01 00:00:00,172,0.1279069767441861,42.0,0
2020-05-31 00:00:00,41,0.3414634146341464,2.0,0.5
2020-05-30 00:00:00,58,0.1724137931034483,4.0,0.25
2020-05-29 00:00:00,210,0.0952380952380952,51.0,0
2020-05-28 00:00:00,359,0.0724233983286908,43.0,0.0465116279069767
2020-05-27 00:00:00,229,0.1441048034934498,108.0,0.0648148148148148
2020-05-26 00:00:00,495,0.0747474747474747,77.0,0.025974025974026
2020-05-25 00:00:00,55,0.1454545454545455,2.0,1
2020-05-24 00:00:00,42,0.4523809523809524,2.0,0.5
2020-05-23 00:00:00,41,0.0975609756097561,3.0,0
2020-05-22 00:00:00,236,0.1652542372881356,42.0,0.0238095238095238
2020-05-21 00:00:00,427,0.0515222482435597,165.0,0.0242424242424242
2020-05-20 00:00:00,102,0.1568627450980392,55.0,0.0181818181818182
2020-05-19 00:00:00,226,0.0486725663716814,56.0,0
