date,pcr_tests,pcr_positivity,ser_tests,ser_positivity
2020-08-18 00:00:00,18,0.0,1,0.0
2020-08-17 00:00:00,2322,0.0473729543496985,341,0.1319648093841642
2020-08-16 00:00:00,2968,0.0478436657681941,438,0.0958904109589041
2020-08-15 00:00:00,4815,0.0708203530633437,569,0.1212653778558875
2020-08-14 00:00:00,8107,0.0541507339336376,1597,0.1427676894176581
2020-08-13 00:00:00,7954,0.0632386220769424,1457,0.1660947151681538
2020-08-12 00:00:00,9631,0.051915688921192,1427,0.1471618780658725
2020-08-11 00:00:00,9857,0.0616820533630922,1879,0.1585949973390101
2020-08-10 00:00:00,10363,0.0636881212004246,1535,0.1342019543973941
2020-08-09 00:00:00,5018,0.0583897967317656,419,0.0859188544152745
2020-08-08 00:00:00,5838,0.0674888660500171,552,0.1050724637681159
2020-08-07 00:00:00,8200,0.0760975609756098,1689,0.1397276494967436
2020-08-06 00:00:00,8246,0.0791899102595198,1447,0.1651693158258466
2020-08-05 00:00:00,8046,0.0821526224210788,1279,0.2017200938232995
2020-08-04 00:00:00,8115,0.0837954405422058,1869,0.1294810058855003
2020-08-03 00:00:00,9657,0.09443926685306,1906,0.1332633788037775
2020-08-02 00:00:00,4327,0.0905939449965334,416,0.0985576923076923
2020-08-01 00:00:00,6408,0.0799001248439451,558,0.1182795698924731
2020-07-31 00:00:00,9677,0.0800868037614963,2007,0.1345291479820628
2020-07-30 00:00:00,8157,0.1046953536839524,1871,0.151256012827365
2020-07-29 00:00:00,8460,0.0986997635933806,1947,0.1319979455572676
2020-07-28 00:00:00,8534,0.1100304663698149,2447,0.1242337556191255
2020-07-27 00:00:00,10229,0.1146739661746016,2225,0.1168539325842697
2020-07-26 00:00:00,4920,0.1166666666666667,365,0.0931506849315069
2020-07-25 00:00:00,7204,0.1182676290949473,534,0.1198501872659176
2020-07-24 00:00:00,10288,0.1119751166407465,2360,0.1389830508474576
2020-07-23 00:00:00,9907,0.1187039467043505,2003,0.1278082875686471
2020-07-22 00:00:00,11418,0.1177964617270976,1866,0.1286173633440515
2020-07-21 00:00:00,11665,0.1218174024860695,2577,0.1187427240977881
2020-07-20 00:00:00,11615,0.1373224278949634,2504,0.1317891373801917
2020-07-19 00:00:00,5561,0.1274950548462507,391,0.1150895140664962
2020-07-18 00:00:00,9705,0.1340546110252447,567,0.0970017636684303
2020-07-17 00:00:00,15731,0.127264636704596,2347,0.1256923732424372
2020-07-16 00:00:00,13841,0.1484719312188426,1875,0.1397333333333333
2020-07-15 00:00:00,15840,0.1563131313131313,1880,0.1361702127659575
2020-07-14 00:00:00,16277,0.1663082877680162,2420,0.1194214876033058
2020-07-13 00:00:00,15081,0.176380876599695,2419,0.1153369160810252
2020-07-12 00:00:00,6556,0.1953935326418548,478,0.1087866108786611
2020-07-11 00:00:00,9898,0.1861992321681148,710,0.1295774647887324
2020-07-10 00:00:00,17111,0.176144000935071,2491,0.0887193898032919
2020-07-09 00:00:00,18908,0.1743706367675058,2302,0.0942658557775847
2020-07-08 00:00:00,18541,0.1902270643438865,2221,0.1008554705087798
2020-07-07 00:00:00,19311,0.1885971725959298,2786,0.0746590093323762
2020-07-06 00:00:00,18878,0.1941413285305647,2289,0.0799475753604194
2020-07-05 00:00:00,6558,0.2421469960353767,406,0.0640394088669951
2020-07-04 00:00:00,6264,0.2139208173690933,527,0.0759013282732448
2020-07-03 00:00:00,13515,0.1952645209027007,847,0.051948051948052
2020-07-02 00:00:00,20840,0.1845009596928983,2628,0.0844748858447489
2020-07-01 00:00:00,20338,0.1961844822499754,2758,0.0728788977519942
2020-06-30 00:00:00,20545,0.2031151131662205,2756,0.0598693759071118
2020-06-29 00:00:00,20192,0.213648969889065,3485,0.078622668579627
2020-06-28 00:00:00,7457,0.2349470296365831,512,0.044921875
2020-06-27 00:00:00,11161,0.2277573694113431,844,0.0367298578199052
2020-06-26 00:00:00,18879,0.1943958896127973,3621,0.0615851974592654
2020-06-25 00:00:00,18414,0.1954491148039535,3391,0.0563255676791507
2020-06-24 00:00:00,18559,0.188372218330729,3418,0.053540081919251
2020-06-23 00:00:00,18222,0.1754472615519702,3545,0.0600846262341326
2020-06-22 00:00:00,16668,0.1952243820494361,2843,0.0415054519873373
2020-06-21 00:00:00,6100,0.2334426229508197,650,0.0476923076923077
2020-06-20 00:00:00,10027,0.2064426049665902,813,0.034440344403444
2020-06-19 00:00:00,16883,0.1700527157495706,3352,0.0369928400954654
2020-06-18 00:00:00,15917,0.1724571213168311,3007,0.0355836381775856
2020-06-17 00:00:00,13934,0.1857327400602842,2693,0.0415893056071296
2020-06-16 00:00:00,13979,0.1658201588096431,3558,0.0331646992692524
