date,pcr_tests,pcr_positivity,ser_tests,ser_positivity,pcr_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_positivity_COCHISE
2020-08-04 00:00:00,16,0.125,,,,,,,,,,,,,,,,,,,,,,,3.0,0.3333333333333333,,,,,,,,,,,13.0,0.0769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03 00:00:00,1662,0.0830324909747292,703.0,0.1607396870554765,2.0,0.0,,,133.0,0.1353383458646617,5.0,0.4,33.0,0.0,3.0,0.0,14.0,0.0714285714285714,,,59.0,0.1016949152542373,54.0,0.0185185185185185,85.0,0.0705882352941177,1.0,0.0,11.0,0.1818181818181818,,,14.0,0.0714285714285714,3.0,0.0,1226.0,0.0823817292006525,621.0,0.1755233494363929,1.0,0.0,1.0,0.0,,,,,3.0,0.0,1.0,0.0,40.0,0.025,5.0,0.0,20.0,0.0,,,10.0,0.0,,
2020-08-02 00:00:00,3126,0.082213691618682,391.0,0.0920716112531969,6.0,0.1666666666666667,1.0,0.0,27.0,0.0740740740740741,2.0,0.0,44.0,0.0681818181818182,1.0,0.0,8.0,0.25,3.0,0.0,220.0,0.0818181818181818,51.0,0.0392156862745098,261.0,0.0689655172413793,47.0,0.0638297872340426,11.0,0.2727272727272727,,,24.0,0.0833333333333333,,,2433.0,0.0780928894369092,269.0,0.10408921933085499,,,1.0,0.0,,,,,14.0,0.5714285714285714,,,22.0,0.1818181818181818,7.0,0.0,17.0,0.0,,,12.0,0.0,3.0,0.0
2020-08-01 00:00:00,5535,0.0832881662149955,532.0,0.1146616541353384,15.0,0.2,,,41.0,0.1219512195121951,,,246.0,0.024390243902439,3.0,0.3333333333333333,38.0,0.0526315789473684,1.0,1.0,270.0,0.0851851851851852,58.0,0.0689655172413793,861.0,0.0847851335656214,88.0,0.0340909090909091,35.0,0.1714285714285714,1.0,0.0,48.0,0.0625,,,3834.0,0.08581116327595201,357.0,0.1428571428571429,4.0,0.0,1.0,0.0,,,,,10.0,0.3,,,39.0,0.1025641025641026,15.0,0.0,20.0,0.0,,,21.0,0.0,5.0,0.2
2020-07-31 00:00:00,8191,0.0817970943718716,1587.0,0.1518588531821046,253.0,0.0592885375494071,1.0,1.0,386.0,0.1062176165803109,35.0,0.2571428571428571,215.0,0.0930232558139535,39.0,0.1025641025641026,206.0,0.0194174757281553,5.0,0.0,367.0,0.0817438692098093,136.0,0.1397058823529412,1217.0,0.057518488085455996,179.0,0.1731843575418995,142.0,0.0985915492957746,5.0,0.2,93.0,0.1290322580645161,23.0,0.2173913043478261,4691.0,0.0908121935621403,1112.0,0.1474820143884892,6.0,0.3333333333333333,2.0,1.0,5.0,0.0,,,18.0,0.1111111111111111,,,127.0,0.031496062992126,16.0,0.0,99.0,0.0808080808080808,14.0,0.2142857142857143,139.0,0.0647482014388489,10.0,0.1
2020-07-30 00:00:00,7017,0.1083083939005273,1501.0,0.1812125249833445,98.0,0.0510204081632653,2.0,1.0,400.0,0.1825,29.0,0.3103448275862069,261.0,0.0689655172413793,71.0,0.028169014084507005,43.0,0.1395348837209302,5.0,0.4,336.0,0.1547619047619048,84.0,0.130952380952381,885.0,0.0971751412429379,154.0,0.0909090909090909,289.0,0.0346020761245675,5.0,0.2,148.0,0.0945945945945946,22.0,0.3181818181818182,3855.0,0.1159533073929961,1084.0,0.1974169741697417,10.0,0.1,2.0,0.5,5.0,0.2,1.0,0.0,26.0,0.0769230769230769,1.0,0.0,94.0,0.14893617021276598,9.0,0.3333333333333333,184.0,0.0597826086956522,8.0,0.0,123.0,0.0731707317073171,15.0,0.2666666666666667
2020-07-29 00:00:00,7306,0.1037503421845059,1559.0,0.1622835150737652,105.0,0.0380952380952381,2.0,0.0,345.0,0.1768115942028986,33.0,0.484848484848485,262.0,0.0992366412213741,85.0,0.0470588235294118,36.0,0.1111111111111111,7.0,0.4285714285714286,385.0,0.0883116883116883,99.0,0.1313131313131313,940.0,0.0819148936170213,109.0,0.1559633027522936,126.0,0.1031746031746032,1.0,0.0,106.0,0.0660377358490566,28.0,0.1071428571428571,4320.0,0.1134259259259259,1135.0,0.1674008810572687,9.0,0.2222222222222222,2.0,0.5,12.0,0.0,3.0,0.0,31.0,0.0967741935483871,1.0,0.0,93.0,0.1397849462365591,10.0,0.0,153.0,0.065359477124183,14.0,0.1428571428571429,138.0,0.036231884057971,21.0,0.1904761904761905
2020-07-28 00:00:00,7706,0.1191279522450039,2010.0,0.1492537313432836,101.0,0.099009900990099,1.0,1.0,511.0,0.1976516634050881,38.0,0.2631578947368421,208.0,0.0432692307692308,40.0,0.05,35.0,0.0857142857142857,5.0,0.2,472.0,0.1228813559322034,111.0,0.1171171171171171,953.0,0.1028331584470094,193.0,0.150259067357513,124.0,0.0403225806451613,4.0,0.25,89.0,0.202247191011236,35.0,0.0571428571428571,4624.0,0.1228373702422145,1514.0,0.1538969616908851,7.0,0.1428571428571429,1.0,1.0,15.0,0.0,3.0,0.0,27.0,0.1851851851851852,4.0,0.75,111.0,0.2432432432432433,14.0,0.0,99.0,0.0404040404040404,11.0,0.0909090909090909,118.0,0.0508474576271187,25.0,0.08
2020-07-27 00:00:00,9238,0.1212383632820957,1697.0,0.14555097230406602,103.0,0.0776699029126214,3.0,0.3333333333333333,437.0,0.1670480549199085,40.0,0.425,270.0,0.0666666666666667,39.0,0.0256410256410256,41.0,0.0731707317073171,9.0,0.5555555555555556,536.0,0.1138059701492537,126.0,0.126984126984127,1056.0,0.1003787878787879,179.0,0.0893854748603352,212.0,0.1179245283018868,10.0,0.1,133.0,0.0902255639097744,37.0,0.1081081081081081,5800.0,0.13,1188.0,0.1515151515151515,14.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,64.0,0.171875,4.0,0.0,102.0,0.1274509803921569,22.0,0.0454545454545455,187.0,0.0695187165775401,9.0,0.1111111111111111,108.0,0.1111111111111111,13.0,0.0769230769230769
2020-07-26 00:00:00,4550,0.1248351648351649,365.0,0.0931506849315069,24.0,0.0,1.0,0.0,77.0,0.2597402597402597,,,85.0,0.0705882352941177,5.0,0.0,7.0,0.0,,,294.0,0.1156462585034014,48.0,0.0833333333333333,446.0,0.07847533632286999,44.0,0.0227272727272727,21.0,0.0952380952380952,,,48.0,0.1041666666666667,,,3358.0,0.1325193567599762,257.0,0.1128404669260701,2.0,0.0,,,4.0,0.5,1.0,0.0,12.0,0.1666666666666667,,,53.0,0.1320754716981132,5.0,0.0,35.0,0.0,2.0,0.0,19.0,0.1052631578947368,1.0,0.0
