Category,value
tests,709670
YUMA,12566
YAVAPAI,20858
SANTA CRUZ,2136
PINAL,43251
PIMA,64843
NAVAJO,5745
MOHAVE,15581
MARICOPA,506850
LA PAZ,1863
GREENLEE,300
GRAHAM,1562
GILA,6781
COCONINO,9270
COCHISE,6509
APACHE,1554
Unknown,650
65 years and older,173272
55 - 64 years,141145
45 - 54 years,128034
20 - 44 years,235365
Less than 20 years,31204
positive,0.2044485465075317
