date,pcr_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_positivity_YAVAPAI
2020-08-21 00:00:00,42,0.0238095238095238,49.0,0.1020408163265306
2020-08-20 00:00:00,95,0.0105263157894737,20.0,0.25
2020-08-19 00:00:00,172,0.063953488372093,41.0,0.0731707317073171
2020-08-18 00:00:00,238,0.0378151260504202,34.0,0.2352941176470588
2020-08-17 00:00:00,310,0.0483870967741936,30.0,0.1666666666666667
2020-08-16 00:00:00,78,0.0256410256410256,4.0,0
2020-08-15 00:00:00,227,0.0176211453744493,3.0,0
2020-08-14 00:00:00,228,0.0526315789473684,85.0,0.0823529411764706
2020-08-13 00:00:00,174,0.0919540229885058,37.0,0.1351351351351352
2020-08-12 00:00:00,203,0.0689655172413793,26.0,0.0384615384615385
2020-08-11 00:00:00,206,0.0825242718446602,48.0,0.125
2020-08-10 00:00:00,219,0.1050228310502283,23.0,0.1304347826086957
2020-08-09 00:00:00,77,0.0649350649350649,2.0,0
2020-08-08 00:00:00,316,0.0379746835443038,,
2020-08-07 00:00:00,231,0.0562770562770563,28.0,0.1428571428571429
2020-08-06 00:00:00,236,0.0932203389830509,35.0,0.1714285714285714
2020-08-05 00:00:00,261,0.053639846743295,29.0,0.1379310344827586
2020-08-04 00:00:00,224,0.0491071428571429,28.0,0.1071428571428571
2020-08-03 00:00:00,242,0.0702479338842975,64.0,0.03125
2020-08-02 00:00:00,87,0.0804597701149425,3.0,0.6666666666666666
2020-08-01 00:00:00,280,0.0357142857142857,3.0,0.3333333333333333
2020-07-31 00:00:00,257,0.0778210116731518,40.0,0.1
2020-07-30 00:00:00,296,0.0641891891891892,73.0,0.0273972602739726
2020-07-29 00:00:00,281,0.103202846975089,85.0,0.0470588235294118
2020-07-28 00:00:00,228,0.0350877192982456,40.0,0.05
2020-07-27 00:00:00,276,0.0652173913043478,39.0,0.0256410256410256
2020-07-26 00:00:00,84,0.0595238095238095,5.0,0
2020-07-25 00:00:00,115,0.0956521739130435,3.0,0
2020-07-24 00:00:00,263,0.091254752851711,37.0,0.1081081081081081
2020-07-23 00:00:00,257,0.0505836575875486,33.0,0.0909090909090909
2020-07-22 00:00:00,292,0.0616438356164384,30.0,0.0666666666666667
2020-07-21 00:00:00,303,0.0825082508250825,29.0,0.0344827586206897
2020-07-20 00:00:00,313,0.0638977635782748,34.0,0.1176470588235294
2020-07-19 00:00:00,80,0.0625,1.0,0
2020-07-18 00:00:00,121,0.0661157024793389,14.0,0.1428571428571429
2020-07-17 00:00:00,333,0.0840840840840841,31.0,0.032258064516129
2020-07-16 00:00:00,297,0.0976430976430976,31.0,0.032258064516129
2020-07-15 00:00:00,356,0.0814606741573034,28.0,0.1071428571428571
2020-07-14 00:00:00,296,0.1013513513513514,33.0,0.0303030303030303
2020-07-13 00:00:00,319,0.1003134796238245,44.0,0.0227272727272727
2020-07-12 00:00:00,105,0.1142857142857143,3.0,0
2020-07-11 00:00:00,131,0.1297709923664122,2.0,0
2020-07-10 00:00:00,351,0.1082621082621083,47.0,0.0851063829787234
2020-07-09 00:00:00,423,0.066193853427896,46.0,0.0434782608695652
2020-07-08 00:00:00,430,0.0627906976744186,51.0,0.0392156862745098
