Category,value
tests,13354728
YUMA,301949
YAVAPAI,284634
SANTA CRUZ,73136
PINAL,857729
PIMA,2121769
NAVAJO,169371
MOHAVE,284322
MARICOPA,8080292
LA PAZ,24658
GREENLEE,3510
GRAHAM,31632
GILA,90826
COCONINO,343505
COCHISE,151247
APACHE,72412
Unknown,31651
65 years and older,1962875
55 - 64 years,1630566
45 - 54 years,1758425
20 - 44 years,5674659
Less than 20 years,2296552
positive,0.0970207704717011
