date,Apache_cume,Apache
1/1/2021,2,
1/10/2021,3,1
1/11/2021,5,2
1/12/2021,6,1
1/13/2021,8,2
1/14/2021,9,1
1/15/2021,11,2
1/16/2021,12,1
1/17/2021,16,4
1/18/2021,45,29
1/19/2021,90,45
1/2/2021,108,18
1/20/2021,116,8
1/21/2021,122,6
1/22/2021,278,156
1/23/2021,287,9
1/24/2021,289,2
1/25/2021,291,2
1/26/2021,358,67
1/27/2021,688,330
1/28/2021,847,159
1/29/2021,921,74
1/30/2021,924,3
1/31/2021,929,5
1/4/2021,966,37
1/5/2021,1060,94
1/6/2021,1335,275
1/7/2021,1600,265
1/8/2021,1724,124
1/9/2021,1731,7
10/1/2021,1732,1
10/10/2021,1873,141
10/11/2021,2059,186
10/12/2021,2227,168
10/13/2021,2581,354
10/14/2021,2720,139
10/15/2021,2739,19
10/16/2021,2740,1
10/17/2021,2809,69
10/18/2021,3024,215
10/19/2021,3272,248
10/2/2021,3612,340
10/20/2021,3948,336
10/3/2021,3977,29
10/4/2021,3981,4
10/5/2021,4295,314
10/6/2021,4674,379
10/7/2021,5003,329
10/8/2021,5427,424
10/9/2021,5585,158
12/1/2020,5598,13
12/13/2020,5618,20
12/15/2020,5836,218
12/16/2020,6049,213
12/17/2020,6466,417
12/18/2020,7181,715
12/2/2020,7516,335
12/21/2020,7726,210
12/22/2020,7729,3
12/23/2020,7945,216
12/24/2020,8196,251
12/25/2020,8842,646
12/26/2020,9558,716
12/28/2020,9845,287
12/29/2020,9997,152
12/3/2020,10001,4
12/30/2020,10098,97
12/31/2020,10422,324
12/4/2020,10851,429
12/7/2020,11295,444
12/8/2020,11669,374
12/9/2020,11786,117
2/1/2021,11795,9
2/10/2021,12106,311
2/11/2021,12406,300
2/12/2021,12735,329
2/13/2021,13380,645
2/14/2021,13579,199
2/15/2021,13792,213
2/16/2021,13795,3
2/17/2021,14150,355
2/18/2021,14407,257
2/19/2021,14872,465
2/2/2021,15231,359
2/20/2021,15568,337
2/21/2021,15642,74
2/22/2021,15646,4
2/23/2021,15881,235
2/24/2021,16156,275
2/25/2021,16811,655
2/26/2021,17239,428
2/27/2021,17486,247
2/28/2021,17546,60
