date,pcr_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_positivity_PINAL
2020-08-15 00:00:00,1,0,,
2020-08-14 00:00:00,228,0.0263157894736842,59.0,0.1355932203389831
2020-08-13 00:00:00,282,0.1028368794326241,75.0,0.1333333333333333
2020-08-12 00:00:00,374,0.0614973262032086,70.0,0.1428571428571429
2020-08-11 00:00:00,391,0.0537084398976982,108.0,0.1666666666666667
2020-08-10 00:00:00,434,0.0691244239631337,121.0,0.1404958677685951
2020-08-09 00:00:00,300,0.0566666666666667,51.0,0.0196078431372549
2020-08-08 00:00:00,300,0.08,49.0,0.0816326530612245
2020-08-07 00:00:00,409,0.0904645476772616,115.0,0.1565217391304348
2020-08-06 00:00:00,376,0.0824468085106383,100.0,0.16
2020-08-05 00:00:00,405,0.0938271604938272,76.0,0.1842105263157895
2020-08-04 00:00:00,464,0.0754310344827586,136.0,0.0588235294117647
2020-08-03 00:00:00,449,0.1069042316258352,132.0,0.0757575757575758
2020-08-02 00:00:00,278,0.0863309352517986,52.0,0.0384615384615385
2020-08-01 00:00:00,281,0.0889679715302491,61.0,0.0655737704918033
2020-07-31 00:00:00,458,0.074235807860262,163.0,0.1349693251533742
2020-07-30 00:00:00,354,0.1468926553672317,107.0,0.102803738317757
2020-07-29 00:00:00,391,0.0869565217391304,123.0,0.1138211382113821
2020-07-28 00:00:00,478,0.1192468619246862,121.0,0.1074380165289256
2020-07-27 00:00:00,559,0.112701252236136,151.0,0.1059602649006623
2020-07-26 00:00:00,292,0.1164383561643836,48.0,0.0833333333333333
2020-07-25 00:00:00,500,0.094,54.0,0.0925925925925926
2020-07-24 00:00:00,557,0.0933572710951526,153.0,0.0980392156862745
2020-07-23 00:00:00,469,0.1130063965884862,136.0,0.0441176470588235
2020-07-22 00:00:00,599,0.0868113522537563,89.0,0.0786516853932584
2020-07-21 00:00:00,580,0.1,159.0,0.1257861635220126
2020-07-20 00:00:00,580,0.1051724137931035,157.0,0.1273885350318471
2020-07-19 00:00:00,260,0.1076923076923077,49.0,0.0204081632653061
2020-07-18 00:00:00,601,0.1131447587354409,84.0,0.0476190476190476
2020-07-17 00:00:00,815,0.1288343558282209,156.0,0.108974358974359
2020-07-16 00:00:00,880,0.0977272727272727,121.0,0.1074380165289256
2020-07-15 00:00:00,943,0.1102863202545069,96.0,0.125
2020-07-14 00:00:00,1040,0.1365384615384615,167.0,0.0958083832335329
2020-07-13 00:00:00,788,0.1725888324873096,152.0,0.0394736842105263
2020-07-12 00:00:00,404,0.1707920792079208,57.0,0.0526315789473684
2020-07-11 00:00:00,631,0.1489698890649763,108.0,0.0648148148148148
2020-07-10 00:00:00,963,0.138110072689512,151.0,0.0596026490066225
2020-07-09 00:00:00,1032,0.1589147286821706,117.0,0.0512820512820513
2020-07-08 00:00:00,1041,0.1853986551392891,133.0,0.0526315789473684
2020-07-07 00:00:00,1322,0.1369137670196672,177.0,0.0677966101694915
2020-07-06 00:00:00,838,0.1945107398568019,158.0,0.0316455696202532
2020-07-05 00:00:00,336,0.2232142857142857,28.0,0
2020-07-04 00:00:00,351,0.2507122507122508,44.0,0.0454545454545455
2020-07-03 00:00:00,845,0.178698224852071,68.0,0.0147058823529412
2020-07-02 00:00:00,1513,0.1526768010575017,154.0,0.0844155844155844
2020-07-01 00:00:00,1203,0.1612635078969244,161.0,0.0248447204968944
2020-06-30 00:00:00,1257,0.1718377088305489,156.0,0.0320512820512821
2020-06-29 00:00:00,970,0.2195876288659794,221.0,0.0497737556561086
2020-06-28 00:00:00,370,0.2108108108108108,67.0,0.0149253731343284
2020-06-27 00:00:00,569,0.1933216168717048,83.0,0.036144578313253
2020-06-26 00:00:00,850,0.14,228.0,0.0307017543859649
2020-06-25 00:00:00,831,0.1805054151624549,175.0,0.04
2020-06-24 00:00:00,1419,0.1120507399577167,179.0,0.0391061452513967
2020-06-23 00:00:00,1706,0.0961313012895662,226.0,0.0707964601769912
2020-06-22 00:00:00,968,0.1694214876033058,201.0,0.0149253731343284
2020-06-21 00:00:00,381,0.1758530183727034,79.0,0
2020-06-20 00:00:00,517,0.1547388781431335,83.0,0.0481927710843374
2020-06-19 00:00:00,1053,0.1358024691358025,208.0,0.0480769230769231
2020-06-18 00:00:00,782,0.1675191815856778,147.0,0.0408163265306122
2020-06-17 00:00:00,752,0.1835106382978724,143.0,0.027972027972028
2020-06-16 00:00:00,962,0.1455301455301456,280.0,0.0178571428571429
2020-06-15 00:00:00,608,0.1858552631578948,196.0,0.0153061224489796
2020-06-14 00:00:00,297,0.1717171717171717,53.0,0.0377358490566038
2020-06-13 00:00:00,314,0.1528662420382166,91.0,0.010989010989011
2020-06-12 00:00:00,684,0.1666666666666667,200.0,0.03
2020-06-11 00:00:00,590,0.1271186440677966,194.0,0.0360824742268041
2020-06-10 00:00:00,1054,0.0683111954459203,394.0,0.0279187817258883
2020-06-09 00:00:00,1589,0.1038388923851479,168.0,0.0238095238095238
2020-06-08 00:00:00,693,0.1096681096681097,183.0,0.0491803278688525
2020-06-07 00:00:00,174,0.0804597701149425,59.0,0.0169491525423729
2020-06-06 00:00:00,248,0.0766129032258065,87.0,0.0344827586206897
2020-06-05 00:00:00,672,0.087797619047619,187.0,0.0748663101604278
2020-06-04 00:00:00,577,0.0623916811091854,140.0,0.0285714285714286
2020-06-03 00:00:00,412,0.0970873786407767,153.0,0.0326797385620915
2020-06-02 00:00:00,444,0.1261261261261261,206.0,0.0194174757281553
2020-06-01 00:00:00,529,0.0623818525519849,211.0,0.018957345971564
2020-05-31 00:00:00,179,0.0893854748603352,70.0,0.0285714285714286
2020-05-30 00:00:00,276,0.0543478260869565,144.0,0
2020-05-29 00:00:00,469,0.0724946695095949,310.0,0.0935483870967742
2020-05-28 00:00:00,380,0.0552631578947368,160.0,0.0375
2020-05-27 00:00:00,346,0.0289017341040462,164.0,0.0182926829268293
2020-05-26 00:00:00,322,0.093167701863354,193.0,0.0103626943005181
2020-05-25 00:00:00,127,0.047244094488189,58.0,0
2020-05-24 00:00:00,151,0.0596026490066225,62.0,0.0161290322580645
2020-05-23 00:00:00,245,0.0530612244897959,164.0,0.0121951219512195
