date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20766,23010,21178,18506,13366,178
1/10/2021,34270,35270,33433,30372,31005,398
1/11/2021,36189,37086,35415,32071,35383,453
1/12/2021,38952,39776,38233,34624,43257,548
1/13/2021,41693,42710,41384,37383,52283,628
1/14/2021,44436,45772,44642,40436,61923,689
1/15/2021,47895,49033,48063,43599,71383,786
1/16/2021,49671,50602,49744,45219,76816,823
1/17/2021,50766,51617,50823,46307,80324,853
1/18/2021,52410,53134,52575,48056,88385,889
1/19/2021,54450,55008,54632,50262,98560,977
1/2/2021,22647,24724,22742,19932,14492,203
1/20/2021,56978,57567,57685,53481,111050,1087
1/21/2021,59773,60518,61183,57132,127028,1224
1/22/2021,64235,64683,65800,62066,142932,1358
1/23/2021,67485,67435,68875,65257,153553,1494
1/24/2021,68988,68821,70390,66943,161257,1542
1/25/2021,71342,70974,72985,69892,175005,1611
1/26/2021,74239,73487,75878,73126,192410,1704
1/27/2021,77355,76137,78853,76559,211456,1794
1/28/2021,80449,78793,81915,80317,232909,1919
1/29/2021,84301,81961,85323,84110,253044,2094
1/3/2021,23527,25467,23405,20481,14874,220
1/30/2021,87083,84091,87664,86565,264526,2255
1/31/2021,87992,84819,88530,87607,270599,2291
1/4/2021,25229,27121,25033,22004,16905,240
1/5/2021,27000,28797,26630,23599,19131,268
1/6/2021,29178,30732,28692,25665,22336,325
1/7/2021,30969,32388,30473,27483,25774,356
1/8/2021,32674,33982,32151,29169,28296,374
1/9/2021,33748,34828,32999,29964,30500,393
10/1/2021,817914,559196,576958,659148,1184873,366423
10/10/2021,827524,564265,581050,662459,1189814,371032
10/11/2021,828862,565030,581626,662966,1190638,371702
10/12/2021,829625,565400,581928,663203,1191041,372127
10/13/2021,830674,565964,582412,663591,1191690,372616
10/14/2021,832001,566617,582994,664087,1192445,373127
10/15/2021,833554,567373,583673,664610,1193064,373708
10/16/2021,834530,567795,584039,664914,1193336,374975
10/17/2021,835249,568091,584261,665073,1193507,375236
10/18/2021,836514,568806,584834,665570,1194238,375723
10/19/2021,837601,569424,585296,666043,1194894,376248
