date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-01-22 00:00:00,14,4,0.2857142857142857,,,
2021-01-21 00:00:00,106,25,0.2358490566037736,9.0,6.0,0.6666666666666666
2021-01-20 00:00:00,129,30,0.2325581395348837,1.0,0.0,0
2021-01-19 00:00:00,165,30,0.1818181818181818,2.0,1.0,0.5
2021-01-18 00:00:00,41,15,0.3658536585365854,1.0,1.0,1
2021-01-17 00:00:00,44,13,0.2954545454545455,,,
2021-01-16 00:00:00,37,10,0.2702702702702703,,,
2021-01-15 00:00:00,162,28,0.1728395061728395,2.0,1.0,0.5
2021-01-14 00:00:00,155,48,0.3096774193548387,7.0,3.0,0.4285714285714286
2021-01-13 00:00:00,164,34,0.2073170731707317,2.0,0.0,0
2021-01-12 00:00:00,317,45,0.1419558359621451,6.0,3.0,0.5
2021-01-11 00:00:00,188,44,0.2340425531914894,8.0,4.0,0.5
2021-01-10 00:00:00,46,14,0.3043478260869566,1.0,0.0,0
2021-01-09 00:00:00,63,15,0.2380952380952381,,,
2021-01-08 00:00:00,305,59,0.1934426229508197,6.0,2.0,0.3333333333333333
2021-01-07 00:00:00,248,49,0.1975806451612903,1.0,0.0,0
2021-01-06 00:00:00,491,69,0.1405295315682281,10.0,4.0,0.4
2021-01-05 00:00:00,278,62,0.223021582733813,7.0,5.0,0.7142857142857144
2021-01-04 00:00:00,361,91,0.2520775623268698,5.0,3.0,0.6
2021-01-03 00:00:00,48,17,0.3541666666666667,2.0,1.0,0.5
2021-01-02 00:00:00,71,13,0.1830985915492958,,,
2021-01-01 00:00:00,29,6,0.2068965517241379,,,
2020-12-31 00:00:00,122,40,0.3278688524590164,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,201,54,0.2686567164179105,,,
2020-12-29 00:00:00,196,54,0.2755102040816327,1.0,1.0,1
2020-12-28 00:00:00,238,66,0.2773109243697479,2.0,2.0,1
2020-12-27 00:00:00,49,20,0.4081632653061225,1.0,0.0,0
2020-12-26 00:00:00,53,18,0.339622641509434,,,
2020-12-25 00:00:00,7,2,0.2857142857142857,,,
2020-12-24 00:00:00,109,34,0.3119266055045872,2.0,0.0,0
2020-12-23 00:00:00,170,38,0.2235294117647059,3.0,2.0,0.6666666666666666
