date,pcr_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_positivity_MARICOPA
2020-08-13 00:00:00,10,0.1,10.0,0.3
2020-08-12 00:00:00,2004,0.0344311377245509,357.0,0.1568627450980392
2020-08-11 00:00:00,4815,0.0631360332294912,1118.0,0.1574239713774598
2020-08-10 00:00:00,5347,0.0619038713297176,1077.0,0.1327762302692665
2020-08-09 00:00:00,3367,0.0617760617760618,274.0,0.0766423357664234
2020-08-08 00:00:00,3769,0.0668612364022287,381.0,0.120734908136483
2020-08-07 00:00:00,4511,0.0709377078253159,1210.0,0.1355371900826446
2020-08-06 00:00:00,4461,0.0874243443174176,988.0,0.1751012145748988
2020-08-05 00:00:00,4195,0.0929678188319428,960.0,0.215625
2020-08-04 00:00:00,4306,0.0933581049698096,1212.0,0.1608910891089109
2020-08-03 00:00:00,5333,0.0980686292893306,1266.0,0.160347551342812
2020-08-02 00:00:00,3080,0.0935064935064935,279.0,0.1039426523297491
2020-08-01 00:00:00,4062,0.0883801083210241,369.0,0.1463414634146342
2020-07-31 00:00:00,5251,0.0870310417063417,1237.0,0.1511721907841552
2020-07-30 00:00:00,4202,0.1104236078058068,1167.0,0.1885175664095973
2020-07-29 00:00:00,4654,0.1108723678556081,1206.0,0.1583747927031509
2020-07-28 00:00:00,4869,0.1168617785993017,1594.0,0.1455457967377666
2020-07-27 00:00:00,6071,0.1230439795750288,1306.0,0.1424196018376723
2020-07-26 00:00:00,3416,0.1293911007025761,257.0,0.1128404669260701
2020-07-25 00:00:00,4270,0.1262295081967213,354.0,0.1440677966101695
2020-07-24 00:00:00,6738,0.1185811813594539,1447.0,0.1776088458880442
2020-07-23 00:00:00,6307,0.1244648802917394,1248.0,0.1594551282051282
2020-07-22 00:00:00,7423,0.1295971978984238,1154.0,0.1499133448873484
2020-07-21 00:00:00,7680,0.1274739583333333,1639.0,0.1293471629042099
2020-07-20 00:00:00,7541,0.1494496751094019,1575.0,0.1555555555555556
2020-07-19 00:00:00,4252,0.1335841956726247,273.0,0.1282051282051282
2020-07-18 00:00:00,7546,0.1371587596077392,377.0,0.1087533156498674
2020-07-17 00:00:00,11070,0.1375790424570913,1714.0,0.1406067677946324
2020-07-16 00:00:00,9303,0.1589809738793938,1355.0,0.1431734317343174
2020-07-15 00:00:00,11009,0.1681351621400672,1402.0,0.1269614835948645
2020-07-14 00:00:00,10837,0.1810464150595183,1815.0,0.1228650137741047
2020-07-13 00:00:00,9766,0.1931189842310056,1750.0,0.1245714285714286
2020-07-12 00:00:00,4898,0.2094732543895468,315.0,0.1206349206349206
2020-07-11 00:00:00,7266,0.2018992568125516,485.0,0.154639175257732
2020-07-10 00:00:00,11308,0.1972939511850018,1822.0,0.0938529088913282
2020-07-09 00:00:00,12638,0.1955214432663396,1734.0,0.0905420991926182
2020-07-08 00:00:00,11766,0.2185109637939827,1669.0,0.103654883163571
2020-07-07 00:00:00,11484,0.2210031347962382,2089.0,0.0722833891814265
2020-07-06 00:00:00,12018,0.218172740888667,1661.0,0.0878988561107766
2020-07-05 00:00:00,4622,0.2633059281696236,280.0,0.0714285714285714
2020-07-04 00:00:00,4804,0.2125312239800167,375.0,0.0853333333333333
2020-07-03 00:00:00,9844,0.2118041446566436,655.0,0.0564885496183206
2020-07-02 00:00:00,13171,0.2100068331941386,1907.0,0.085998951232302
2020-07-01 00:00:00,12695,0.2287514769594329,2094.0,0.0773638968481375
2020-06-30 00:00:00,13140,0.2271689497716895,1970.0,0.0609137055837564
2020-06-29 00:00:00,13141,0.2333155772011263,2585.0,0.0862669245647969
2020-06-28 00:00:00,5513,0.2592055142390713,346.0,0.046242774566474
2020-06-27 00:00:00,8376,0.2430754536771729,602.0,0.0348837209302326
2020-06-26 00:00:00,12801,0.214358253261464,2679.0,0.0671892497200448
2020-06-25 00:00:00,11817,0.220952864517221,2618.0,0.059205500381971
2020-06-24 00:00:00,11568,0.2207814661134163,2619.0,0.0568919434898816
2020-06-23 00:00:00,11197,0.2045190676073948,2480.0,0.0403225806451613
2020-06-22 00:00:00,10313,0.2172015902259285,1955.0,0.0424552429667519
2020-06-21 00:00:00,4146,0.2607332368547998,459.0,0.0566448801742919
2020-06-20 00:00:00,6730,0.2236255572065379,605.0,0.028099173553719
2020-06-19 00:00:00,10747,0.1902856611147297,2346.0,0.0366581415174766
2020-06-18 00:00:00,9640,0.1911825726141079,2147.0,0.0358639962738705
2020-06-17 00:00:00,8411,0.2042563309951255,1816.0,0.0462555066079295
2020-06-16 00:00:00,8662,0.1909489725236666,2524.0,0.0368462757527734
2020-06-15 00:00:00,7896,0.1785714285714286,1793.0,0.0373675404350251
2020-06-14 00:00:00,3127,0.1950751519027822,437.0,0.0251716247139588
2020-06-13 00:00:00,4111,0.1838968620773535,574.0,0.0261324041811847
2020-06-12 00:00:00,7889,0.1433641779693244,2000.0,0.033
2020-06-11 00:00:00,6985,0.1559055118110236,2010.0,0.03681592039801
2020-06-10 00:00:00,6614,0.1465074085273662,1749.0,0.0263007432818754
2020-06-09 00:00:00,6415,0.1348402182385035,2064.0,0.0416666666666667
2020-06-08 00:00:00,6390,0.1375586854460094,2001.0,0.0304847576211894
2020-06-07 00:00:00,2521,0.1610472034906783,381.0,0.0341207349081365
2020-06-06 00:00:00,3187,0.1386884217132099,572.0,0.0541958041958042
2020-06-05 00:00:00,5823,0.1061308603812468,2184.0,0.0347985347985348
2020-06-04 00:00:00,4793,0.1187147924055915,2174.0,0.0593376264949402
2020-06-03 00:00:00,4581,0.136651386160227,1907.0,0.0340849501835344
2020-06-02 00:00:00,4749,0.1116024426194988,2492.0,0.0304975922953451
2020-06-01 00:00:00,4563,0.1062897216743371,2758.0,0.0311820159535896
2020-05-31 00:00:00,1633,0.1200244947948561,537.0,0.0093109869646183
2020-05-30 00:00:00,3629,0.0843207495177735,1246.0,0.0264847512038523
2020-05-29 00:00:00,4326,0.0852981969486824,2407.0,0.0332363938512671
2020-05-28 00:00:00,3664,0.0895196506550218,2124.0,0.0301318267419962
2020-05-27 00:00:00,2954,0.0829383886255924,2361.0,0.0321897501058873
2020-05-26 00:00:00,3319,0.0795420307321482,2488.0,0.022508038585209
2020-05-25 00:00:00,1292,0.0681114551083591,355.0,0.0169014084507042
2020-05-24 00:00:00,1404,0.0762108262108262,458.0,0.0152838427947598
2020-05-23 00:00:00,2829,0.047366560622128,1721.0,0.0226612434631029
2020-05-22 00:00:00,3093,0.0472033624312965,2855.0,0.0241681260945709
2020-05-21 00:00:00,2926,0.0543403964456596,2699.0,0.0233419785105595
2020-05-20 00:00:00,2522,0.056304520222046,2807.0,0.0260064125400784
2020-05-19 00:00:00,2902,0.0475534114403859,3119.0,0.0298172491183072
2020-05-18 00:00:00,3907,0.0596365497824418,3124.0,0.029449423815621
2020-05-17 00:00:00,1722,0.032520325203252,964.0,0.0093360995850622
2020-05-16 00:00:00,5413,0.0363938666174026,1409.0,0.021291696238467
2020-05-15 00:00:00,3911,0.0570186653029916,3262.0,0.0278969957081545
2020-05-14 00:00:00,3294,0.0573770491803279,2759.0,0.0300833635375136
2020-05-13 00:00:00,3827,0.0378886856545597,2413.0,0.032739328636552
2020-05-12 00:00:00,4268,0.0454545454545455,2549.0,0.0290309925460965
2020-05-11 00:00:00,3722,0.0556152606125739,2492.0,0.0333065810593901
2020-05-10 00:00:00,1083,0.0600184672206833,311.0,0.022508038585209
2020-05-09 00:00:00,4704,0.0363520408163265,750.0,0.02
2020-05-08 00:00:00,3933,0.034324942791762,3250.0,0.0258461538461538
2020-05-07 00:00:00,3727,0.0501744030050979,2740.0,0.031021897810219
2020-05-06 00:00:00,2648,0.0645770392749245,2653.0,0.0294006784771956
2020-05-05 00:00:00,2646,0.0608465608465608,2919.0,0.025693730729702
2020-05-04 00:00:00,2610,0.0666666666666667,2877.0,0.0291970802919708
2020-05-03 00:00:00,670,0.0641791044776119,295.0,0.0610169491525424
2020-05-02 00:00:00,2478,0.0456012913640032,298.0,0.023489932885906
2020-05-01 00:00:00,2379,0.0554854981084489,2558.0,0.0418295543393276
2020-04-30 00:00:00,2140,0.0686915887850467,2141.0,0.0280242877160206
2020-04-29 00:00:00,2028,0.0759368836291913,1959.0,0.0306278713629403
2020-04-28 00:00:00,2117,0.0689655172413793,1285.0,0.0272373540856031
2020-04-27 00:00:00,1794,0.0936454849498328,822.0,0.0462287104622871
2020-04-26 00:00:00,382,0.0942408376963351,3.0,0.3333333333333333
2020-04-25 00:00:00,558,0.1093189964157706,14.0,0.0714285714285714
2020-04-24 00:00:00,1487,0.0793544048419637,112.0,0.0089285714285714
2020-04-23 00:00:00,1176,0.054421768707483,16.0,0.125
2020-04-22 00:00:00,1270,0.0574803149606299,4.0,0
2020-04-21 00:00:00,1138,0.0834797891036907,5.0,0.6
2020-04-20 00:00:00,1191,0.107472712006717,6.0,0.1666666666666667
2020-04-19 00:00:00,387,0.1111111111111111,1.0,0
2020-04-18 00:00:00,406,0.1206896551724138,3.0,0.3333333333333333
2020-04-17 00:00:00,1057,0.0832544938505204,12.0,0.25
2020-04-16 00:00:00,965,0.0694300518134715,2.0,0
2020-04-15 00:00:00,947,0.0813093980992608,7.0,0.5714285714285714
2020-04-14 00:00:00,1002,0.0778443113772455,4.0,0
2020-04-13 00:00:00,1009,0.087215064420218,5.0,0.4
2020-04-12 00:00:00,327,0.0581039755351682,,
2020-04-11 00:00:00,382,0.0759162303664921,1.0,0
2020-04-10 00:00:00,880,0.0704545454545455,4.0,0
2020-04-09 00:00:00,1005,0.0776119402985075,6.0,0
2020-04-08 00:00:00,862,0.1055684454756381,,
2020-04-07 00:00:00,1021,0.0803134182174339,,
2020-04-06 00:00:00,1292,0.0843653250773994,,
2020-04-05 00:00:00,411,0.0875912408759124,,
2020-04-04 00:00:00,535,0.1140186915887851,,
2020-04-03 00:00:00,1065,0.0845070422535211,,
2020-04-02 00:00:00,1182,0.0634517766497462,,
2020-04-01 00:00:00,1104,0.0634057971014493,,
2020-03-31 00:00:00,1129,0.0628875110717449,,
2020-03-30 00:00:00,1191,0.073887489504618,,
2020-03-29 00:00:00,335,0.0925373134328358,,
2020-03-28 00:00:00,630,0.0904761904761905,,
2020-03-27 00:00:00,1236,0.0631067961165049,,
2020-03-26 00:00:00,1254,0.0566188197767145,,
2020-03-25 00:00:00,1507,0.0643662906436629,,
2020-03-24 00:00:00,1426,0.061711079943899,,
2020-03-23 00:00:00,1385,0.0693140794223827,,
2020-03-22 00:00:00,294,0.0748299319727891,,
2020-03-21 00:00:00,381,0.062992125984252,,
2020-03-20 00:00:00,946,0.06553911205074,,
2020-03-19 00:00:00,905,0.050828729281768,,
2020-03-18 00:00:00,841,0.0392390011890606,,
2020-03-17 00:00:00,743,0.0511440107671602,,
2020-03-16 00:00:00,611,0.0458265139116203,,
2020-03-15 00:00:00,173,0.0520231213872832,,
2020-03-14 00:00:00,146,0.0342465753424658,,
2020-03-13 00:00:00,245,0.0122448979591837,,
2020-03-12 00:00:00,154,0.0324675324675325,,
2020-03-11 00:00:00,45,0.0222222222222222,,
2020-03-10 00:00:00,23,0,,
2020-03-09 00:00:00,25,0,,
2020-03-08 00:00:00,3,0,,
2020-03-07 00:00:00,2,0,,
2020-03-06 00:00:00,11,0.0909090909090909,,
2020-03-05 00:00:00,4,0.25,,
2020-03-04 00:00:00,8,0,,
2020-03-03 00:00:00,1,0,,
2020-03-02 00:00:00,1,1,,
2020-03-01 00:00:00,1,0,,
2020-02-28 00:00:00,1,0,,
2020-02-27 00:00:00,4,0.5,,
2020-02-26 00:00:00,4,0,,
2020-02-25 00:00:00,3,0,,
2020-02-24 00:00:00,1,0,,
