Category,value
tests,14663828
day,
pos,
est_pos,
total_pos,
APACHE,82536
COCHISE,173223
COCONINO,380592
GILA,100881
GRAHAM,34093
GREENLEE,3731
LA PAZ,28083
MARICOPA,8858839
MOHAVE,310767
NAVAJO,191374
PIMA,2331490
PINAL,943479
SANTA CRUZ,80956
YAVAPAI,312471
YUMA,320618
0_5,
Less than 20 years,2600948
20 - 44 years,6187706
45 - 54 years,1914674
55 - 64 years,1775967
65 years and older,2140452
Unknown,44081
positive,0.0987174017589404
