date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-01-07 00:00:00,23,3,0.1304347826086957,,,
2021-01-06 00:00:00,408,43,0.1053921568627451,5.0,3.0,0.6
2021-01-05 00:00:00,246,53,0.2154471544715447,7.0,5.0,0.7142857142857144
2021-01-04 00:00:00,362,92,0.2541436464088398,3.0,2.0,0.6666666666666666
2021-01-03 00:00:00,50,17,0.34,2.0,1.0,0.5
2021-01-02 00:00:00,70,14,0.2,,,
2021-01-01 00:00:00,28,6,0.2142857142857143,,,
2020-12-31 00:00:00,122,38,0.3114754098360656,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,209,57,0.2727272727272727,,,
2020-12-29 00:00:00,202,57,0.2821782178217822,1.0,1.0,1
2020-12-28 00:00:00,243,65,0.2674897119341564,2.0,2.0,1
2020-12-27 00:00:00,48,19,0.3958333333333333,1.0,0.0,0
2020-12-26 00:00:00,53,18,0.339622641509434,,,
2020-12-25 00:00:00,7,2,0.2857142857142857,,,
2020-12-24 00:00:00,106,34,0.3207547169811321,2.0,0.0,0
2020-12-23 00:00:00,174,39,0.2241379310344828,2.0,2.0,1
2020-12-22 00:00:00,150,33,0.22,3.0,1.0,0.3333333333333333
2020-12-21 00:00:00,198,52,0.2626262626262627,3.0,1.0,0.3333333333333333
2020-12-20 00:00:00,60,19,0.3166666666666667,2.0,0.0,0
2020-12-19 00:00:00,68,17,0.25,1.0,0.0,0
2020-12-18 00:00:00,185,32,0.172972972972973,7.0,2.0,0.2857142857142857
2020-12-17 00:00:00,221,52,0.2352941176470588,6.0,3.0,0.5
2020-12-16 00:00:00,202,54,0.2673267326732674,3.0,2.0,0.6666666666666666
2020-12-15 00:00:00,140,40,0.2857142857142857,4.0,0.0,0
2020-12-14 00:00:00,197,68,0.3451776649746193,5.0,0.0,0
2020-12-13 00:00:00,58,23,0.3965517241379311,,,
2020-12-12 00:00:00,62,17,0.2741935483870968,,,
2020-12-11 00:00:00,178,43,0.2415730337078652,5.0,2.0,0.4
2020-12-10 00:00:00,202,48,0.2376237623762376,2.0,0.0,0
2020-12-09 00:00:00,227,54,0.2378854625550661,10.0,2.0,0.2
2020-12-08 00:00:00,219,70,0.319634703196347,3.0,1.0,0.3333333333333333
2020-12-07 00:00:00,215,61,0.2837209302325581,2.0,1.0,0.5
2020-12-06 00:00:00,70,24,0.3428571428571429,,,
2020-12-05 00:00:00,49,16,0.326530612244898,,,
2020-12-04 00:00:00,224,58,0.2589285714285715,3.0,0.0,0
2020-12-03 00:00:00,219,60,0.273972602739726,4.0,2.0,0.5
2020-12-02 00:00:00,399,69,0.1729323308270677,1.0,0.0,0
2020-12-01 00:00:00,150,43,0.2866666666666667,2.0,1.0,0.5
2020-11-30 00:00:00,272,94,0.3455882352941177,5.0,2.0,0.4
2020-11-29 00:00:00,30,6,0.2,1.0,0.0,0
2020-11-28 00:00:00,76,24,0.3157894736842105,1.0,0.0,0
2020-11-27 00:00:00,72,13,0.1805555555555556,1.0,0.0,0
2020-11-26 00:00:00,13,7,0.5384615384615384,,,
2020-11-25 00:00:00,360,77,0.2138888888888889,1.0,0.0,0
2020-11-24 00:00:00,113,36,0.3185840707964602,5.0,1.0,0.2
2020-11-23 00:00:00,228,48,0.2105263157894737,2.0,0.0,0
2020-11-22 00:00:00,45,9,0.2,,,
2020-11-21 00:00:00,71,16,0.2253521126760564,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,215,47,0.2186046511627907,5.0,4.0,0.8
2020-11-19 00:00:00,189,45,0.2380952380952381,4.0,1.0,0.25
2020-11-18 00:00:00,209,35,0.1674641148325359,1.0,1.0,1
2020-11-17 00:00:00,123,38,0.3089430894308943,5.0,0.0,0
2020-11-16 00:00:00,205,61,0.2975609756097561,9.0,0.0,0
2020-11-15 00:00:00,34,5,0.1470588235294118,3.0,1.0,0.3333333333333333
2020-11-14 00:00:00,56,11,0.1964285714285714,2.0,1.0,0.5
2020-11-13 00:00:00,238,27,0.1134453781512605,3.0,0.0,0
2020-11-12 00:00:00,286,26,0.0909090909090909,3.0,1.0,0.3333333333333333
2020-11-11 00:00:00,61,9,0.1475409836065574,1.0,1.0,1
2020-11-10 00:00:00,171,24,0.1403508771929825,2.0,0.0,0
2020-11-09 00:00:00,109,20,0.1834862385321101,5.0,2.0,0.4
2020-11-08 00:00:00,48,7,0.1458333333333334,1.0,0.0,0
2020-11-07 00:00:00,38,8,0.2105263157894737,1.0,0.0,0
2020-11-06 00:00:00,72,10,0.1388888888888889,,,
2020-11-05 00:00:00,129,15,0.1162790697674419,,,
