date,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ
2021-01-07 00:00:00,1,0,0,,,
2021-01-06 00:00:00,180,17,0.0944444444444444,1.0,0.0,0
2021-01-05 00:00:00,107,9,0.0841121495327103,2.0,2.0,1
2021-01-04 00:00:00,291,37,0.1271477663230241,1.0,1.0,1
2021-01-03 00:00:00,7,2,0.2857142857142857,,,
2021-01-02 00:00:00,5,0,0,,,
2021-01-01 00:00:00,9,2,0.2222222222222222,,,
2020-12-31 00:00:00,29,8,0.2758620689655173,1.0,0.0,0
2020-12-30 00:00:00,33,10,0.3030303030303031,,,
2020-12-29 00:00:00,41,15,0.3658536585365854,,,
2020-12-28 00:00:00,51,10,0.196078431372549,,,
2020-12-27 00:00:00,8,2,0.25,,,
2020-12-26 00:00:00,2,1,0.5,,,
2020-12-25 00:00:00,1,1,1,,,
2020-12-24 00:00:00,23,6,0.2608695652173913,,,
2020-12-23 00:00:00,46,13,0.2826086956521739,1.0,0.0,0
2020-12-22 00:00:00,29,5,0.1724137931034483,1.0,1.0,1
2020-12-21 00:00:00,46,9,0.1956521739130435,3.0,1.0,0.3333333333333333
2020-12-20 00:00:00,2,0,0,,,
2020-12-19 00:00:00,4,0,0,,,
2020-12-18 00:00:00,10,0,0,3.0,0.0,0
2020-12-17 00:00:00,70,9,0.1285714285714286,,,
2020-12-16 00:00:00,29,5,0.1724137931034483,,,
2020-12-15 00:00:00,49,6,0.1224489795918367,4.0,4.0,1
2020-12-14 00:00:00,39,4,0.1025641025641026,,,
2020-12-13 00:00:00,5,1,0.2,1.0,1.0,1
2020-12-12 00:00:00,10,2,0.2,,,
2020-12-11 00:00:00,23,1,0.0434782608695652,,,
2020-12-10 00:00:00,37,7,0.1891891891891892,10.0,0.0,0
2020-12-09 00:00:00,51,2,0.0392156862745098,,,
2020-12-08 00:00:00,37,5,0.1351351351351352,,,
2020-12-07 00:00:00,35,6,0.1714285714285714,4.0,1.0,0.25
2020-12-06 00:00:00,6,2,0.3333333333333333,,,
2020-12-05 00:00:00,9,3,0.3333333333333333,1.0,0.0,0
2020-12-04 00:00:00,16,4,0.25,2.0,0.0,0
2020-12-03 00:00:00,27,2,0.0740740740740741,1.0,0.0,0
2020-12-02 00:00:00,15,4,0.2666666666666667,1.0,1.0,1
2020-12-01 00:00:00,16,0,0,1.0,1.0,1
2020-11-30 00:00:00,21,2,0.0952380952380952,3.0,0.0,0
2020-11-29 00:00:00,6,0,0,1.0,0.0,0
2020-11-28 00:00:00,7,2,0.2857142857142857,,,
2020-11-27 00:00:00,6,0,0,1.0,0.0,0
2020-11-26 00:00:00,1,0,0,,,
2020-11-25 00:00:00,30,2,0.0666666666666667,1.0,0.0,0
2020-11-24 00:00:00,7,1,0.1428571428571429,4.0,0.0,0
2020-11-23 00:00:00,20,2,0.1,5.0,0.0,0
2020-11-22 00:00:00,4,1,0.25,,,
2020-11-21 00:00:00,1,1,1,,,
2020-11-20 00:00:00,13,0,0,,,
2020-11-19 00:00:00,80,2,0.025,2.0,0.0,0
2020-11-18 00:00:00,76,5,0.0657894736842105,2.0,0.0,0
2020-11-17 00:00:00,13,0,0,,,
2020-11-16 00:00:00,13,1,0.0769230769230769,,,
2020-11-15 00:00:00,9,0,0,,,
2020-11-14 00:00:00,5,2,0.4,1.0,0.0,0
2020-11-13 00:00:00,11,1,0.0909090909090909,,,
2020-11-12 00:00:00,16,3,0.1875,,,
2020-11-11 00:00:00,8,2,0.25,1.0,0.0,0
2020-11-10 00:00:00,13,0,0,1.0,0.0,0
2020-11-09 00:00:00,15,0,0,1.0,0.0,0
2020-11-08 00:00:00,7,0,0,2.0,0.0,0
2020-11-07 00:00:00,5,1,0.2,1.0,0.0,0
2020-11-06 00:00:00,16,1,0.0625,2.0,0.0,0
2020-11-05 00:00:00,14,1,0.0714285714285714,,,
2020-11-04 00:00:00,8,1,0.125,1.0,0.0,0
2020-11-03 00:00:00,37,2,0.0540540540540541,1.0,0.0,0
2020-11-02 00:00:00,14,1,0.0714285714285714,1.0,0.0,0
2020-11-01 00:00:00,2,0,0,,,
2020-10-31 00:00:00,3,0,0,,,
2020-10-30 00:00:00,3,0,0,,,
2020-10-29 00:00:00,12,0,0,4.0,0.0,0
2020-10-28 00:00:00,15,1,0.0666666666666667,2.0,0.0,0
2020-10-27 00:00:00,8,2,0.25,1.0,0.0,0
2020-10-26 00:00:00,14,0,0,2.0,0.0,0
2020-10-25 00:00:00,3,0,0,1.0,0.0,0
2020-10-24 00:00:00,4,0,0,1.0,0.0,0
2020-10-23 00:00:00,6,0,0,1.0,0.0,0
2020-10-22 00:00:00,7,0,0,2.0,0.0,0
2020-10-21 00:00:00,14,0,0,,,
2020-10-20 00:00:00,5,0,0,1.0,0.0,0
2020-10-19 00:00:00,51,0,0,17.0,0.0,0
2020-10-18 00:00:00,3,0,0,,,
2020-10-17 00:00:00,3,0,0,1.0,0.0,0
2020-10-16 00:00:00,2,0,0,,,
2020-10-15 00:00:00,15,1,0.0666666666666667,1.0,0.0,0
2020-10-14 00:00:00,5,0,0,,,
2020-10-13 00:00:00,10,0,0,,,
2020-10-12 00:00:00,17,1,0.0588235294117647,,,
2020-10-11 00:00:00,7,0,0,1.0,0.0,0
2020-10-10 00:00:00,5,0,0,,,
2020-10-09 00:00:00,6,0,0,2.0,0.0,0
2020-10-08 00:00:00,9,1,0.1111111111111111,,,
2020-10-07 00:00:00,12,3,0.25,,,
