date,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE
2021-01-07 00:00:00,10,0,0,,,
2021-01-06 00:00:00,114,22,0.1929824561403509,1.0,0.0,0
2021-01-05 00:00:00,417,57,0.1366906474820144,1.0,0.0,0
2021-01-04 00:00:00,214,64,0.2990654205607477,1.0,0.0,0
2021-01-03 00:00:00,50,11,0.22,1.0,1.0,1
2021-01-02 00:00:00,91,23,0.2527472527472528,,,
2021-01-01 00:00:00,41,3,0.0731707317073171,4.0,1.0,0.25
2020-12-31 00:00:00,173,34,0.1965317919075145,,,
2020-12-30 00:00:00,163,24,0.147239263803681,,,
2020-12-29 00:00:00,124,20,0.1612903225806452,3.0,2.0,0.6666666666666666
2020-12-28 00:00:00,202,43,0.2128712871287129,,,
2020-12-27 00:00:00,73,13,0.1780821917808219,,,
2020-12-26 00:00:00,63,25,0.3968253968253968,1.0,0.0,0
2020-12-25 00:00:00,19,4,0.2105263157894737,,,
2020-12-24 00:00:00,105,11,0.1047619047619048,1.0,1.0,1
2020-12-23 00:00:00,153,32,0.2091503267973856,3.0,1.0,0.3333333333333333
2020-12-22 00:00:00,134,22,0.164179104477612,2.0,2.0,1
2020-12-21 00:00:00,159,30,0.1886792452830189,1.0,0.0,0
2020-12-20 00:00:00,41,15,0.3658536585365854,1.0,0.0,0
2020-12-19 00:00:00,38,6,0.1578947368421053,1.0,0.0,0
2020-12-18 00:00:00,119,23,0.1932773109243698,1.0,0.0,0
2020-12-17 00:00:00,112,24,0.2142857142857143,2.0,1.0,0.5
2020-12-16 00:00:00,99,18,0.1818181818181818,2.0,0.0,0
2020-12-15 00:00:00,112,12,0.1071428571428571,1.0,1.0,1
2020-12-14 00:00:00,162,43,0.2654320987654321,4.0,0.0,0
2020-12-13 00:00:00,28,6,0.2142857142857143,,,
2020-12-12 00:00:00,59,10,0.1694915254237288,1.0,1.0,1
2020-12-11 00:00:00,106,20,0.1886792452830189,4.0,0.0,0
2020-12-10 00:00:00,100,23,0.23,2.0,0.0,0
2020-12-09 00:00:00,174,23,0.132183908045977,61.0,10.0,0.1639344262295082
2020-12-08 00:00:00,95,17,0.1789473684210526,3.0,0.0,0
2020-12-07 00:00:00,140,36,0.2571428571428571,,,
2020-12-06 00:00:00,29,6,0.2068965517241379,1.0,0.0,0
2020-12-05 00:00:00,50,16,0.32,2.0,1.0,0.5
2020-12-04 00:00:00,117,13,0.1111111111111111,6.0,3.0,0.5
2020-12-03 00:00:00,107,17,0.1588785046728972,6.0,0.0,0
2020-12-02 00:00:00,98,23,0.2346938775510204,5.0,0.0,0
2020-12-01 00:00:00,155,30,0.1935483870967742,2.0,0.0,0
2020-11-30 00:00:00,155,29,0.1870967741935484,3.0,1.0,0.3333333333333333
