date,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-08-15 00:00:00,14,0,0,,,
2021-08-14 00:00:00,46,8,0.1739130434782609,,,
2021-08-13 00:00:00,149,9,0.0604026845637584,7,4,0.5714285714285714
2021-08-12 00:00:00,194,15,0.077319587628866,10,6,0.6
2021-08-11 00:00:00,175,8,0.0457142857142857,12,8,0.6666666666666666
2021-08-10 00:00:00,186,9,0.0483870967741936,13,9,0.6923076923076924
2021-08-09 00:00:00,206,17,0.0825242718446602,28,18,0.642857142857143
2021-08-08 00:00:00,60,9,0.15,10,6,0.6
2021-08-07 00:00:00,83,16,0.1927710843373494,17,12,0.7058823529411766
2021-08-06 00:00:00,144,12,0.0833333333333333,20,11,0.55
2021-08-05 00:00:00,114,8,0.0701754385964912,9,3,0.3333333333333333
2021-08-04 00:00:00,120,13,0.1083333333333333,16,9,0.5625
2021-08-03 00:00:00,170,13,0.0764705882352941,8,4,0.5
2021-08-02 00:00:00,161,20,0.1242236024844721,22,16,0.7272727272727274
2021-08-01 00:00:00,63,6,0.0952380952380952,8,7,0.875
2021-07-31 00:00:00,66,4,0.0606060606060606,,,
2021-07-30 00:00:00,103,7,0.0679611650485437,13,9,0.6923076923076924
2021-07-29 00:00:00,109,7,0.0642201834862385,16,11,0.6875
2021-07-28 00:00:00,71,6,0.0845070422535211,8,4,0.5
2021-07-27 00:00:00,78,9,0.1153846153846154,12,8,0.6666666666666666
2021-07-26 00:00:00,79,5,0.0632911392405063,14,10,0.7142857142857144
2021-07-25 00:00:00,38,3,0.0789473684210526,,,
2021-07-24 00:00:00,36,3,0.0833333333333333,2,2,1
2021-07-23 00:00:00,59,4,0.0677966101694915,5,4,0.8
2021-07-22 00:00:00,94,3,0.0319148936170213,10,7,0.7
2021-07-21 00:00:00,72,0,0,12,7,0.5833333333333334
2021-07-20 00:00:00,78,5,0.0641025641025641,9,6,0.6666666666666666
2021-07-19 00:00:00,77,2,0.025974025974026,9,7,0.7777777777777778
2021-07-18 00:00:00,23,3,0.1304347826086957,1,1,1
2021-07-17 00:00:00,31,3,0.0967741935483871,1,1,1
2021-07-16 00:00:00,79,1,0.0126582278481013,6,1,0.1666666666666667
2021-07-15 00:00:00,71,4,0.0563380281690141,8,6,0.75
2021-07-14 00:00:00,51,0,0,9,7,0.7777777777777778
2021-07-13 00:00:00,52,6,0.1153846153846154,9,6,0.6666666666666666
2021-07-12 00:00:00,70,6,0.0857142857142857,5,4,0.8
2021-07-11 00:00:00,31,7,0.2258064516129032,4,3,0.75
2021-07-10 00:00:00,35,3,0.0857142857142857,,,
2021-07-09 00:00:00,50,3,0.06,10,5,0.5
2021-07-08 00:00:00,53,0,0,5,4,0.8
2021-07-07 00:00:00,55,2,0.0363636363636364,3,3,1
2021-07-06 00:00:00,52,1,0.0192307692307692,4,1,0.25
2021-07-05 00:00:00,35,1,0.0285714285714286,1,1,1
2021-07-04 00:00:00,10,3,0.3,,,
2021-07-03 00:00:00,54,1,0.0185185185185185,,,
2021-07-02 00:00:00,55,2,0.0363636363636364,5,2,0.4
2021-07-01 00:00:00,63,3,0.0476190476190476,8,3,0.375
2021-06-30 00:00:00,41,0,0,2,2,1
2021-06-29 00:00:00,54,1,0.0185185185185185,4,0,0
2021-06-28 00:00:00,57,1,0.0175438596491228,8,5,0.625
2021-06-27 00:00:00,40,0,0,,,
2021-06-26 00:00:00,34,0,0,2,0,0
2021-06-25 00:00:00,67,2,0.0298507462686567,9,5,0.5555555555555556
2021-06-24 00:00:00,70,3,0.0428571428571429,4,1,0.25
2021-06-23 00:00:00,49,5,0.1020408163265306,4,2,0.5
2021-06-22 00:00:00,45,0,0,3,3,1
