date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21170,22646,20574,17925,11807,211
1/10/2021,34922,34747,32642,29539,28390,499
1/11/2021,36863,36560,34589,31203,32117,559
1/12/2021,39683,39244,37373,33713,39616,677
1/13/2021,42473,42156,40452,36411,48320,773
1/14/2021,45255,45193,43675,39400,57622,845
1/15/2021,48758,48425,47034,42511,66689,970
1/16/2021,50568,50003,48702,44121,72040,1018
1/17/2021,51683,51023,49773,45213,75481,1062
1/18/2021,53337,52561,51509,46945,83231,1111
1/19/2021,55383,54440,53534,49125,93251,1212
1/2/2021,23086,24339,22105,19337,12811,244
1/20/2021,57806,56949,56456,52057,105440,1343
1/21/2021,60522,59819,59789,55524,121081,1495
1/22/2021,65039,63966,64404,60385,136690,1669
1/23/2021,68356,66735,67502,63553,147177,1823
1/24/2021,69898,68127,69021,65239,154805,1878
1/25/2021,72302,70275,71623,68177,168371,1964
1/26/2021,75244,72794,74524,71426,185585,2081
1/27/2021,78375,75410,77465,74786,204448,2187
1/28/2021,81424,77989,80431,78432,225653,2337
1/29/2021,85292,81120,83792,82192,245536,2556
1/3/2021,23989,25080,22751,19883,13148,266
1/30/2021,88120,83257,86122,84660,256929,2745
1/31/2021,89029,83997,86989,85690,262883,2794
1/4/2021,25721,26714,24339,21358,14992,292
1/5/2021,27518,28352,25911,22911,17072,329
1/6/2021,29735,30297,27946,24926,20091,398
1/7/2021,31552,31920,29716,26709,23388,436
1/8/2021,33283,33474,31379,28356,25774,465
1/9/2021,34385,34306,32222,29147,27937,492
12/1/2020,31,21,25,18,28,1
12/10/2020,43,29,38,36,49,2
12/11/2020,43,32,40,41,51,2
12/12/2020,44,32,42,44,52,2
12/13/2020,45,33,44,45,54,2
12/14/2020,46,38,47,46,61,2
12/15/2020,55,49,60,60,69,2
12/16/2020,164,196,219,181,125,2
12/17/2020,792,1027,1012,833,374,9
12/18/2020,1652,2031,1850,1485,663,10
12/19/2020,2275,2746,2425,1918,861,15
12/2/2020,34,22,27,22,33,2
12/20/2020,2487,3007,2680,2128,955,17
12/21/2020,3855,4428,3938,3096,1428,26
12/22/2020,5718,6468,5740,4531,2057,35
12/23/2020,7988,9026,7976,6345,2941,53
12/24/2020,8958,9994,8788,7080,3289,56
12/25/2020,8996,10028,8815,7105,3305,56
12/26/2020,10522,11754,10241,8374,3849,70
12/27/2020,11147,12406,10847,8881,4095,81
12/28/2020,13294,14577,12842,10724,5307,106
12/29/2020,16159,17513,15563,13236,7436,154
12/3/2020,37,22,30,24,36,2
12/30/2020,19327,20843,18766,16210,9717,186
12/31/2020,21029,22506,20409,17741,11088,205
12/4/2020,37,22,32,27,37,2
12/5/2020,38,22,32,27,38,2
12/6/2020,39,22,32,28,38,2
12/7/2020,39,24,36,29,39,2
12/8/2020,40,25,36,32,40,2
12/9/2020,41,25,37,34,45,2
2/1/2021,90871,85674,88751,87966,278388,2912
2/10/2021,110427,101551,106840,111663,441668,4866
2/11/2021,113151,103763,109133,114860,464289,5245
2/12/2021,116439,106457,111970,118568,491447,5576
2/13/2021,120108,109287,114953,121946,510771,5992
2/14/2021,121036,109994,115865,123109,518133,6044
2/15/2021,122196,110971,116937,124550,532366,6113
2/16/2021,124093,112307,118436,126598,549053,6276
2/17/2021,126511,114156,120256,128885,565672,6923
2/18/2021,127986,115368,121523,130626,581748,7050
2/19/2021,129920,116869,123039,132562,593703,7480
2/2/2021,92959,87505,90787,90634,296436,3021
2/20/2021,132699,118858,124999,134740,603520,7843
2/21/2021,133379,119489,125671,135560,609398,7902
2/22/2021,134394,120283,126457,136610,617177,8006
2/23/2021,136107,121543,127913,138560,629028,8187
2/24/2021,138410,123370,129813,141230,645921,8425
2/25/2021,140526,125108,131629,143786,664898,8973
2/26/2021,143234,127276,133843,147010,683128,9256
2/27/2021,145275,128961,135567,149465,695323,9497
2/28/2021,146091,129588,136377,151041,703092,9567
2/3/2021,95393,89569,93059,93573,317181,3185
2/4/2021,97897,91609,95601,96760,336970,3367
2/5/2021,100621,93902,98133,100052,354463,3531
2/6/2021,103354,95961,100614,103097,371028,4214
2/7/2021,104029,96565,101246,103906,378943,4258
2/8/2021,105880,98028,102897,106130,396580,4423
2/9/2021,107806,99659,104681,108708,416577,4595
3/1/2021,147584,130801,137772,153304,714259,9779
3/10/2021,166958,145446,154134,236892,817797,12265
3/11/2021,170645,148314,157200,252113,832123,12604
3/12/2021,174391,151001,160332,265770,844647,12931
3/13/2021,176885,152977,162668,277050,851899,13181
