date,Apache_cume,Apache
1/1/2021,1,
1/11/2021,3,2
1/12/2021,5,2
1/13/2021,7,2
1/14/2021,137,130
1/15/2021,138,1
1/16/2021,140,2
1/18/2021,210,70
1/19/2021,558,348
1/20/2021,726,168
1/21/2021,790,64
1/22/2021,791,1
1/23/2021,800,9
1/25/2021,858,58
1/26/2021,983,125
1/27/2021,1210,227
1/28/2021,1261,51
1/29/2021,1271,10
1/30/2021,1360,89
1/31/2021,1555,195
1/4/2021,1711,156
1/5/2021,2074,363
1/6/2021,2155,81
1/7/2021,2176,21
1/8/2021,2246,70
1/9/2021,2435,189
12/17/2020,2666,231
12/21/2020,3020,354
12/22/2020,3364,344
12/23/2020,3394,30
12/24/2020,3710,316
12/26/2020,4026,316
12/28/2020,4332,306
12/29/2020,4788,456
12/30/2020,4912,124
12/31/2020,4913,1
12/8/2020,4919,6
2/1/2021,5120,201
2/10/2021,5305,185
2/11/2021,5685,380
2/12/2021,6292,607
2/13/2021,6614,322
2/15/2021,6656,42
2/16/2021,6657,1
2/17/2021,6864,207
2/18/2021,7111,247
2/19/2021,7851,740
2/2/2021,8672,821
2/20/2021,8954,282
2/21/2021,9022,68
2/22/2021,9113,91
2/23/2021,9424,311
2/24/2021,9837,413
2/25/2021,10318,481
2/26/2021,10660,342
2/27/2021,10703,43
2/28/2021,10712,9
2/3/2021,11051,339
2/4/2021,11327,276
2/5/2021,11565,238
2/6/2021,12251,686
2/7/2021,12462,211
2/8/2021,12487,25
2/9/2021,12499,12
3/1/2021,12912,413
3/10/2021,13130,218
3/11/2021,13698,568
3/12/2021,14076,378
3/13/2021,14457,381
3/14/2021,14480,23
3/15/2021,14490,10
3/16/2021,14763,273
3/17/2021,15065,302
3/18/2021,15844,779
3/19/2021,16296,452
3/2/2021,16554,258
3/20/2021,16618,64
3/21/2021,16634,16
3/22/2021,16854,220
3/23/2021,17264,410
3/24/2021,17518,254
3/25/2021,17751,233
3/26/2021,17902,151
3/27/2021,17928,26
3/28/2021,17959,31
3/29/2021,18214,255
3/3/2021,18414,200
3/30/2021,18823,409
3/31/2021,19045,222
3/4/2021,19172,127
3/5/2021,19186,14
3/6/2021,19220,34
3/7/2021,19417,197
3/8/2021,19604,187
3/9/2021,19800,196
4/1/2021,19985,185
4/10/2021,20150,165
4/11/2021,20210,60
4/12/2021,20221,11
4/13/2021,20402,181
4/14/2021,20603,201
4/15/2021,20782,179
4/16/2021,20944,162
4/17/2021,21064,120
4/18/2021,21279,215
4/19/2021,21304,25
4/2/2021,21464,160
4/20/2021,21604,140
4/21/2021,21734,130
4/22/2021,21860,126
4/23/2021,21971,111
4/24/2021,21984,13
4/25/2021,22006,22
4/26/2021,22120,114
4/27/2021,22221,101
4/28/2021,22305,84
4/29/2021,22403,98
4/3/2021,22473,70
4/30/2021,22511,38
4/4/2021,22524,13
4/5/2021,22589,65
4/6/2021,22696,107
4/7/2021,22796,100
4/8/2021,22900,104
4/9/2021,22957,57
5/1/2021,22999,42
5/10/2021,23009,10
5/11/2021,23069,60
5/12/2021,23171,102
5/13/2021,23229,58
5/14/2021,23278,49
5/15/2021,23344,66
5/16/2021,23384,40
5/17/2021,23393,9
5/18/2021,23447,54
5/19/2021,23538,91
5/2/2021,23615,77
5/20/2021,23759,144
5/21/2021,23950,191
5/22/2021,24368,418
5/23/2021,24379,11
5/24/2021,24629,250
5/25/2021,24866,237
5/26/2021,25041,175
5/27/2021,25175,134
5/28/2021,25248,73
5/29/2021,25306,58
5/3/2021,25311,5
5/30/2021,25415,104
5/4/2021,25547,132
5/5/2021,25659,112
5/6/2021,25747,88
5/7/2021,25817,70
5/8/2021,25846,29
5/9/2021,25860,14
6/1/2021,25940,80
6/10/2021,26034,94
6/11/2021,26124,90
6/12/2021,26316,192
6/13/2021,26660,344
6/14/2021,26670,10
6/15/2021,26932,262
6/16/2021,27229,297
6/17/2021,27448,219
6/18/2021,27538,90
6/19/2021,27639,101
6/2/2021,27670,31
6/20/2021,27674,4
6/21/2021,27792,118
6/22/2021,27914,122
6/23/2021,28034,120
6/24/2021,28114,80
6/25/2021,28172,58
6/26/2021,28214,42
6/27/2021,28224,10
6/28/2021,28309,85
6/29/2021,28405,96
6/3/2021,28498,93
6/30/2021,28563,65
6/4/2021,28631,68
6/5/2021,28673,42
6/6/2021,28684,11
6/7/2021,28771,87
6/8/2021,28869,98
6/9/2021,28971,102
7/1/2021,29034,63
7/10/2021,29109,75
7/11/2021,29132,23
7/12/2021,29152,20
7/13/2021,29247,95
7/14/2021,29316,69
7/15/2021,29386,70
7/16/2021,29438,52
7/17/2021,29451,13
7/18/2021,29462,11
7/19/2021,29546,84
7/2/2021,29624,78
7/20/2021,29711,87
7/21/2021,29768,57
7/22/2021,29859,91
7/23/2021,29880,21
7/24/2021,29889,9
7/25/2021,29940,51
7/26/2021,30010,70
7/27/2021,30080,70
7/28/2021,30146,66
7/29/2021,30260,114
7/3/2021,30286,26
7/30/2021,30302,16
7/31/2021,30386,84
7/5/2021,30492,106
7/6/2021,30606,114
7/7/2021,30702,96
7/8/2021,30788,86
7/9/2021,30818,30
8/1/2021,30838,20
8/10/2021,30952,114
8/11/2021,31083,131
8/12/2021,31186,103
8/13/2021,31255,69
8/14/2021,31354,99
8/15/2021,31371,17
8/16/2021,31387,16
8/2/2021,31510,123
8/3/2021,31596,86
8/4/2021,31699,103
8/5/2021,31769,70
8/6/2021,31888,119
8/7/2021,31915,27
8/8/2021,31938,23
8/9/2021,31967,29
