date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,412,437,644,420,8
1/10/2021,568,699,804,1121,938,12
1/11/2021,577,708,812,1138,964,13
1/12/2021,596,733,841,1185,1054,13
1/13/2021,640,781,929,1277,1238,14
1/14/2021,673,826,984,1349,1351,16
1/15/2021,688,837,996,1369,1399,16
1/16/2021,711,867,1040,1416,1544,18
1/17/2021,713,869,1043,1421,1560,19
1/18/2021,720,872,1056,1441,1709,20
1/19/2021,753,926,1108,1519,1860,22
1/2/2021,332,444,461,676,430,8
1/20/2021,795,976,1173,1613,2136,22
1/21/2021,918,1133,1349,1855,2819,23
1/22/2021,1054,1268,1524,2110,3748,25
1/23/2021,1094,1324,1578,2216,4884,29
1/24/2021,1110,1341,1602,2294,6074,30
1/25/2021,1133,1365,1637,2370,6718,30
1/26/2021,1144,1377,1666,2416,7074,30
1/27/2021,1216,1432,1736,2602,8327,32
1/28/2021,1265,1502,1844,2805,9711,39
1/29/2021,1344,1560,1940,2983,10937,44
1/3/2021,332,446,461,677,431,8
1/30/2021,1393,1588,1996,3070,11570,45
1/31/2021,1430,1615,2046,3156,12269,48
1/4/2021,341,451,471,688,437,8
1/5/2021,348,459,486,708,458,8
1/6/2021,356,466,498,732,493,9
1/7/2021,440,565,640,869,690,10
1/8/2021,534,669,766,1080,892,12
1/9/2021,567,698,803,1121,935,12
10/1/2021,10889,7944,10422,19819,53909,4634
10/10/2021,11031,8015,10498,19897,54032,4677
10/11/2021,11047,8026,10501,19912,54061,4683
10/12/2021,11057,8029,10508,19919,54072,4693
10/13/2021,11071,8033,10515,19929,54084,4707
10/14/2021,11088,8044,10525,19944,54108,4710
10/15/2021,11107,8050,10533,19955,54125,4714
10/16/2021,11112,8053,10537,19960,54133,4721
10/17/2021,11124,8055,10546,19963,54139,4724
10/18/2021,11138,8062,10551,19971,54153,4728
10/19/2021,11152,8070,10554,19979,54163,4733
10/2/2021,10907,7950,10430,19827,53922,4640
10/20/2021,11169,8077,10558,19986,54184,4734
10/21/2021,11188,8084,10564,19996,54193,4738
10/22/2021,11195,8085,10571,20005,54212,4741
10/23/2021,11196,8086,10575,20009,54219,4741
10/3/2021,10915,7951,10431,19829,53925,4643
10/4/2021,10932,7960,10448,19841,53940,4646
10/5/2021,10953,7970,10456,19856,53966,4650
10/6/2021,10970,7981,10464,19864,53986,4652
10/7/2021,10984,7994,10473,19873,53998,4654
10/8/2021,11004,8003,10486,19888,54021,4672
10/9/2021,11019,8012,10494,19893,54028,4676
