date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20953,22856,20900,18211,12645,192
1/10/2021,34571,34999,33046,29922,29661,440
1/11/2021,36494,36813,35002,31603,33472,496
1/12/2021,39288,39496,37795,34129,41073,593
1/13/2021,42045,42408,40907,36831,49884,679
1/14/2021,44787,45449,44140,39846,59297,745
1/15/2021,48254,48695,47510,42966,68510,853
1/16/2021,50044,50265,49193,44574,73907,897
1/17/2021,51150,51290,50260,45668,77378,929
1/18/2021,52802,52815,52000,47393,85183,967
1/19/2021,54835,54679,54046,49580,95295,1061
1/2/2021,22856,24554,22449,19628,13718,219
1/20/2021,57258,57181,56975,52549,107607,1178
1/21/2021,59957,60038,60331,56047,123362,1320
1/22/2021,64438,64176,64949,60916,139090,1471
1/23/2021,67714,66938,68030,64093,149647,1615
1/24/2021,69228,68326,69552,65776,157311,1667
1/25/2021,71603,70466,72152,68730,170965,1745
1/26/2021,74507,72974,75053,71963,188277,1852
1/27/2021,77608,75588,77982,75339,207195,1947
1/28/2021,80640,78166,80932,78973,228492,2082
1/29/2021,84475,81313,84288,82694,248484,2274
1/3/2021,23745,25303,23097,20177,14077,238
1/30/2021,87287,83446,86629,85145,259923,2444
1/31/2021,88191,84181,87496,86170,265924,2486
1/4/2021,25460,26944,24705,21670,15997,261
1/5/2021,27246,28587,26298,23242,18132,291
1/6/2021,29439,30513,28346,25280,21225,353
1/7/2021,31241,32141,30118,27067,24579,387
1/8/2021,32953,33715,31775,28722,27017,410
1/9/2021,34041,34551,32621,29520,29183,435
10/1/2021,814791,556918,574790,657348,1166783,373924
10/10/2021,824140,561855,578791,660647,1171706,378518
10/11/2021,825455,562595,579345,661152,1172504,379160
10/12/2021,826165,562944,579640,661392,1172914,379570
10/13/2021,827183,563485,580139,661794,1173567,380024
10/14/2021,828477,564116,580727,662274,1174294,380527
10/15/2021,829909,564813,581345,662740,1174819,381050
10/16/2021,830779,565179,581670,662995,1175049,382256
10/17/2021,831370,565423,581862,663134,1175189,382490
10/18/2021,832517,566084,582387,663600,1175832,382944
10/19/2021,833506,566647,582811,664035,1176394,383440
10/2/2021,815737,557391,575217,657692,1167175,374464
10/20/2021,834488,567137,583212,664426,1176932,383911
10/21/2021,835497,567662,583680,664794,1177438,384291
10/22/2021,836422,568202,584143,665194,1178272,384739
10/23/2021,836628,568332,584244,665286,1178445,384864
10/3/2021,816239,557628,575399,657847,1167395,374712
10/4/2021,817602,558285,575973,658274,1168242,375330
10/5/2021,819059,558988,576522,658747,1169150,375943
10/6/2021,820400,559746,577106,659185,1169849,376578
10/7/2021,821371,560321,577573,659618,1170421,377119
10/8/2021,822650,561044,578137,660087,1171046,377801
10/9/2021,823583,561550,578550,660437,1171417,378277
12/1/2020,53,40,46,26,44,2
12/10/2020,73,57,67,54,78,4
12/11/2020,74,61,70,60,80,4
12/12/2020,76,61,72,65,83,4
12/13/2020,77,62,74,67,85,4
12/14/2020,79,68,77,70,94,4
12/15/2020,95,84,96,92,105,4
12/16/2020,208,244,263,226,164,4
12/17/2020,835,1093,1077,894,439,9
12/18/2020,1685,2110,1932,1561,749,10
12/19/2020,2292,2825,2517,1994,956,15
12/2/2020,55,44,48,31,49,3
12/20/2020,2505,3093,2775,2213,1057,17
12/21/2020,3859,4518,4044,3194,1547,24
12/22/2020,5676,6567,5854,4643,2207,33
12/23/2020,7912,9124,8120,6468,3127,48
12/24/2020,8859,10107,8936,7204,3493,51
12/25/2020,8896,10142,8964,7229,3512,51
12/26/2020,10387,11878,10403,8503,4076,63
12/27/2020,11006,12527,11017,9008,4334,72
12/28/2020,13117,14710,13024,10862,5582,94
12/29/2020,15937,17657,15754,13382,7757,134
12/3/2020,60,45,54,36,53,3
12/30/2020,19057,20980,18982,16359,10102,166
12/31/2020,20729,22647,20635,17910,11539,186
12/4/2020,60,46,56,39,55,3
12/5/2020,62,46,56,39,57,3
12/6/2020,63,46,56,40,57,3
12/7/2020,66,47,61,44,62,4
12/8/2020,68,48,62,48,65,4
12/9/2020,70,51,65,49,74,4
2/1/2021,90064,85907,89324,88526,282031,2596
2/10/2021,109578,101849,107498,112101,446324,4397
2/11/2021,112291,104090,109806,115274,469047,4750
2/12/2021,115562,106768,112659,118968,496309,5056
2/13/2021,119205,109611,115662,122316,515721,5451
2/14/2021,120129,110314,116577,123461,523114,5500
2/15/2021,121268,111310,117643,124916,537455,5566
2/16/2021,123157,112644,119153,126945,554216,5716
2/17/2021,125579,114499,120979,129222,570906,6327
2/18/2021,127058,115719,122249,130958,587040,6443
2/19/2021,129002,117203,123800,132876,599056,6849
2/2/2021,92132,87755,91371,91176,300284,2695
2/20/2021,131791,119208,125769,135060,608950,7178
2/21/2021,132471,119831,126445,135878,614868,7231
2/22/2021,133484,120626,127239,136925,622690,7326
2/23/2021,135181,121898,128701,138866,634590,7495
2/24/2021,137476,123740,130632,141518,651551,7720
2/25/2021,139597,125467,132455,144051,670608,8243
2/26/2021,142283,127636,134660,147230,688936,8509
2/27/2021,144332,129343,136399,149674,701219,8728
2/28/2021,145148,129970,137200,151224,709037,8795
2/3/2021,94563,89821,93668,94114,321190,2842
2/4/2021,97085,91856,96214,97296,341098,3002
2/5/2021,99782,94158,98763,100567,358717,3149
2/6/2021,102531,96239,101259,103619,375352,3800
2/7/2021,103201,96848,101884,104413,383303,3836
2/8/2021,105050,98310,103538,106611,401044,3986
2/9/2021,106951,99955,105325,109156,421141,4153
3/1/2021,146758,131312,138748,153744,720676,9006
3/10/2021,166118,146035,155107,235675,826595,11297
3/11/2021,169790,148912,158148,250597,841370,11609
3/12/2021,173536,151607,161278,264013,854269,11898
3/13/2021,176022,153600,163599,275102,861758,12117
3/14/2021,177786,155050,165162,283308,866799,12245
3/15/2021,180340,157130,167689,296284,875929,12477
3/16/2021,184199,160120,171189,309322,886046,12883
3/17/2021,189586,164207,175809,324276,898762,13337
3/18/2021,194654,168241,180667,338529,910582,13732
3/19/2021,200818,172824,185807,352037,920771,14295
3/2/2021,148685,132751,140331,156992,733713,9286
3/20/2021,205161,176255,190086,361421,928162,14673
3/21/2021,208377,179054,193277,367885,931986,15013
3/22/2021,213663,183402,198168,376643,939143,15595
3/23/2021,220657,188804,203995,386339,946418,16458
3/24/2021,230797,196634,212484,395844,953917,18400
3/25/2021,242516,205469,222058,405196,961551,20480
3/26/2021,253049,213442,230727,413523,967466,22639
3/27/2021,261533,219970,237642,418541,970574,24958
3/28/2021,268202,224965,243127,421211,972304,26931
3/29/2021,279737,233347,252449,425497,975577,29672
3/3/2021,150609,134269,142095,162209,748909,9583
3/30/2021,292274,242228,262362,430674,979681,32632
3/31/2021,305885,251755,273597,436817,984641,36109
3/4/2021,152658,135966,143900,172318,763118,9863
3/5/2021,155641,138108,146221,183657,775662,10215
3/6/2021,157504,139452,147691,192276,784397,10521
3/7/2021,158735,140403,148723,199116,789988,10606
3/8/2021,160541,141761,150240,210401,801055,10753
3/9/2021,163108,143832,152538,222261,813099,10975
4/1/2021,318883,260717,284611,442460,989813,39270
4/10/2021,404149,315889,346604,484283,1024805,60065
4/11/2021,408784,318715,349706,486321,1026272,61725
4/12/2021,416563,323624,355458,490706,1030267,63462
4/13/2021,423207,327579,359901,494121,1033256,65064
4/14/2021,430640,332047,364572,497379,1035980,66768
4/15/2021,438683,337528,369715,501046,1038885,68334
4/16/2021,445660,342111,374480,504449,1041541,69904
4/17/2021,450345,345304,378141,506941,1043491,71392
4/18/2021,453044,346926,379967,508175,1044386,72362
4/19/2021,458145,350245,383480,511039,1046893,73703
4/2/2021,329761,268229,293320,447249,993661,42184
4/20/2021,463021,353315,386883,513635,1049297,74967
4/21/2021,469324,357439,391041,516719,1052013,76435
4/22/2021,475343,361318,394937,519660,1054510,77745
4/23/2021,481284,365331,398917,522696,1056811,79337
4/24/2021,485009,367637,401449,524634,1058321,80843
4/25/2021,487417,369036,402950,525639,1059029,81840
4/26/2021,491789,371877,405947,528043,1061067,83225
4/27/2021,496449,374799,409124,530581,1063302,84375
4/28/2021,501383,377661,412306,533220,1065779,85611
4/29/2021,506027,380378,415195,535689,1068172,86664
4/3/2021,336972,273104,299003,450357,995893,44382
