date,Yavapai_cume,Yavapai
2020-12-01 00:00:00,1,
2020-12-19 00:00:00,3,2
2020-12-22 00:00:00,374,371
2020-12-23 00:00:00,805,431
2020-12-24 00:00:00,816,11
2020-12-25 00:00:00,822,6
2020-12-26 00:00:00,827,5
2020-12-27 00:00:00,832,5
2020-12-28 00:00:00,841,9
2020-12-29 00:00:00,1054,213
2020-12-30 00:00:00,1758,704
2020-12-31 00:00:00,1957,199
2021-01-01 00:00:00,1962,5
2021-01-02 00:00:00,2084,122
2021-01-04 00:00:00,2117,33
2021-01-05 00:00:00,2161,44
2021-01-06 00:00:00,2202,41
2021-01-07 00:00:00,2833,631
2021-01-08 00:00:00,3533,700
2021-01-09 00:00:00,3729,196
2021-01-10 00:00:00,3730,1
2021-01-11 00:00:00,3805,75
2021-01-12 00:00:00,3996,191
2021-01-13 00:00:00,4497,501
2021-01-14 00:00:00,4795,298
2021-01-15 00:00:00,4880,85
2021-01-16 00:00:00,5209,329
2021-01-17 00:00:00,5211,2
2021-01-18 00:00:00,5501,290
2021-01-19 00:00:00,6376,875
2021-01-20 00:00:00,7352,976
2021-01-21 00:00:00,8791,1439
2021-01-22 00:00:00,10496,1705
2021-01-23 00:00:00,11996,1500
2021-01-24 00:00:00,13355,1359
2021-01-25 00:00:00,14278,923
2021-01-26 00:00:00,14905,627
2021-01-27 00:00:00,16780,1875
2021-01-28 00:00:00,18930,2150
2021-01-29 00:00:00,20854,1924
2021-01-30 00:00:00,21850,996
2021-01-31 00:00:00,22813,963
2021-02-01 00:00:00,24982,2169
2021-02-02 00:00:00,27321,2339
2021-02-03 00:00:00,29900,2579
2021-02-04 00:00:00,31869,1969
2021-02-05 00:00:00,33760,1891
2021-02-06 00:00:00,35006,1246
2021-02-07 00:00:00,36033,1027
2021-02-08 00:00:00,37730,1697
2021-02-09 00:00:00,39447,1717
2021-02-10 00:00:00,41777,2330
2021-02-11 00:00:00,43483,1706
2021-02-12 00:00:00,45002,1519
2021-02-13 00:00:00,46298,1296
2021-02-14 00:00:00,47308,1010
2021-02-15 00:00:00,48196,888
2021-02-16 00:00:00,49906,1710
2021-02-17 00:00:00,50821,915
2021-02-18 00:00:00,51332,511
2021-02-19 00:00:00,51848,516
2021-02-20 00:00:00,52083,235
2021-02-21 00:00:00,52268,185
2021-02-22 00:00:00,52477,209
2021-02-23 00:00:00,54008,1531
2021-02-24 00:00:00,57222,3214
2021-02-25 00:00:00,60189,2967
2021-02-26 00:00:00,63525,3336
2021-02-27 00:00:00,64672,1147
2021-02-28 00:00:00,65832,1160
2021-03-01 00:00:00,68679,2847
2021-03-02 00:00:00,71057,2378
2021-03-03 00:00:00,73772,2715
2021-03-04 00:00:00,75481,1709
2021-03-05 00:00:00,77516,2035
2021-03-06 00:00:00,79111,1595
2021-03-07 00:00:00,80655,1544
2021-03-08 00:00:00,83274,2619
2021-03-09 00:00:00,86225,2951
2021-03-10 00:00:00,89172,2947
2021-03-11 00:00:00,91230,2058
2021-03-12 00:00:00,93078,1848
2021-03-13 00:00:00,94778,1700
2021-03-14 00:00:00,96490,1712
2021-03-15 00:00:00,98613,2123
2021-03-16 00:00:00,100946,2333
2021-03-17 00:00:00,102765,1819
2021-03-18 00:00:00,103951,1186
2021-03-19 00:00:00,105121,1170
2021-03-20 00:00:00,106092,971
2021-03-21 00:00:00,106346,254
2021-03-22 00:00:00,107474,1128
2021-03-23 00:00:00,108517,1043
2021-03-24 00:00:00,109812,1295
2021-03-25 00:00:00,111256,1444
2021-03-26 00:00:00,112736,1480
2021-03-27 00:00:00,113680,944
2021-03-28 00:00:00,113916,236
2021-03-29 00:00:00,114998,1082
2021-03-30 00:00:00,116139,1141
2021-03-31 00:00:00,117424,1285
2021-04-01 00:00:00,119136,1712
2021-04-02 00:00:00,120902,1766
2021-04-03 00:00:00,122005,1103
2021-04-04 00:00:00,122400,395
2021-04-05 00:00:00,123934,1534
2021-04-06 00:00:00,125673,1739
2021-04-07 00:00:00,127301,1628
2021-04-08 00:00:00,129380,2079
2021-04-09 00:00:00,131656,2276
2021-04-10 00:00:00,132616,960
2021-04-11 00:00:00,133339,723
2021-04-12 00:00:00,134680,1341
2021-04-13 00:00:00,135533,853
2021-04-14 00:00:00,137194,1661
2021-04-15 00:00:00,138937,1743
2021-04-16 00:00:00,140562,1625
2021-04-17 00:00:00,142329,1767
2021-04-18 00:00:00,143180,851
2021-04-19 00:00:00,144849,1669
2021-04-20 00:00:00,145727,878
2021-04-21 00:00:00,147144,1417
2021-04-22 00:00:00,148731,1587
2021-04-23 00:00:00,150395,1664
2021-04-24 00:00:00,151875,1480
2021-04-25 00:00:00,152519,644
2021-04-26 00:00:00,153785,1266
2021-04-27 00:00:00,154693,908
2021-04-28 00:00:00,155852,1159
2021-04-29 00:00:00,156697,845
2021-04-30 00:00:00,157835,1138
2021-05-01 00:00:00,158484,649
2021-05-02 00:00:00,158791,307
2021-05-03 00:00:00,159565,774
2021-05-04 00:00:00,160146,581
2021-05-05 00:00:00,160732,586
2021-05-06 00:00:00,161250,518
2021-05-07 00:00:00,161845,595
2021-05-08 00:00:00,162272,427
2021-05-09 00:00:00,162399,127
2021-05-10 00:00:00,162920,521
2021-05-11 00:00:00,163374,454
2021-05-12 00:00:00,164009,635
2021-05-13 00:00:00,164466,457
2021-05-14 00:00:00,165133,667
2021-05-15 00:00:00,165541,408
2021-05-16 00:00:00,165686,145
2021-05-17 00:00:00,166080,394
2021-05-18 00:00:00,166542,462
2021-05-19 00:00:00,167039,497
2021-05-20 00:00:00,167519,480
2021-05-21 00:00:00,167896,377
2021-05-22 00:00:00,168060,164
2021-05-23 00:00:00,168149,89
2021-05-24 00:00:00,168475,326
2021-05-25 00:00:00,168833,358
2021-05-26 00:00:00,169240,407
2021-05-27 00:00:00,169556,316
2021-05-28 00:00:00,169947,391
2021-05-29 00:00:00,170124,177
2021-05-30 00:00:00,170327,203
2021-05-31 00:00:00,170408,81
2021-06-01 00:00:00,170769,361
2021-06-02 00:00:00,171128,359
2021-06-03 00:00:00,171457,329
2021-06-04 00:00:00,171832,375
2021-06-05 00:00:00,171994,162
2021-06-06 00:00:00,172111,117
2021-06-07 00:00:00,172350,239
2021-06-08 00:00:00,172458,108
